exact_address,price,size,rooms,floor,monthly_fee,price_per_sqm,has_elevator,has_balcony,latitude,longitude,main_neighborhood,sub_neighborhood,date,year,month,season,rooms_per_sqm,is_central,seasonal_price_trend,price_change_pct,monthly_price_change,location_avg_price_per_sqm,location_avg_price_per_sqm_sub,months_since_sale,predicted_ending_price
"Sankt Göransgatan 153, 7 tr",3295000.0,30.0,2.0,7.0,1857.0,109833.0,True,True,,,stadshagen,central,2024-09-17 07:17:05.119757,2024,9,4,0.06666666666666667,0,5423264.851586489,,-0.36492890995260663,,80164.38654110392,0,2735651.142857143
Malmköpingsvägen 87,1650000.0,22.0,1.0,1.0,2706.0,75000.0,False,False,,,örby,central,2024-09-17 07:17:05.119757,2024,9,4,0.045454545454545456,0,5423264.851586489,,-0.36492890995260663,53295.063145809414,80164.38654110392,0,1813673.1349206353
Mörsilsgatan 26,1795000.0,39.0,1.0,1.0,2437.0,46026.0,False,False,,,vällingby  centrum,central,2024-09-17 07:17:05.119757,2024,9,4,0.02564102564102564,1,5423264.851586489,,-0.36492890995260663,,80164.38654110392,0,2869112.023809524
Ymsenvägen 8,3700000.0,53.0,2.0,1.0,2740.0,69811.0,True,False,,,årsta,central,2024-09-17 07:17:05.119757,2024,9,4,0.03773584905660377,0,5423264.851586489,,-0.36492890995260663,61515.02479240097,80164.38654110392,0,3198967.380952381
"Gyllenborgsgatan 18, 3tr",2995000.0,34.5,1.5,3.0,2128.0,86812.0,False,False,,,kungsholmen,central,2024-09-17 07:17:05.119757,2024,9,4,0.043478260869565216,0,5423264.851586489,,-0.36492890995260663,102559.572426767,80164.38654110392,0,3347874.9404761903
Torsplan 10,17250000.0,105.0,4.0,18.0,8601.0,164286.0,True,True,,,vasastan,hagastaden,2024-09-17 07:17:05.119757,2024,9,4,0.0380952380952381,0,5423264.851586489,,-0.36492890995260663,116669.36752942408,109671.33940182054,0,11736994.980158731
"Klockelundsvägen 10, vån 3/4",2495000.0,40.0,2.0,3.0,2776.0,62375.0,True,True,,,farsta,central,2024-09-17 07:17:05.119757,2024,9,4,0.05,0,5423264.851586489,,-0.36492890995260663,44029.48402948403,80164.38654110392,0,2161296.6666666665
Erik Tegels väg 27,2700000.0,85.0,4.0,1.0,5958.0,31765.0,False,True,,,spånga,bromsten,2024-09-17 07:17:05.119757,2024,9,4,0.047058823529411764,0,5423264.851586489,,-0.36492890995260663,37284.32811480756,35106.382978723406,0,2260939.0476190476
Vårbergsvägen 173,2195000.0,68.0,2.0,6.0,3879.0,32279.0,True,False,,,vårberg,central,2024-09-17 07:17:05.119757,2024,9,4,0.029411764705882353,0,5423264.851586489,,-0.36492890995260663,33333.333333333336,80164.38654110392,0,1796646.785714286
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
Smedsbacksgatan 28,3295000.0,36.0,1.0,1.0,2592.0,91528.0,True,True,,,gärdet,central,2024-09-17 07:17:05.119757,2024,9,4,0.027777777777777776,0,5423264.851586489,,-0.36492890995260663,107664.52810394221,80164.38654110392,0,3807084.226190476
Torphagsvägen 6,2295000.0,24.0,1.0,3.0,1878.0,95625.0,True,False,,,ekhagen,norra djurgården,2024-09-17 07:17:05.119757,2024,9,4,0.041666666666666664,0,5423264.851586489,,-0.36492890995260663,67221.29783693844,72429.90654205608,0,2071737.4999999993
Breitenfeldsgatan 8,7900000.0,55.0,2.0,3.0,3242.0,143636.0,False,False,,,östermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.03636363636363636,0,5423264.851586489,,-0.36492890995260663,132935.65588339852,80164.38654110392,0,6280215.000000001
"Sandhamnsgatan 47, 1 tr",5795000.0,65.0,2.0,1.0,4102.0,89154.0,True,True,,,gärdet,central,2024-09-17 07:17:05.119757,2024,9,4,0.03076923076923077,0,5423264.851586489,,-0.36492890995260663,107664.52810394221,80164.38654110392,0,6243515.158730159
"Hägerstensvägen 300, vån 2.",2595000.0,31.0,1.0,2.0,2463.0,83710.0,True,True,,,mälarhöjden,central,2024-09-17 07:17:05.119757,2024,9,4,0.03225806451612903,0,5423264.851586489,,-0.36492890995260663,76151.72082407352,80164.38654110392,0,2528087.3452380956
Kransbindarvägen 37,2295000.0,35.0,1.0,1.0,3206.0,65571.0,False,False,,,midsommarkransen,telefonplan,2024-09-17 07:17:05.119757,2024,9,4,0.02857142857142857,0,5423264.851586489,,-0.36492890995260663,77740.05639655684,73780.76062639822,0,2758161.726190476
"Midsommargränd 2, 2 tr",4295000.0,56.0,2.0,2.0,3106.0,76696.0,True,True,,,midsommarkransen,central,2024-09-17 07:17:05.119757,2024,9,4,0.03571428571428571,0,5423264.851586489,,-0.36492890995260663,77740.05639655684,80164.38654110392,0,4299147.44047619
Brännkyrkagatan 83,3195000.0,36.0,2.0,3.0,2122.0,88750.0,True,False,,,södermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.05555555555555555,0,5423264.851586489,,-0.36492890995260663,103268.90042472865,80164.38654110392,0,3902623.2142857146
"Kransbindarvägen 9, vån 1",2495000.0,35.0,2.0,1.0,3206.0,71286.0,False,False,,,midsommarkransen,telefonplan,2024-09-17 07:17:05.119757,2024,9,4,0.05714285714285714,0,5423264.851586489,,-0.36492890995260663,77740.05639655684,73780.76062639822,0,2860462.658730158
"Segelflygsgatan 10, 1tr",2375000.0,64.7,3.0,1.0,5104.0,36708.0,True,True,,,skarpnäck,central,2024-09-17 07:17:05.119757,2024,9,4,0.0463678516228748,0,5423264.851586489,,-0.36492890995260663,37376.792876079126,80164.38654110392,0,2393574.523809524
Kratsbodavägen 50b,2795000.0,43.0,2.0,1.0,4147.0,65000.0,True,False,,,mariehäll,central,2024-09-17 07:17:05.119757,2024,9,4,0.046511627906976744,0,5423264.851586489,,-0.36492890995260663,69978.61724875268,80164.38654110392,0,2743197.916666666
Stenkullavägen 50 E,13495000.0,154.5,6.0,1.0,9257.0,87346.0,False,True,,,kungsholmen,stora essingen,2024-09-17 07:17:05.119757,2024,9,4,0.038834951456310676,0,5423264.851586489,,-0.36492890995260663,102559.572426767,85932.55620316403,0,8914164.325396825
Bergsmarksvägen 8 vån 3/5,2895000.0,37.0,1.5,3.0,2135.0,78243.0,False,True,,,kungsholmen,stora essingen,2024-09-17 07:17:05.119757,2024,9,4,0.04054054054054054,0,5423264.851586489,,-0.36492890995260663,102559.572426767,85932.55620316403,0,3340307.9761904757
Mossvägen 1,2995000.0,51.0,2.0,2.0,4768.0,58725.0,False,False,,,stora mossen,central,2024-09-17 07:17:05.119757,2024,9,4,0.0392156862745098,0,5423264.851586489,,-0.36492890995260663,72931.03448275862,80164.38654110392,0,3764978.4920634925
Karlsviksgatan 7,4595000.0,46.0,2.0,2.0,3032.0,99891.0,True,False,,,nedre kungsholmen,central,2024-09-17 07:17:05.119757,2024,9,4,0.043478260869565216,0,5423264.851586489,,-0.36492890995260663,113360.5812897366,80164.38654110392,0,4723400.224523809
Kronobergsgatan 20,2495000.0,18.0,1.0,2.0,1758.0,138611.0,True,False,,,kungsholmen,central,2024-09-17 07:17:05.119757,2024,9,4,0.05555555555555555,0,5423264.851586489,,-0.36492890995260663,102559.572426767,80164.38654110392,0,2729523.392857143
Industrigatan 7A,5995000.0,57.0,2.0,6.0,4512.0,105175.0,True,True,,,fridhemsplan,central,2024-09-17 07:17:05.119757,2024,9,4,0.03508771929824561,0,5423264.851586489,,-0.36492890995260663,99609.375,80164.38654110392,0,5059289.7023809515
Bokbindarvägen 78,1795000.0,24.0,1.0,1.0,2796.0,74792.0,True,False,,,hägerstensåsen,central,2024-09-17 07:17:05.119757,2024,9,4,0.041666666666666664,0,5423264.851586489,,-0.36492890995260663,60283.436669619136,80164.38654110392,0,1862721.4880952386
"STAVANGERGATAN 46, Vån 4/6",1495000.0,65.5,2.0,4.0,5273.0,22824.0,True,True,,,husby,central,2024-09-17 07:17:05.119757,2024,9,4,0.030534351145038167,0,5423264.851586489,,-0.36492890995260663,23919.8606271777,80164.38654110392,0,1585874.0714285714
Hagaesplanaden 80,8400000.0,84.0,4.0,11.0,5029.0,100000.0,True,True,,,vasastan,hagastaden,2024-09-17 07:17:05.119757,2024,9,4,0.047619047619047616,0,5423264.851586489,,-0.36492890995260663,116669.36752942408,109671.33940182054,0,9389414.52380952
Drottninghusgränd 2,10950000.0,85.0,3.0,3.0,4044.0,128824.0,True,True,,,stockholm,central,2024-09-17 07:17:05.119757,2024,9,4,0.03529411764705882,0,5423264.851586489,,-0.36492890995260663,109606.78248205555,80164.38654110392,0,9074797.73809524
Skebokvarnsvägen 376,1500000.0,33.0,1.0,5.0,2830.0,45455.0,True,True,,,bandhagen,högdalen,2024-09-17 07:17:05.119757,2024,9,4,0.030303030303030304,0,5423264.851586489,,-0.36492890995260663,41055.83392984968,44789.579158316636,0,1747151.7261904755
"Hökmossevägen 50, 3 tr",2795000.0,54.0,3.0,3.0,3770.0,51759.0,False,True,,,hökmossen,telefonplan,2024-09-17 07:17:05.119757,2024,9,4,0.05555555555555555,0,5423264.851586489,,-0.36492890995260663,57783.50515463918,73780.76062639822,0,3137990.7142857146
Gösta Ekmans väg 15,3495000.0,65.0,2.0,1.0,3962.0,53769.0,True,True,,,örnsberg,hägersten,2024-09-17 07:17:05.119757,2024,9,4,0.03076923076923077,0,5423264.851586489,,-0.36492890995260663,77574.52574525746,74847.56097560975,0,4954466.468253969
"Lindhagensterrassen 19, vån 11",3150000.0,39.0,1.0,11.0,2229.0,80769.0,True,True,,,kungsholmen,central,2024-09-17 07:17:05.119757,2024,9,4,0.02564102564102564,0,5423264.851586489,,-0.36492890995260663,102559.572426767,80164.38654110392,0,3880329.7222222225
Furusundsgatan 12,4195000.0,40.0,2.0,3.0,2158.0,104875.0,True,True,,,östermalm,gärdet,2024-09-17 07:17:05.119757,2024,9,4,0.05,0,5423264.851586489,,-0.36492890995260663,132935.65588339852,106846.47302904565,0,5079686.25
"Förskottsvägen 2, 2tr",2995000.0,55.0,2.0,2.0,4515.0,54455.0,False,True,,,hägerstensåsen,central,2024-09-17 07:17:05.119757,2024,9,4,0.03636363636363636,0,5423264.851586489,,-0.36492890995260663,60283.436669619136,80164.38654110392,0,2987901.9047619044
Olof skötkonungs väg 2,3495000.0,51.0,2.0,1.0,3874.0,68529.0,False,False,,,aspudden,central,2024-09-17 07:17:05.119757,2024,9,4,0.0392156862745098,0,5423264.851586489,,-0.36492890995260663,83398.761890382,80164.38654110392,0,4067470.3571428573
Repslagargatan 18,6495000.0,74.5,3.0,1.0,4852.0,87181.0,True,True,,,maria,central,2024-09-17 07:17:05.119757,2024,9,4,0.040268456375838924,0,5423264.851586489,,-0.36492890995260663,123130.43478260869,80164.38654110392,0,7638347.142857143
"Döbelnsgatan 89, 5tr",3595000.0,39.0,1.0,5.0,1173.0,92179.0,True,False,,,vasastan,sibirien,2024-09-17 07:17:05.119757,2024,9,4,0.02564102564102564,0,5423264.851586489,,-0.36492890995260663,116669.36752942408,103615.0512214342,0,4686661.587301588
"Karlbergsvägen 11A, 4tr",6995000.0,72.0,2.0,4.0,3630.0,97153.0,False,True,,,vasastan,central,2024-09-17 07:17:05.119757,2024,9,4,0.027777777777777776,0,5423264.851586489,,-0.36492890995260663,116669.36752942408,80164.38654110392,0,7321745.714285715
Tyskbagargatan 5,6995000.0,57.0,2.0,0.0,2375.0,122719.0,True,False,,,östermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.03508771929824561,0,5423264.851586489,,-0.36492890995260663,132935.65588339852,80164.38654110392,0,6863956.5476190485
Sigfridsvägen 13,3995000.0,54.0,2.0,1.0,3512.0,73981.0,False,True,,,aspudden,central,2024-09-17 07:17:05.119757,2024,9,4,0.037037037037037035,0,5423264.851586489,,-0.36492890995260663,83398.761890382,80164.38654110392,0,4301098.333333334
Mobilgatan 1A,5350000.0,66.0,3.0,1.0,4889.0,81061.0,True,True,,,telefonplan,central,2024-09-17 07:17:05.119757,2024,9,4,0.045454545454545456,0,5423264.851586489,,-0.36492890995260663,71463.50364963504,80164.38654110392,0,4412558.76984127
Mobilgatan 3F,3150000.0,37.0,1.0,1.0,3053.0,85135.0,True,True,,,telefonplan,central,2024-09-17 07:17:05.119757,2024,9,4,0.02702702702702703,0,5423264.851586489,,-0.36492890995260663,71463.50364963504,80164.38654110392,0,2633460.4761904757
"Karlbergsvägen 25C, 2 tr ög",3795000.0,29.0,2.0,2.0,1304.0,130862.0,False,True,,,vasastan,central,2024-09-17 07:17:05.119757,2024,9,4,0.06896551724137931,0,5423264.851586489,,-0.36492890995260663,116669.36752942408,80164.38654110392,0,3917990.5357142854
Kubbegatan 13,2950000.0,69.0,3.0,3.0,4046.0,42754.0,False,False,,,sköndal,central,2024-09-17 07:17:05.119757,2024,9,4,0.043478260869565216,0,5423264.851586489,,-0.36492890995260663,47274.36281859071,80164.38654110392,0,3118364.2857142854
Stagneliusvägen 38,3495000.0,44.0,2.0,4.0,3027.0,79432.0,True,True,,,fredhäll,central,2024-09-17 07:17:05.119757,2024,9,4,0.045454545454545456,0,5423264.851586489,,-0.36492890995260663,90353.43035343035,80164.38654110392,0,3629876.799714285
"Kristinebergsvägen 12, 4 tr",5795000.0,78.0,3.0,4.0,3683.0,74295.0,True,True,,,thorildsplan,central,2024-09-17 07:17:05.119757,2024,9,4,0.038461538461538464,0,5423264.851586489,,-0.36492890995260663,96800.0,80164.38654110392,0,6809957.73809524
Ringvägen 155A,1995000.0,27.0,1.0,4.0,1897.0,73889.0,True,False,,,södermalm katarina,central,2024-09-17 07:17:05.119757,2024,9,4,0.037037037037037035,0,5423264.851586489,,-0.36492890995260663,114346.28975265018,80164.38654110392,0,3559430.3571428563
Enhörningsgränd 18,6950000.0,106.0,4.0,2.0,9459.0,65566.0,True,True,,,bromma stora mossen,central,2024-09-17 07:17:05.119757,2024,9,4,0.03773584905660377,0,5423264.851586489,,-0.36492890995260663,,80164.38654110392,0,7853224.206349205
"Hallandsgatan 24, 4 tr",3750000.0,47.0,2.0,4.0,2818.0,79787.0,True,False,,,södermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.0425531914893617,0,5423264.851586489,,-0.36492890995260663,103268.90042472865,80164.38654110392,0,4688283.085833333
Växeln,2675000.0,,,1.0,2304.0,99074.0,False,False,,,telefonplan,central,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,71463.50364963504,80164.38654110392,0,3541492.7380952374
Adolfsbergsvägen 12,1595000.0,20.0,1.0,2.0,2285.0,79750.0,False,False,,,mariehäll,central,2024-09-17 07:17:05.119757,2024,9,4,0.05,0,5423264.851586489,,-0.36492890995260663,69978.61724875268,80164.38654110392,0,2007717.261904762
Diavoxvägen 32,2040000.0,24.0,1.0,4.0,2151.0,85000.0,True,True,,,telefonplan,midsommarkransen,2024-09-17 07:17:05.119757,2024,9,4,0.041666666666666664,0,5423264.851586489,,-0.36492890995260663,71463.50364963504,73855.93220338984,0,2187810.595238095
Diavoxvägen 32,2600000.0,32.0,1.5,4.0,2868.0,81250.0,True,True,,,telefonplan,midsommarkransen,2024-09-17 07:17:05.119757,2024,9,4,0.046875,0,5423264.851586489,,-0.36492890995260663,71463.50364963504,73855.93220338984,0,2558498.5714285714
Eksätravägen 414,1995000.0,54.0,2.0,3.0,3733.0,36944.0,True,True,,,sätra,central,2024-09-17 07:17:05.119757,2024,9,4,0.037037037037037035,0,5423264.851586489,,-0.36492890995260663,35491.55908639523,80164.38654110392,0,1948019.6428571432
Ekholmsvägen 303,2095000.0,63.0,3.0,1.0,4283.0,33254.0,True,False,,,skärholmen,central,2024-09-17 07:17:05.119757,2024,9,4,0.047619047619047616,0,5423264.851586489,,-0.36492890995260663,29849.578820697956,80164.38654110392,0,2321685.4761904767
Ålgrytevägen 53,2395000.0,55.0,2.0,1.0,3494.0,43545.0,True,True,,,bredäng,mälarhöjden,2024-09-17 07:17:05.119757,2024,9,4,0.03636363636363636,0,5423264.851586489,,-0.36492890995260663,40985.21289862819,54409.3567251462,0,2266061.3888888895
Diavoxvägen 32,2790000.0,34.0,2.0,2.0,3047.0,82059.0,True,True,,,midsommarkransen,central,2024-09-17 07:17:05.119757,2024,9,4,0.058823529411764705,0,5423264.851586489,,-0.36492890995260663,77740.05639655684,80164.38654110392,0,2884593.0952380956
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
Diavoxvägen 32,2890000.0,34.0,2.0,2.0,3047.0,85000.0,True,True,,,midsommarkransen,central,2024-09-17 07:17:05.119757,2024,9,4,0.058823529411764705,0,5423264.851586489,,-0.36492890995260663,77740.05639655684,80164.38654110392,0,2884593.0952380956
Alströmergatan 49,2630000.0,20.0,1.0,0.0,1619.0,131500.0,True,True,,,kungsholmen,central,2024-09-17 07:17:05.119757,2024,9,4,0.05,0,5423264.851586489,,-0.36492890995260663,102559.572426767,80164.38654110392,0,2789763.2738095247
Ekholmsvägen 250C,1995000.0,86.5,4.0,4.0,6299.0,23064.0,True,True,,,skärholmen,central,2024-09-17 07:17:05.119757,2024,9,4,0.046242774566473986,0,5423264.851586489,,-0.36492890995260663,29849.578820697956,80164.38654110392,0,2338943.928571428
Odengatan 22,21900000.0,200.0,6.0,1.0,4582.0,109500.0,True,True,,,vasastan,central,2024-09-17 07:17:05.119757,2024,9,4,0.03,0,5423264.851586489,,-0.36492890995260663,116669.36752942408,80164.38654110392,0,11815950.337301588
"Kratsbodavägen 44c, BV",4890000.0,78.0,3.0,1.0,4750.0,62692.0,True,False,,,mariehäll,central,2024-09-17 07:17:05.119757,2024,9,4,0.038461538461538464,0,5423264.851586489,,-0.36492890995260663,69978.61724875268,80164.38654110392,0,4847563.571428572
"Tummelisas gata 4, vån 5/5",5295000.0,94.0,4.0,5.0,6937.0,56330.0,True,True,,,bromma,annedal,2024-09-17 07:17:05.119757,2024,9,4,0.0425531914893617,0,5423264.851586489,,-0.36492890995260663,66144.2866365397,57048.75962360992,0,4187454.523809524
Jaktgatan 9,3395000.0,39.0,1.0,1.0,2878.0,87051.0,True,False,,,norra djurgårdsstaden,central,2024-09-17 07:17:05.119757,2024,9,4,0.02564102564102564,0,5423264.851586489,,-0.36492890995260663,101494.37600428495,80164.38654110392,0,3851951.702741703
Kammakargatan 50,9995000.0,80.0,3.5,5.0,7471.0,124938.0,True,True,,,norrmalm,vasastan,2024-09-17 07:17:05.119757,2024,9,4,0.04375,0,5423264.851586489,,-0.36492890995260663,107681.51311775473,119318.8965765118,0,7359201.023809525
Åstorpsringen 19,3995000.0,69.0,3.0,2.0,5145.0,57899.0,True,True,,,hammarbyhöjden,central,2024-09-17 07:17:05.119757,2024,9,4,0.043478260869565216,0,5423264.851586489,,-0.36492890995260663,66977.5,80164.38654110392,0,4103483.1746031735
"Responsgatan 14, etage",4995000.0,46.0,4.0,0.0,5486.0,108587.0,True,False,,,midsommarkransen,telefonplan,2024-09-17 07:17:05.119757,2024,9,4,0.08695652173913043,0,5423264.851586489,,-0.36492890995260663,77740.05639655684,73780.76062639822,0,3199032.261904761
Jan Inghes torg 32,5995000.0,69.0,2.0,3.0,4707.0,86884.0,True,True,,,hammarby sjöstad,central,2024-09-17 07:17:05.119757,2024,9,4,0.028985507246376812,0,5423264.851586489,,-0.36492890995260663,82007.06073183531,80164.38654110392,0,5470749.783549783
"Sankt Eriksgatan 83, 3 tr",10995000.0,114.0,4.0,3.0,7950.0,96447.0,True,True,,,vasastan birkastan,central,2024-09-17 07:17:05.119757,2024,9,4,0.03508771929824561,0,5423264.851586489,,-0.36492890995260663,102333.33333333333,80164.38654110392,0,8614837.956349205
Götgatan 99,10995000.0,112.0,4.0,6.0,4079.0,98170.0,True,False,,,södermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.03571428571428571,0,5423264.851586489,,-0.36492890995260663,103268.90042472865,80164.38654110392,0,9229739.821428573
"Jämtlandsgatan 99, Vån 7 (13076/1606)",2895000.0,65.0,3.0,7.0,4529.0,44538.0,True,True,,,vällingby parkstad,råcksta,2024-09-17 07:17:05.119757,2024,9,4,0.046153846153846156,0,5423264.851586489,,-0.36492890995260663,46067.942942942944,42448.566084788035,0,2918685.1190476185
Johan Skyttes Väg 214c,2450000.0,33.0,1.0,1.0,2187.0,74242.0,True,True,,,älvsjö,central,2024-09-17 07:17:05.119757,2024,9,4,0.030303030303030304,0,5423264.851586489,,-0.36492890995260663,63748.30518920252,80164.38654110392,0,2194810.1785714286
"Multrågatan 23, 1 tr",1995000.0,73.2,3.0,1.0,5933.0,27254.0,True,True,,,vällingby råcksta,central,2024-09-17 07:17:05.119757,2024,9,4,0.040983606557377046,0,5423264.851586489,,-0.36492890995260663,,80164.38654110392,0,5405414.069264068
Midsommarvägen 19,3150000.0,44.0,2.0,4.0,3610.0,71591.0,False,True,,,midsommarkransen,central,2024-09-17 07:17:05.119757,2024,9,4,0.045454545454545456,0,5423264.851586489,,-0.36492890995260663,77740.05639655684,80164.38654110392,0,3190651.0714285714
Hjulstavägen 92,995000.0,23.0,1.0,4.0,3474.0,43261.0,True,True,,,rinkebyterassen,central,2024-09-17 07:17:05.119757,2024,9,4,0.043478260869565216,0,5423264.851586489,,-0.36492890995260663,,80164.38654110392,0,2478573.7301587295
Sjöviksvägen 76,3495000.0,47.0,2.0,1.0,3621.0,74362.0,True,True,,,liljeholmskajen,central,2024-09-17 07:17:05.119757,2024,9,4,0.0425531914893617,0,5423264.851586489,,-0.36492890995260663,76032.09191759113,80164.38654110392,0,3961613.4523809524
Västeråsgatan 7,10995000.0,67.0,3.0,5.0,3810.0,164104.0,True,True,,,vasastan,central,2024-09-17 07:17:05.119757,2024,9,4,0.04477611940298507,0,5423264.851586489,,-0.36492890995260663,116669.36752942408,80164.38654110392,0,6995238.69047619
