link,exact_address,size,rooms,monthly_fee,location,has_elevator,has_balcony,listing_price,end_price,price_change_percentage,price_per_sqm,date
https://www.hemnet.se/salda/lagenhet-2rum-arsta-stockholms-kommun-arstavagen-14-6677391776799169514,Årstavägen 14,44.0,2.0,4055,"Årsta, Stockholms kommun",False,True,2403846,2500000,4,56818,2024-09-12
https://www.hemnet.se/salda/lagenhet-2rum-bagarmossen-stockholms-kommun-atravagen-16-8410765881604683964,Ätravägen 16,66.0,2.0,4370,"Bagarmossen, Stockholms kommun",True,True,2901785,3250000,12,49242,2024-09-12
https://www.hemnet.se/salda/radhus-5rum-enskede-stureby-stockholms-kommun-tussmotevagen-236b-7756617886802208444,Tussmötevägen 236B,121.0,5.0,6638,"Enskede - Stureby, Stockholms kommun",False,True,8166666,8575000,5,70868,2024-09-12
https://www.hemnet.se/salda/lagenhet-4rum-alvsjo-langbro-park-stockholms-kommun-stora-kvinns-vag-66-6707260255066652710,Stora Kvinns väg 66,100.5,4.0,6363,"Älvsjö - Långbro Park, Stockholms kommun",True,False,5784482,6710000,16,66766,2024-09-12
https://www.hemnet.se/salda/lagenhet-2rum-arsta-stockholms-kommun-sandfjardsgatan-23-5660209910785160147,Sandfjärdsgatan 23,57.5,2.0,3843,"Årsta, Stockholms kommun",False,True,2703703,2920000,8,50783,2024-09-12
"https://www.hemnet.se/salda/lagenhet-3rum-kungsholmen-marieberg-fredhall-stockholms-kommun-svedbergsplan-4,-2tr-3765607558095611572",Svedbergsplan 4,63.0,3.0,1535,"Kungsholmen - Marieberg/Fredhäll, Stockholms kommun",True,True,5841346,6075000,4,96429,2024-09-12
"https://www.hemnet.se/salda/lagenhet-2rum-fredhall-stockholms-kommun-stagneliusvagen-26,-3tr-3245133298126711026",Stagneliusvägen 26,40.5,2.0,3281,"Fredhäll, Stockholms kommun",True,True,3200000,3360000,5,82963,2024-09-12
https://www.hemnet.se/salda/lagenhet-3rum-arsta-stockholms-kommun-arstavagen-129-van-7-7-3226750845959575456,Årstavägen 129 vån 7/7,75.0,3.0,5557,"Årsta, Stockholms kommun",True,True,4495000,4495000,0,59933,2024-09-12
https://www.hemnet.se/salda/lagenhet-2rum-hammarbyhojden-stockholms-kommun-finn-malmgrens-vag-77-2862830115915297309,Finn Malmgrens väg 77,34.0,2.0,2552,"Hammarbyhöjden, Stockholms kommun",False,False,1898148,2050000,8,60294,2024-09-12
https://www.hemnet.se/salda/lagenhet-2rum-hagerstenshamnen-stockholms-kommun-selmedalsringen-24-2515960865160384198,Selmedalsringen 24,75.0,2.0,4826,"Hägerstenshamnen, Stockholms kommun",True,True,3402542,4015000,18,53533,2024-09-12
https://www.hemnet.se/salda/lagenhet-2rum-arsta-stockholms-kommun-arstavagen-93-2342842318031499988,Årstavägen 93,53.5,2.0,4144,"Årsta, Stockholms kommun",False,True,2980769,3100000,4,57944,2024-09-12
https://www.hemnet.se/salda/lagenhet-4rum-skarpnack-stockholms-kommun-segelflygsgatan-23-1390118871848356501,Segelflygsgatan 23,89.0,4.0,6789,"Skarpnäck, Stockholms kommun",True,True,3495000,3495000,0,39270,2024-09-12
https://www.hemnet.se/salda/lagenhet-2rum-liljeholmen-nybodahojden-stockholms-kommun-nybodaringen-23-1263348037389093912,Nybodaringen 23,56.7,2.0,5126,"Liljeholmen/Nybodahöjden, Stockholms kommun",False,False,2982456,3400000,14,59965,2024-09-12
https://www.hemnet.se/salda/villa-10rum-enskede-gard-stockholms-kommun-lindevagen-39-1141579725904121507,Lindevägen 39,232.0,10.0,818,"Enskede Gård, Stockholms kommun",False,False,15044247,17000000,13,,2024-09-12
https://www.hemnet.se/salda/lagenhet-2rum-midsommarkransen-telefonplan-stockholms-kommun-cedergrensvagen-18-927546842584507806,Cedergrensvägen 18,35.0,2.0,3206,"Midsommarkransen/Telefonplan, Stockholms kommun",False,False,2500000,2700000,8,77143,2024-09-12
"https://www.hemnet.se/salda/lagenhet-3rum-hammarby-sjostad-stockholms-kommun-henriksdalsallen-33,-van-3-758919760991162313",Henriksdalsallén 33,59.0,3.0,3955,"Hammarby Sjöstad, Stockholms kommun",True,True,4386792,4650000,6,78814,2024-09-12
"https://www.hemnet.se/salda/lagenhet-4rum-hornsbergs-strand-vastra-kungsholmen-stockholms-kommun-nordenflychtsvagen-64,-van-6-591235675091104566",Nordenflychtsvägen 64,103.0,4.0,4649,"Hornsbergs Strand - Västra Kungsholmen, Stockholms kommun",True,True,10396039,10500000,1,101942,2024-09-12
"https://www.hemnet.se/salda/lagenhet-3rum-bandhagen-stockholms-kommun-sjosavagen-15,-van-2-9166676851574541986",Sjösavägen 15,76.0,3.0,5045,"Bandhagen, Stockholms kommun",False,True,2500000,2700000,8,35526,2024-09-12
"https://www.hemnet.se/salda/lagenhet-2rum-sodermalm-stockholms-kommun-lindvallsplan-4,-1tr-9008808344502748210",Lindvallsplan 4,41.0,2.0,2746,"Södermalm, Stockholms kommun",True,True,3655462,4350000,19,106098,2024-09-12
https://www.hemnet.se/salda/lagenhet-3rum-hagsatra-stockholms-kommun-frovigatan-6-8615798569758475116,Frövigatan 6,73.0,3.0,4201,"Hagsätra, Stockholms kommun",False,True,2000000,2100000,5,28767,2024-09-12
https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-norrbackagatan-5a-8201749309006645293,Norrbackagatan 5A,42.0,2.0,1954,"Vasastan, Stockholms kommun",True,False,4174757,4300000,3,102381,2024-09-12
"https://www.hemnet.se/salda/lagenhet-3rum-sodermalm-stockholms-kommun-fatburs-brunnsgata-28,-6tr-7913856628139897495",Fatburs Brunnsgata 28,78.0,3.0,4430,"Södermalm, Stockholms kommun",True,True,5982905,7000000,17,89744,2024-09-12
"https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-primusgatan-82,-3tr-6248961836812992620",Primusgatan 82,44.5,2.0,3402,"Lilla Essingen, Stockholms kommun",True,True,4200000,4410000,5,99101,2024-09-12
"https://www.hemnet.se/salda/lagenhet-3rum-sodermalm-stockholms-kommun-hornsgatan-113,-5-tr-5853324097129969283",Hornsgatan 113,85.0,3.0,4680,"Södermalm, Stockholms kommun",True,True,5990099,6050000,1,71176,2024-09-12
https://www.hemnet.se/salda/lagenhet-2rum-midsommarkransen-stockholms-kommun-backvagen-50-5484176674462076264,Bäckvägen 50,55.0,2.0,3957,"Midsommarkransen, Stockholms kommun",True,True,3500000,3675000,5,66818,2024-09-12
"https://www.hemnet.se/salda/lagenhet-5rum-kista-stockholms-kommun-borgarfjordsgatan-21a,-van-32-5034109398824777641",Borgarfjordsgatan 21A,98.0,5.0,6430,"Kista, Stockholms kommun",True,True,3910891,3950000,1,40306,2024-09-12
"https://www.hemnet.se/salda/lagenhet-2rum-arsta-stockholms-kommun-slatbaksvagen-38,-3-tr-4368036119758393363",Slätbaksvägen 38,44.0,2.0,3484,"Årsta, Stockholms kommun",False,True,2478448,2875000,16,65341,2024-09-12
https://www.hemnet.se/salda/lagenhet-2rum-bromma-blackeberg-stockholms-kommun-drachmannsgatan-15-4229474641060187784,Drachmannsgatan 15,56.0,2.0,3154,"Bromma - Blackeberg, Stockholms kommun",False,True,2481818,2730000,10,48750,2024-09-12
"https://www.hemnet.se/salda/lagenhet-3rum-liljeholmskajen-stockholms-kommun-sjoviksbacken-53,-2tr-3933179712470401214",Sjöviksbacken 53,72.0,3.0,5235,"Liljeholmskajen, Stockholms kommun",True,True,5396039,5450000,1,75694,2024-09-12
https://www.hemnet.se/salda/lagenhet-2rum-hornsbergs-strand-stockholms-kommun-sara-lidmans-gata-4-3645480702044529016,Sara Lidmans Gata 4,67.0,2.0,2831,"Hornsbergs Strand, Stockholms kommun",True,True,5750000,5750000,0,85821,2024-09-12
"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-kammakargatan-11,-2-tr-3628141621951840641",Kammakargatan 11,63.0,2.0,4138,"Vasastan, Stockholms kommun",True,False,5471698,5800000,6,92063,2024-09-12
https://www.hemnet.se/salda/lagenhet-2rum-vasastan-atlas-stockholms-kommun-atlasmuren-18-3456579029415209881,Atlasmuren 18,49.0,2.0,1309,"Vasastan/Atlas, Stockholms kommun",True,False,4777227,4825000,1,98469,2024-09-12
https://www.hemnet.se/salda/lagenhet-4rum-enskede-stockholms-kommun-dalgrand-4-2976371538529081131,Dalgränd 4,103.0,4.0,3868,"Enskede, Stockholms kommun",False,False,4995000,4995000,0,48495,2024-09-12
https://www.hemnet.se/salda/lagenhet-1rum-sodermalm-stockholms-kommun-hogalidsgatan-36b-2704617185109119506,Högalidsgatan 36B,40.0,1.0,2671,"Södermalm, Stockholms kommun",True,False,3698113,3920000,6,98000,2024-09-12
https://www.hemnet.se/salda/lagenhet-3rum-hammarbyhojden-stockholms-kommun-paternostervagen-64-2409199579569419052,Paternostervägen 64,72.0,3.0,5017,"Hammarbyhöjden, Stockholms kommun",False,True,3981481,4300000,8,59722,2024-09-12
"https://www.hemnet.se/salda/lagenhet-2rum-liljeholmskajen-stockholms-kommun-sjoviksbacken-49,-5tr-2256879195212295657",Sjöviksbacken 49,44.0,2.0,3713,"Liljeholmskajen, Stockholms kommun",True,True,3300970,3400000,3,77273,2024-09-12
https://www.hemnet.se/salda/lagenhet-3rum-liljeholmen-stockholms-kommun-katrinebergsbacken-24-2222846036322122523,Katrinebergsbacken 24,85.0,3.0,5330,"Liljeholmen, Stockholms kommun",True,True,3991379,4630000,16,54471,2024-09-12
https://www.hemnet.se/salda/lagenhet-2rum-reimersholme-stockholms-kommun-anders-reimers-vag-17-1344699322550272934,Anders Reimers väg 17,42.0,2.0,3210,"Reimersholme, Stockholms kommun",True,True,3865546,4600000,19,109524,2024-09-12
https://www.hemnet.se/salda/lagenhet-2rum-hasselby-gard-stockholms-kommun-astrakangatan-2-1296588693673288476,Astrakangatan 2,54.0,2.0,4082,"Hässelby Gård, Stockholms kommun",True,True,1380530,1560000,13,28889,2024-09-12
"https://www.hemnet.se/salda/lagenhet-2rum-kista-stockholms-kommun-lollandsgatan-5,-van-4-av-4-1268122913094590613",Lollandsgatan 5,56.0,2.0,4751,"Kista, Stockholms kommun",True,True,1795000,1795000,0,32054,2024-09-12
https://www.hemnet.se/salda/lagenhet-3rum-telefonplan-midsommarkransen-stockholms-kommun-tellusborgsvagen-96-896658619487723594,Tellusborgsvägen 96,90.0,3.0,5452,"Telefonplan - Midsommarkransen, Stockholms kommun",True,False,5990990,6650000,11,73889,2024-09-12
"https://www.hemnet.se/salda/lagenhet-1,5rum-sodermalm-stockholms-kommun-bergsundsgatan-15,-3tr-646019309750153342",Bergsundsgatan 15,41.0,1.5,2323,"Södermalm, Stockholms kommun",True,False,3703703,4000000,8,97561,2024-09-12
https://www.hemnet.se/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-inedalsgatan-15-374838124218182944,Inedalsgatan 15,20.0,1.0,2332,"Kungsholmen, Stockholms kommun",True,False,2995000,2995000,0,149750,2024-09-12
"https://www.hemnet.se/salda/lagenhet-2rum-telefonplan-stockholms-kommun-responsgatan-12,-van-7-av-7-234280700551061233",Responsgatan 12,54.0,2.0,3680,"Telefonplan, Stockholms kommun",True,True,3203883,3300000,3,61111,2024-09-12
https://www.hemnet.se/salda/lagenhet-2rum-abrahamsberg-stockholms-kommun-barrstigen-28-7883175543252045282,Barrstigen 28,62.0,2.0,2258,"Abrahamsberg, Stockholms kommun",False,False,3199999,3520000,10,56774,2024-09-11
https://www.hemnet.se/salda/lagenhet-3rum-ulvsunda-stockholms-kommun-tallbacksvagen-10-5735557295768760034,Tallbacksvägen 10,71.0,3.0,4412,"Ulvsunda, Stockholms kommun",False,False,4207920,4250000,1,59859,2024-09-11
https://www.hemnet.se/salda/lagenhet-3rum-mariehall-stockholms-kommun-masugnsvagen-82-5525939710847923663,Masugnsvägen 82,79.5,3.0,4997,"Mariehäll, Stockholms kommun",True,True,6029411,6150000,2,77358,2024-09-11
https://www.hemnet.se/salda/radhus-6rum-ulvsunda-stockholms-kommun-siggedalsvagen-12-3419297939601713418,Siggedalsvägen 12,127.0,6.0,5490,"Ulvsunda, Stockholms kommun",False,False,10021739,11525000,15,90748,2024-09-11
https://www.hemnet.se/salda/lagenhet-3rum-riksby-stockholms-kommun-dukvagen-18-4239488073108155489,Dukvägen 18,64.0,3.0,4212,"Riksby, Stockholms kommun",False,True,3490566,3700000,6,57813,2024-09-11
"https://www.hemnet.se/salda/lagenhet-3rum-ulvsunda-stockholms-kommun-bjorkbacksvagen-51,-van-3-3-6342460969072447702",Björkbacksvägen 51,72.0,3.0,4658,"Ulvsunda, Stockholms kommun",False,False,4182242,4475000,7,62153,2024-09-11
https://www.hemnet.se/salda/lagenhet-3rum-vallingby-centrum-stockholms-kommun-grimstagatan-58-6855861493277112479,Grimstagatan 58,80.0,3.0,6319,"Vällingby Centrum, Stockholms kommun",False,True,1900000,1900000,0,23750,2024-09-11
https://www.hemnet.se/salda/lagenhet-4rum-spanga-solhem-stockholms-kommun-salagatan-17-5011905215319152024,Salagatan 17,96.5,4.0,7357,"Spånga - Solhem, Stockholms kommun",True,True,3106796,3200000,3,33161,2024-09-11
"https://www.hemnet.se/salda/lagenhet-3rum-vasastan-stockholms-kommun-surbrunnsgatan-33,-1,5-tr-3406798504106141310",Surbrunnsgatan 33,100.4,3.0,5183,"Vasastan, Stockholms kommun",True,False,12000000,12000000,0,119522,2024-09-11
"https://www.hemnet.se/salda/lagenhet-3rum-enskede-gard-stockholms-kommun-johanneshovsvagen-153,-3-tr-8812921525500537732",Johanneshovsvägen 153,81.0,3.0,4996,"Enskede Gård, Stockholms kommun",True,True,5288461,5500000,4,67901,2024-09-11
https://www.hemnet.se/salda/lagenhet-2rum-aspudden-stockholms-kommun-hagerstensvagen-163-5241057562733674979,Hägerstensvägen 163,52.5,2.0,3898,"Aspudden, Stockholms kommun",False,True,3603603,4000000,11,76190,2024-09-11
https://www.hemnet.se/salda/lagenhet-2rum-vasastan-sibirien-stockholms-kommun-tulegatan-42-3131860658967089370,Tulegatan 42,49.0,2.0,2602,"Vasastan - Sibirien, Stockholms kommun",True,True,4285714,4800000,12,97959,2024-09-11
"https://www.hemnet.se/salda/lagenhet-4rum-sodermalm-katarina-stockholms-kommun-blekingegatan-18,-van-5-1503594480158527694",Blekingegatan 18,91.0,4.0,4653,"Södermalm - Katarina, Stockholms kommun",True,True,8990291,9260000,3,101758,2024-09-11
"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-vasaparken-stockholms-kommun-sigtunagatan-14a,-2-tr-943395795738533427",Sigtunagatan 14A,39.0,2.0,1661,"Vasastan - Vasaparken, Stockholms kommun",False,True,4784482,5550000,16,142308,2024-09-11
https://www.hemnet.se/salda/lagenhet-3rum-vallingby-parkstad-racksta-stockholms-kommun-racksta-gardsvag-21-7291950072145830295,Råcksta Gårdsväg 21,70.0,3.0,4309,"Vällingby Parkstad / Råcksta, Stockholms kommun",True,False,3000000,3150000,5,45000,2024-09-11
https://www.hemnet.se/salda/lagenhet-2rum-hogdalen-stockholms-kommun-skebokvarnsvagen-321-7340653238738793832,Skebokvarnsvägen 321,58.0,2.0,4222,"Högdalen, Stockholms kommun",True,True,2000000,2400000,20,41379,2024-09-11
https://www.hemnet.se/salda/lagenhet-4rum-grondal-stockholms-kommun-grondalsvagen-48-6271195175494311176,Gröndalsvägen 48,101.0,4.0,6360,"Gröndal, Stockholms kommun",False,False,7311320,7750000,6,76733,2024-09-11
https://www.hemnet.se/salda/lagenhet-2rum-bromma-traneberg-stockholms-kommun-vidangsvagen-51a-5107446378046799967,Vidängsvägen 51A,37.0,2.0,3161,"Bromma - Traneberg, Stockholms kommun",False,True,2348623,2560000,9,69189,2024-09-11
"https://www.hemnet.se/salda/lagenhet-2rum-hammarby-sjostad-stockholms-kommun-fendergatan-6,-6-av-6-tr-4056062856583379086",Fendergatan 6,51.0,2.0,3517,"Hammarby Sjöstad, Stockholms kommun",False,False,4282178,4325000,1,84804,2024-09-11
https://www.hemnet.se/salda/radhus-5rum-vallingby-parkstad-racksta-stockholms-kommun-harnosandsgatan-13-3100825249170759678,Härnösandsgatan 13,130.0,5.0,5579,"Vällingby Parkstad / Råcksta, Stockholms kommun",False,False,5686274,5800000,2,44615,2024-09-11
"https://www.hemnet.se/salda/lagenhet-4rum-sodermalm-katarina-stockholms-kommun-gotlandsgatan-66,-2tr-5836392439022703045",Gotlandsgatan 66,101.0,4.0,4211,"Södermalm Katarina, Stockholms kommun",True,True,10986842,12525000,14,124010,2024-09-11
"https://www.hemnet.se/salda/lagenhet-4rum-ormkarr-hagsatra-stockholms-kommun-olshammarsgatan-64,-5-tr-279293275187657664",Olshammarsgatan 64,87.5,4.0,6477,"Ormkärr/Hagsätra, Stockholms kommun",True,True,2385714,2505000,5,28629,2024-09-11
https://www.hemnet.se/salda/lagenhet-4rum-vasastan-stockholms-kommun-dobelnsgatan-4b-4015102028019502193,Döbelnsgatan 4B,63.0,4.0,3980,"Vasastan, Stockholms kommun",True,True,5980392,6100000,2,96825,2024-09-11
"https://www.hemnet.se/salda/lagenhet-2,5rum-sodermalm-katarina-sofia-stockholms-kommun-blekingegatan-16,-6-tr-6362637349298451925",Blekingegatan 16,54.5,2.5,3120,"Södermalm - Katarina Sofia, Stockholms kommun",True,True,5198019,5250000,1,96330,2024-09-11
"https://www.hemnet.se/salda/lagenhet-2rum-traneberg-stockholms-kommun-tranebergsvagen-58,-van-3-av-3-6322149050842791120",Tranebergsvägen 58,40.0,2.0,3588,"Traneberg, Stockholms kommun",False,True,2500000,2900000,16,72500,2024-09-11
https://www.hemnet.se/salda/lagenhet-2rum-skarmarbrink-stockholms-kommun-pastellvagen-11-6019730550635455689,Pastellvägen 11,50.0,2.0,3048,"Skärmarbrink, Stockholms kommun",True,True,3443396,3650000,6,73000,2024-09-11
"https://www.hemnet.se/salda/lagenhet-2,5rum-bredang-stockholms-kommun-odd-fellowvagen-21-2502916009696152316",Odd fellowvägen 21,67.0,2.5,4730,"Bredäng, Stockholms kommun",False,True,1995192,2075000,4,30970,2024-09-11
https://www.hemnet.se/salda/tomt-bromma-ballsta-stockholms-kommun-tunnbrodsvagen-55-2223005214973293346,Tunnbrödsvägen 55,,,2160000,"Bromma - Bällsta, Stockholms kommun",False,False,1687500,2160000,28,,2024-09-11
https://www.hemnet.se/salda/lagenhet-2rum-ostermalm-stockholms-kommun-artillerigatan-36-1306941946927969522,Artillerigatan 36,68.0,2.0,3425,"Östermalm, Stockholms kommun",True,True,9514563,9800000,3,144118,2024-09-11
"https://www.hemnet.se/salda/lagenhet-1rum-kungsholmen-fridhemsplan-stockholms-kommun-john-bergs-plan-7,-2-tr-9027440220328171005",John Bergs Plan 7,31.0,1.0,2764,"Kungsholmen Fridhemsplan, Stockholms kommun",True,True,2938053,3320000,13,107097,2024-09-11
https://www.hemnet.se/salda/lagenhet-2rum-midsommarkransen-stockholms-kommun-vattenledningsvagen-73-6275541797553737014,Vattenledningsvägen 73,57.0,2.0,3056,"Midsommarkransen, Stockholms kommun",True,True,3991228,4550000,14,79825,2024-09-11
https://www.hemnet.se/salda/lagenhet-2rum-bromma-johannesfred-stockholms-kommun-stangjarnsvagen-8-6724422687644606690,Stångjärnsvägen 8,46.0,2.0,3900,"Bromma - Johannesfred, Stockholms kommun",False,True,2250000,2250000,0,48913,2024-09-11
"https://www.hemnet.se/salda/lagenhet-2rum-skarpnack-stockholms-kommun-pilotgatan-5e,-1tr-4347034877350335680",Pilotgatan 5E,66.0,2.0,5455,"Skarpnäck, Stockholms kommun",True,True,1691964,1895000,12,28712,2024-09-11
"https://www.hemnet.se/salda/lagenhet-1rum-gardet-ostermalm-stockholms-kommun-osthammarsgatan-72a,-1tr-7875486767311349683",Östhammarsgatan 72A,24.0,1.0,1790,"Gärdet - Östermalm, Stockholms kommun",True,True,2401960,2450000,2,102083,2024-09-11
https://www.hemnet.se/salda/lagenhet-3rum-nockebyhov-stockholms-kommun-dalgangen-7-4559089557091271297,Dalgången 7,71.0,3.0,5612,"Nockebyhov, Stockholms kommun",False,True,4130000,4130000,0,58169,2024-09-11
"https://www.hemnet.se/salda/lagenhet-2rum-katarina-stockholms-kommun-hallandsgatan-32,-vindsvaning-5477928706595684042",Hallandsgatan 32,55.0,2.0,3642,"Katarina, Stockholms kommun",True,False,5491071,6150000,12,111818,2024-09-11
"https://www.hemnet.se/salda/lagenhet-3rum-arsta-stockholms-kommun-hummelvagen-2,-3tr-5348854829324756853",Hummelvägen 2,70.0,3.0,4708,"Årsta, Stockholms kommun",False,True,3495575,3950000,13,56429,2024-09-11
https://www.hemnet.se/salda/lagenhet-2rum-bromma-traneberg-stockholms-kommun-kinnekullevagen-36a-4874217660872055465,Kinnekullevägen 36A,36.0,2.0,3326,"Bromma - Traneberg, Stockholms kommun",False,False,2500000,2700000,8,75000,2024-09-11
"https://www.hemnet.se/salda/lagenhet-3rum-ovre-ostermalm-stockholms-kommun-kommendorsgatan-40,-4-tr-5976517354097043529",Kommendörsgatan 40,98.0,3.0,4757,"Övre Östermalm, Stockholms kommun",True,True,12727272,14000000,10,142857,2024-09-11
https://www.hemnet.se/salda/lagenhet-3rum-hagerstensasen-stockholms-kommun-inteckningsvagen-17i-8806785984530964469,Inteckningsvägen 17I,68.0,3.0,5947,"Hägerstensåsen, Stockholms kommun",True,True,3640776,3750000,3,55147,2024-09-11
https://www.hemnet.se/salda/lagenhet-2rum-hammarby-sjostad-stockholms-kommun-hammarby-alle-7-8316851962003758938,Hammarby allé 7,55.5,2.0,3468,"Hammarby Sjöstad, Stockholms kommun",True,True,4495192,4675000,4,84234,2024-09-11
"https://www.hemnet.se/salda/lagenhet-4rum-arsta-stockholms-kommun-glindragrand-3,-4-tr-6390927529955435751",Glindragränd 3,95.0,4.0,6881,"Årsta, Stockholms kommun",True,True,6490384,6750000,4,71053,2024-09-11
https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-pipersgatan-4-5180320283905035388,Pipersgatan 4,56.0,2.0,2712,"Kungsholmen, Stockholms kommun",False,True,5991735,7250000,21,129464,2024-09-11
"https://www.hemnet.se/salda/lagenhet-1rum-sodermalm-stockholms-kommun-tjarhovsgatan-22,-2-tr-3280919700668626010",Tjärhovsgatan 22,19.0,1.0,2388,"Södermalm, Stockholms kommun",True,False,1999999,2200000,10,115789,2024-09-11
https://www.hemnet.se/salda/lagenhet-2rum-katarina-stockholms-kommun-hallandsgatan-34-7398615427366073171,Hallandsgatan 34,65.0,2.0,2754,"Katarina, Stockholms kommun",True,True,6318181,6950000,10,106923,2024-09-11
https://www.hemnet.se/salda/villa-5rum-langbro-stockholms-kommun-valtstigen-6-4448385035510450494,Vältstigen 6,68.0,5.0,716,"Långbro, Stockholms kommun",False,False,6000000,6420000,7,,2024-09-11
https://www.hemnet.se/salda/lagenhet-2rum-farsta-stockholms-kommun-forshagagatan-66-1955381130965440264,Forshagagatan 66,66.0,2.0,5281,"Farsta, Stockholms kommun",True,False,2352941,2400000,2,36364,2024-09-11
"https://www.hemnet.se/salda/lagenhet-2,5rum-gardet-ostermalm-stockholms-kommun-oregrundsgatan-6,-7-tr-8580410171996029875",Öregrundsgatan 6,44.0,2.5,3038,"Gärdet/Östermalm, Stockholms kommun",True,True,3689320,3800000,3,86364,2024-09-11
https://www.hemnet.se/salda/lagenhet-2rum-vallingby-racksta-stockholms-kommun-ostersundsgatan-7-3936438924495600223,Östersundsgatan 7,54.0,2.0,3612,"Vällingby - Råcksta, Stockholms kommun",True,False,2095238,2200000,5,40741,2024-09-11
https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-bravallagatan-10a-2906365362529841559,Bråvallagatan 10A,34.0,2.0,1368,"Vasastan, Stockholms kommun",False,True,4092920,4625000,13,136029,2024-09-11
https://www.hemnet.se/salda/lagenhet-3rum-karrtorp-stockholms-kommun-karrtorpsvagen-34-8855041479407204406,Kärrtorpsvägen 34,66.0,3.0,5775,"Kärrtorp, Stockholms kommun",True,True,2995000,2995000,0,45379,2024-09-11
"https://www.hemnet.se/salda/lagenhet-3rum-sodermalm-sofo-stockholms-kommun-katarina-bangata-31a,-3tr,-7533368694445901425",Katarina Bangata 31A,85.0,3.0,2820,"Södermalm - SoFo, Stockholms kommun",True,True,9008264,10900000,21,128235,2024-09-11
https://www.hemnet.se/salda/lagenhet-2rum-midsommarkransen-stockholms-kommun-vattenledningsvagen-87-3284124432606483703,Vattenledningsvägen 87,43.0,2.0,3139,"Midsommarkransen, Stockholms kommun",False,True,2704347,3110000,15,72326,2024-09-11
"https://www.hemnet.se/salda/lagenhet-4rum-bromma-annedal-stockholms-kommun-annedalsvagen-25,-3-tr,-6961960051639633359",Annedalsvägen 25,97.0,4.0,6026,"Bromma / Annedal, Stockholms kommun",True,True,5261904,5525000,5,56959,2024-09-11
https://www.hemnet.se/salda/lagenhet-2rum-kristineberg-stockholms-kommun-lidnersplan-12-7427468902197131453,Lidnersplan 12,62.0,2.0,4446,"Kristineberg, Stockholms kommun",True,True,5684684,6310000,11,101774,2024-09-11
"https://www.hemnet.se/salda/lagenhet-4rum-bromma-akeslund-stockholms-kommun-tunnlandsvagen-93,-van-4-7916148174785038457",Tunnlandsvägen 93,108.5,4.0,5540,"Bromma - Åkeslund, Stockholms kommun",True,True,6306306,7000000,11,64516,2024-09-11
https://www.hemnet.se/salda/lagenhet-3rum-sodermalm-stockholms-kommun-hornsgatan-41-1954622658778471829,Hornsgatan 41,84.0,3.0,4062,"Södermalm, Stockholms kommun",True,False,10772727,11850000,10,141071,2024-09-11
https://www.hemnet.se/salda/lagenhet-2rum-gardet-stockholms-kommun-erik-dahlbergsgatan-37-6172534691697446372,Erik Dahlbergsgatan 37,60.0,2.0,3132,"Gärdet, Stockholms kommun",True,False,5759803,5875000,2,97917,2024-09-11
https://www.hemnet.se/salda/lagenhet-1rum-sodermalm-stockholms-kommun-bjurholmsplan-17-8451055540020294203,Bjurholmsplan 17,29.0,1.0,1779,"Södermalm, Stockholms kommun",True,False,2499999,2850000,14,98276,2024-09-11
"https://www.hemnet.se/salda/lagenhet-2rum-nedre-gardet-stockholms-kommun-artillerigatan-76,-5-tr-6992136269116288559",Artillerigatan 76,53.0,2.0,1860,"Nedre Gärdet, Stockholms kommun",True,True,4791666,5750000,20,108491,2024-09-11
https://www.hemnet.se/salda/lagenhet-2rum-skarmarbrink-stockholms-kommun-blasutvagen-7-1247789521159443400,Blåsutvägen 7,42.0,2.0,3506,"Skärmarbrink, Stockholms kommun",True,True,2745098,2800000,2,66667,2024-09-11
https://www.hemnet.se/salda/lagenhet-2rum-ostermalm-nedre-gardet-stockholms-kommun-skeppargatan-98-8811376771257231166,Skeppargatan 98,43.5,2.0,3037,"Östermalm / Nedre Gärdet, Stockholms kommun",True,True,4811320,5100000,6,117241,2024-09-11
https://www.hemnet.se/salda/villa-7rum-stureby-stockholms-kommun-munkedalsvagen-8-7777484401874152916,Munkedalsvägen 8,129.0,7.0,567,"Stureby, Stockholms kommun",False,True,8966346,9325000,4,,2024-09-11
https://www.hemnet.se/salda/lagenhet-2rum-enskededalen-stockholms-kommun-grusasgrand-185-6787650471353579849,Grusåsgränd 185,64.0,2.0,3977,"Enskededalen, Stockholms kommun",True,True,2980198,3010000,1,47031,2024-09-11
https://www.hemnet.se/salda/lagenhet-2rum-farsta-stockholms-kommun-forshagagatan-12-6407261497445366012,Forshagagatan 12,58.0,2.0,4239,"Farsta, Stockholms kommun",False,True,1899038,1975000,4,34052,2024-09-11
https://www.hemnet.se/salda/lagenhet-3rum-husby-stockholms-kommun-stavangergatan-22-5793479533792514963,Stavangergatan 22,76.0,3.0,6152,"Husby, Stockholms kommun",True,True,1509433,1600000,6,21053,2024-09-11
