link,exact_address,price,size,rooms,floor,monthly_fee,price_per_sqm,location,has_elevator,has_balcony,latitude,longitude
https://www.hemnet.se/bostad/lagenhet-5rum-kungsholmen-fridhemsplan-stockholms-kommun-svarvargatan-7-21360225,Svarvargatan 7,15495000,165.0,5.0,4,8058,93909,"Kungsholmen - Fridhemsplan, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-3rum-vasastaden-stockholms-kommun-hollandargatan-40-21364166,Holländargatan 40,11995000,106.4,3.0,1,5934,112735,"Vasastaden, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-1,5rum-bromma-mariehall-stockholms-kommun-kratsbodavagen-50a-21363962",Kratsbodavägen 50A,2200000,27.0,1.5,2,2700,81481,"Bromma - Mariehäll, Stockholms kommun",True,False,,
"https://www.hemnet.se/bostad/lagenhet-1rum-hammarbyhojden,-johanneshov-stockholms-kommun-finn-malmgrens-vag-20,-1-tr-21365071",Finn Malmgrens Väg 20,2195000,38.0,1.0,1,3801,57763,"Hammarbyhöjden, Johanneshov, Stockholms kommun",False,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-bromma-riksby-stockholms-kommun-spangavagen-28-2tr-21367448,Spångavägen 28 2tr,2295000,56.0,2.0,2,5258,40982,"Bromma / Riksby, Stockholms kommun",False,True,,
"https://www.hemnet.se/bostad/lagenhet-3rum-liljeholmen-stockholms-kommun-liljeholmsvagen-12,-van-2-21369569",Liljeholmsvägen 12,5195000,80.0,3.0,2,5168,64938,"Liljeholmen, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-alvsjo-stockholms-kommun-hakeskyttvagen-17-21368302,Hakeskyttvägen 17,2150000,54.0,2.0,3,4249,39815,"Älvsjö, Stockholms kommun",False,False,,
https://www.hemnet.se/bostad/lagenhet-1rum-bandhagen-stockholms-kommun-bandhagsplan-11-21374702,Bandhagsplan 11,1495000,19.5,1.0,7,1903,76667,"Bandhagen, Stockholms kommun",False,False,,
https://www.hemnet.se/bostad/lagenhet-2rum-kungsholmen-stockholms-kommun-snoilskyvagen-38a-21377696,Snoilskyvägen 38a,4195000,55.0,2.0,1,3689,76273,"Kungsholmen, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-4rum-hammarby-sjostad-stockholms-kommun-virkesvagen-9-e-21378052,VIRKESVÄGEN 9 E,7695000,100.0,4.0,2,5705,76950,"Hammarby Sjöstad, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-2rum-akalla-stockholms-kommun-helsingforsgatan-21,-bv-21379374",HELSINGFORSGATAN 21,1495000,51.0,2.0,1,4132,29314,"Akalla, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-1rum-vasastan-stockholms-kommun-idungatan-10,-2tr-21379983",Idungatan 10,3150000,29.0,1.0,2,2634,108621,"Vasastan, Stockholms kommun",False,True,,
https://www.hemnet.se/bostad/lagenhet-3rum-bandhagen-stockholms-kommun-trollesundsvagen-50-21379953,Trollesundsvägen 50,2395000,81.5,3.0,1,7173,29387,"Bandhagen, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-6rum-ostermalm-stockholms-kommun-baltgatan-1-21380358,Bältgatan 1,19900000,247.0,6.0,0,9418,80567,"Östermalm, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-4rum-liljeholmen-stockholms-kommun-rosterigrand-3-21382057,Rosterigränd 3,8995000,98.0,4.0,1,6896,91786,"Liljeholmen, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-2rum-hagerstensasen-stockholms-kommun-inteckningsvagen-21-21384848,Inteckningsvägen 21,2795000,51.0,2.0,2,3267,54804,"Hägerstensåsen, Stockholms kommun",False,True,,
https://www.hemnet.se/bostad/lagenhet-4rum-farsta-stockholms-kommun-arvikagatan-31-21386156,Arvikagatan 31,3695000,108.0,4.0,2,5938,34213,"Farsta, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-3rum-sodermalm-stockholms-kommun-langholmsgatan-16,-6-tr-21387621",Långholmsgatan 16,11500000,104.0,3.0,6,7098,110577,"Södermalm, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-hasselby-strand-stockholms-kommun-fyrspannsgatan-172-21387953,Fyrspannsgatan 172,2550000,51.5,2.0,7,4004,49515,"Hässelby Strand, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-4rum-hammarby-sjostad-stockholms-kommun-hammarby-alle-61-21387882,Hammarby Allé 61,6290000,79.5,4.0,6,5975,79119,"Hammarby Sjöstad, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-arsta-stockholms-kommun-jarnlundsvagen-18-21389677,Järnlundsvägen 18,2695000,55.0,2.0,1,4317,49000,"Årsta, Stockholms kommun",False,True,,
"https://www.hemnet.se/bostad/lagenhet-4rum-sodermalm-stockholms-kommun-fargargardstorget-96,-4-tr-21389623",Färgargårdstorget 96,7900000,113.5,4.0,4,6075,69604,"Södermalm, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-3rum-vasastan-hagastaden-stockholms-kommun-dalagatan-102-21394013,Dalagatan 102,7650000,77.0,3.0,7,4961,99351,"Vasastan / Hagastaden, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-stureby-stockholms-kommun-gotaforsvagen-30-21394487,Götaforsvägen 30,2750000,54.5,2.0,1,4467,50459,"Stureby, Stockholms kommun",False,True,,
"https://www.hemnet.se/bostad/lagenhet-2rum-lilla-essingen-stockholms-kommun-essinge-brogata-3,-4-tr-21395682",Essinge Brogata 3,3695000,46.0,2.0,4,2614,80326,"Lilla essingen, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-2rum-stureby-enskede-stockholms-kommun-backaskiftsvagen-52,-3-tr-21396566",Bäckaskiftsvägen 52,2695000,57.0,2.0,3,3240,47281,"Stureby - Enskede, Stockholms kommun",False,True,,
"https://www.hemnet.se/bostad/lagenhet-1rum-fruangen-stockholms-kommun-fruangstorget-3,-3-tr-21396600",Fruängstorget 3,1895000,45.0,1.0,3,3762,42111,"Fruängen, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-2rum-stockholms-kommun-lovkojsgrand-7-21381356,Lövkojsgränd 7,1495000,49.0,2.0,3,3184,30510,"Hässelby, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-gubbangen-stockholms-kommun-karmstolsvagen-7-21397491,Karmstolsvägen 7,2495000,61.0,2.0,2,4729,40902,"Gubbängen, Stockholms kommun",False,True,,
"https://www.hemnet.se/bostad/lagenhet-2rum-gullmarsplan,-johanneshov-stockholms-kommun-konstgjutarvagen-4-21398242",Konstgjutarvägen 4,2495000,35.0,2.0,1,1601,71286,"Gullmarsplan, Johanneshov, Stockholms kommun",False,False,,
https://www.hemnet.se/bostad/lagenhet-1rum-sodermalm-danviksklippan-stockholms-kommun-hastholmsvagen-10-18069975,Hästholmsvägen 10,2495000,23.0,1.0,1,1047,108478,"Södermalm - Danviksklippan, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-3rum-vasastan-hagastaden-stockholms-kommun-nina-einhorns-gata-1-21398701,Nina Einhorns Gata 1,8695000,81.0,3.0,5,4912,107346,"Vasastan - Hagastaden, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-3rum-bandhagen-stockholms-kommun-laggestavagen-10-21398784,Läggestavägen 10,2495000,57.0,3.0,1,3784,43772,"Bandhagen, Stockholms kommun",False,True,,
"https://www.hemnet.se/bostad/lagenhet-5rum-ostermalm-stockholms-kommun-storgatan-52,-3-tr-21398914",Storgatan 52,19950000,140.0,5.0,3,4093,142500,"Östermalm, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-spanga-solhem-stockholms-kommun-salagatan-16-21398856,Salagatan 16,2295000,57.0,2.0,2,4989,40263,"Spånga - Solhem, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-2,5rum-kungsholmen-stora-essingen-stockholms-kommun-essingestraket-23-van-3-3-21398810",Essingestråket 23 vån 3/3,3395000,47.0,2.5,3,1890,72234,"Kungsholmen - Stora Essingen, Stockholms kommun",False,True,,
"https://www.hemnet.se/bostad/lagenhet-2rum-solberga-alvsjo-stockholms-kommun-folkparksvagen-130,-van-9-21399180",Folkparksvägen 130,3095000,58.0,2.0,9,3950,53362,"Solberga - Älvsjö, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-1,5rum-sodermalm-stockholms-kommun-katarina-bangata-64,-4tr-21399671",Katarina Bangata 64,3695000,39.0,1.5,4,2597,94744,"Södermalm, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-stockholms-kommun-glavagatan-41-21397279,Glavagatan 41,2095000,58.0,2.0,1,4317,36121,"Farsta, Stockholms kommun",False,False,,
https://www.hemnet.se/bostad/lagenhet-2rum-hagerstensasen-stockholms-kommun-sparbanksvagen-70-21397090,Sparbanksvägen 70,2695000,42.0,2.0,2,3147,64167,"Hägerstensåsen, Stockholms kommun",False,True,,
https://www.hemnet.se/bostad/lagenhet-3rum-alvsjo-langbro-park-stockholms-kommun-kavelbrovagen-12-21400036,Kavelbrovägen 12,4395000,79.0,3.0,0,4938,55633,"Älvsjö/långbro Park, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-1rum-midsommarkransen-stockholms-kommun-johannesbergsgatan-3-21400255,Johannesbergsgatan 3,1995000,28.0,1.0,3,2581,71250,"Midsommarkransen, Stockholms kommun",False,False,,
https://www.hemnet.se/bostad/lagenhet-4rum-stureby-enskede-stockholms-kommun-tussmotevagen-134c-21400342,Tussmötevägen 134C,5995000,102.0,4.0,1,6523,58775,"Stureby/Enskede, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-1rum-hasselby-strand-stockholms-kommun-aprikosgatan-37,-1-2-tr-21400605",Aprikosgatan 37,1495000,34.0,1.0,1,2810,43971,"Hässelby Strand, Stockholms kommun",False,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-kungsholmen-radhuset-stockholms-kommun-hantverkargatan-10-21400732,Hantverkargatan 10,5395000,47.0,2.0,0,2403,114787,"Kungsholmen - Rådhuset, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-2rum-hammarbyhojden-stockholms-kommun-finn-malmgrens-vag-42-21400741,Finn malmgrens väg 42,2495000,42.0,2.0,3,2822,59405,"Hammarbyhöjden, Stockholms kommun",False,True,,
https://www.hemnet.se/bostad/lagenhet-3rum-sodermalm-hogalid-stockholms-kommun-ringvagen-12-21401093,Ringvägen 12,9750000,97.0,3.0,5,5897,100515,"Södermalm - Högalid, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-hammarby-sjostad-stockholms-kommun-lugnets-alle-31-21401521,Lugnets allé 31,4295000,51.5,2.0,6,3003,83398,"Hammarby Sjöstad, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-2rum-kista-stockholms-kommun-kastrupgatan-5,-3-tr-21401406",Kastrupgatan 5,1295000,45.0,2.0,3,3839,28778,"Kista, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-4rum-hasselby-strand-stockholms-kommun-aprikosgatan-19b-21388484,Aprikosgatan 19b,3395000,97.5,4.0,1,5795,34821,"Hässelby strand, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-3rum-hagsatra-stockholms-kommun-vintrosagatan-1-21401644,Vintrosagatan 1,1799000,66.0,3.0,2,5603,27258,"Hagsätra, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-3rum-husby-stockholms-kommun-stavangergatan-34,-5-tr-21401388",Stavangergatan 34,1495000,76.0,3.0,5,6221,19671,"Husby, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-1rum-nedre-gardet-stockholms-kommun-sandelsgatan-38-21402015,Sandelsgatan 38,2995000,32.0,1.0,1,2411,93594,"Nedre Gärdet, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-2rum-kista-stockholms-kommun-ringstedsgatan-4-21402064,Ringstedsgatan 4,1795000,56.0,2.0,1,4283,32054,"Kista, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-3rum-hogdalen-stockholms-kommun-harpsundsvagen-153-21401643,Harpsundsvägen 153,2690000,76.0,3.0,1,4360,35395,"Högdalen, Stockholms kommun",False,False,,
https://www.hemnet.se/bostad/lagenhet-2rum-johannesfred-stockholms-kommun-stangjarnsvagen-11-21402341,Stångjärnsvägen 11,2350000,46.0,2.0,1,3550,51087,"Johannesfred, Stockholms kommun",False,False,,
https://www.hemnet.se/bostad/lagenhet-2rum-bromma-riksby-stockholms-kommun-galonvagen-1-21402427,Galonvägen 1,2695000,51.0,2.0,3,3367,52843,"Bromma / Riksby, Stockholms kommun",False,True,,
https://www.hemnet.se/bostad/lagenhet-1rum-sodermalm-maria-hogalid-stockholms-kommun-lindvallsplan-10-21401780,Lindvallsplan 10,2995000,37.0,1.0,1,2300,80946,"Södermalm - Maria Högalid, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-2rum-hammarby-sjostad-stockholms-kommun-sickla-kanalgata-9-21402606,Sickla kanalgata 9,4595000,60.0,2.0,2,4124,76583,"Hammarby Sjöstad, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-6rum-kista-arvinge-stockholms-kommun-lollandsgatan-9-21402470,Lollandsgatan 9,2995000,115.0,6.0,1,9454,26043,"Kista/Ärvinge, Stockholms kommun",False,True,,
https://www.hemnet.se/bostad/lagenhet-1rum-sodermalm-sofo-stockholms-kommun-ringvagen-131-21402706,Ringvägen 131,3150000,32.0,1.0,2,1810,98438,"Södermalm - SoFo, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-2rum-bromma-nockebyhov-stockholms-kommun-gubbkarrsvagen-19b-21402738,Gubbkärrsvägen 19B,2895000,51.0,2.0,1,4275,56765,"Bromma - Nockebyhov, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-2rum-bromma-traneberg-stockholms-kommun-sareksvagen-7-21402574,Sareksvägen 7,3295000,50.0,2.0,1,3227,65900,"Bromma - Traneberg, Stockholms kommun",False,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-ragsved-stockholms-kommun-skollerstagatan-56-21402740,Sköllerstagatan 56,1875000,58.0,2.0,2,4936,32328,"Rågsved, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-2rum-kungsholmen-stockholms-kommun-thorildsvagen-4,-2-tr-21402615",Thorildsvägen 4,3495000,38.0,2.0,2,2540,91974,"Kungsholmen, Stockholms kommun",False,False,,
https://www.hemnet.se/bostad/lagenhet-2rum-bromma-blackeberg-stockholms-kommun-bjornsonsgatan-58-21402811,Björnsonsgatan 58,2290000,49.0,2.0,3,3436,46735,"Bromma - Blackeberg, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-4rum-arsta-stockholms-kommun-branningevagen-5,-3tr-21402752",Bränningevägen 5,5595000,85.0,4.0,3,5466,65824,"Årsta, Stockholms kommun",False,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-sodermalm-katarina-sofia-stockholms-kommun-asogatan-133-21402644,Åsögatan 133,6195000,65.0,2.0,1,4315,95308,"Södermalm - Katarina-Sofia, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-2rum-bromma-riksby-stockholms-kommun-riksbyvagen-10-21402992,Riksbyvägen 10,2695000,51.0,2.0,1,3367,52843,"Bromma - Riksby, Stockholms kommun",False,True,,
https://www.hemnet.se/bostad/lagenhet-4rum-kista-arvinge-stockholms-kommun-ringstedsgatan-59-21402721,Ringstedsgatan 59,2695000,91.5,4.0,1,6982,29454,"Kista/Ärvinge, Stockholms kommun",False,False,,
https://www.hemnet.se/bostad/lagenhet-2rum-enskededalen-stockholms-kommun-tistelvagen-1b-21403018,Tistelvägen 1B,2795000,45.0,2.0,2,4183,62111,"Enskededalen, Stockholms kommun",False,False,,
"https://www.hemnet.se/bostad/lagenhet-3rum-stockholms-kommun-torsplan-8,-vaning-26-21403068",Torsplan 8,10950000,78.0,3.0,26,7523,140385,"Stockholm, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-5rum-norra-djurgardsstaden-stockholms-kommun-labradorgatan-4-21403091,Labradorgatan 4,13950000,112.5,5.0,6,6311,124000,"Norra Djurgårdsstaden, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-kungsholmen-stockholms-kommun-garvar-lundins-grand-8-21402864,Garvar Lundins Gränd 8,6495000,60.5,2.0,2,2272,107355,"Kungsholmen, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-hammarby-sjostad-stockholms-kommun-styrbordsgatan-21-21391981,Styrbordsgatan 21,4995000,59.5,2.0,1,4448,83950,"Hammarby Sjöstad, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-5rum-farsta-stockholms-kommun-edagrand-6-21403077,Edagränd 6,4995000,109.0,5.0,4,6303,45826,"Farsta, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-3rum-vasastan-stockholms-kommun-dobelnsgatan-31-21403001,Döbelnsgatan 31,9500000,86.0,3.0,3,4648,110465,"Vasastan, Stockholms kommun",False,True,,
https://www.hemnet.se/bostad/lagenhet-3rum-hokarangen-stockholms-kommun-lingvagen-215-21402852,Lingvägen 215,2495000,80.0,3.0,1,4389,31188,"Hökarängen, Stockholms kommun",False,True,,
"https://www.hemnet.se/bostad/lagenhet-2,5rum-farsta-centrum-stockholms-kommun-lysviksgatan-57-21402151",Lysviksgatan 57,1995000,62.0,2.5,0,3587,32177,"Farsta Centrum, Stockholms kommun",True,False,,
"https://www.hemnet.se/bostad/lagenhet-3rum-vasastan-stockholms-kommun-norrtullsgatan-25b,-7-tr-21402948",Norrtullsgatan 25B,11495000,83.0,3.0,7,3945,138494,"Vasastan, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-3rum-mariehall-stockholms-kommun-mariehallsvagen-22-a,-2-tr-21403281",Mariehällsvägen 22 A,4695000,70.0,3.0,2,4407,67071,"Mariehäll, Stockholms kommun",False,False,,
https://www.hemnet.se/bostad/lagenhet-2rum-ostermalm-stockholms-kommun-kommendorsgatan-42-21403288,Kommendörsgatan 42,4799000,37.0,2.0,0,975,129703,"Östermalm, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-2rum-akeslund-bromma-stockholms-kommun-spannvagen-46-21403182,Spannvägen 46,2895000,46.0,2.0,0,3326,62935,"Åkeslund / Bromma, Stockholms kommun",True,False,,
"https://www.hemnet.se/bostad/lagenhet-3rum-bromstensstaden-stockholms-kommun-skogangsvagen-34,-van-1-21402605",Skogängsvägen 34,3195000,77.0,3.0,1,5652,41494,"Bromstensstaden, Stockholms kommun",False,False,,
https://www.hemnet.se/bostad/lagenhet-2rum-ostermalm-stockholms-kommun-grevgatan-47-21403096,Grevgatan 47,8950000,60.0,2.0,4,2447,149167,"Östermalm, Stockholms kommun",True,False,,
"https://www.hemnet.se/bostad/lagenhet-3rum-norra-djurgardsstaden-stockholms-kommun-alvkarleovagen-32,-1-tr-21402839",Älvkarleövägen 32,5695000,64.0,3.0,1,3869,88984,"Norra Djurgårdsstaden, Stockholms kommun",True,False,,
"https://www.hemnet.se/bostad/lagenhet-2,5rum-hammarbyhojden-stockholms-kommun-paternostervagen-96-21403319",Paternostervägen 96,3195000,59.0,2.5,3,4684,54153,"Hammarbyhöjden, Stockholms kommun",False,False,,
https://www.hemnet.se/bostad/lagenhet-2rum-brommaplan-stockholms-kommun-brommabagen-13-21403458,Brommabågen 13,2350000,40.0,2.0,3,3089,58750,"Brommaplan, Stockholms kommun",False,True,,
"https://www.hemnet.se/bostad/lagenhet-1,5rum-hammarby-sjostad-stockholms-kommun-virkesvagen-7a,-mot-gard-21403431",Virkesvägen 7a,2595000,35.0,1.5,0,3488,74143,"Hammarby Sjöstad, Stockholms kommun",True,False,,
"https://www.hemnet.se/bostad/lagenhet-2rum-stockholms-kommun-smedsbacksgatan-7,-5-tr-21403209",Smedsbacksgatan 7,3495000,38.0,2.0,5,2534,91974,"Stockholm, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-1rum-hammarby-sjostad-stockholms-kommun-aktergatan-22,-1-tr-21403426",Aktergatan 22,2495000,31.0,1.0,1,3071,80484,"Hammarby Sjöstad, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-2rum-sodermalm-katarina-sofia-stockholms-kommun-kocksgatan-42-21391264,Kocksgatan 42,5250000,58.0,2.0,1,2691,90517,"Södermalm - Katarina Sofia, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-gamla-stan-stockholms-kommun-osterlanggatan-33-21403337,Österlånggatan 33,3995000,36.0,2.0,1,1706,110972,"Gamla Stan, Stockholms kommun",False,False,,
https://www.hemnet.se/bostad/lagenhet-2rum-stockholms-kommun-roslagsgatan-23b-21403442,Roslagsgatan 23B,6595000,55.0,2.0,3,2090,119909,"Stockholm, Stockholms kommun",False,True,,
https://www.hemnet.se/bostad/lagenhet-4rum-bromma-abrahamsberg-stockholms-kommun-registervagen-36-21403482,Registervägen 36,3995000,78.0,4.0,1,4674,51218,"Bromma - Abrahamsberg, Stockholms kommun",False,True,,
https://www.hemnet.se/bostad/lagenhet-3rum-arsta-stockholms-kommun-storsjovagen-72a-21403321,Storsjövägen 72A,4495000,84.0,3.0,1,6998,53512,"Årsta, Stockholms kommun",True,False,,
"https://www.hemnet.se/bostad/lagenhet-2rum-hammarbyhojden,-johanneshov-stockholms-kommun-tidaholmsvagen-36-21403454",Tidaholmsvägen 36,2495000,40.0,2.0,1,3320,62375,"Hammarbyhöjden, Johanneshov, Stockholms kommun",False,False,,
"https://www.hemnet.se/bostad/lagenhet-4rum-vasastan-stockholms-kommun-sankt-eriksgatan-82,-4tr-21403553",Sankt Eriksgatan 82,14595000,113.0,4.0,4,1679,129159,"Vasastan, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-3rum-arsta-stockholms-kommun-hjalmarsvagen-13-21403492,Hjälmarsvägen 13,2995000,54.2,3.0,1,3999,55258,"Årsta, Stockholms kommun",False,True,,
"https://www.hemnet.se/bostad/lagenhet-2rum-hammarby-sjostad-stockholms-kommun-hammarby-alle-127,-4tr-21403635",Hammarby allé 127,3695000,42.0,2.0,4,3354,87976,"Hammarby Sjöstad, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-2rum-vasastan-hagastaden-stockholms-kommun-gavlegatan-32-21403710,Gävlegatan 32,6200000,58.0,2.0,4,3190,106897,"Vasastan - Hagastaden, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-bromma-blackeberg-stockholms-kommun-holbergsgatan-132-21403716,Holbergsgatan 132,2450000,59.0,2.0,1,3355,41525,"Bromma - Blackeberg, Stockholms kommun",False,True,,
"https://www.hemnet.se/bostad/lagenhet-1rum-kungsholmen-stockholms-kommun-kungsholmsgatan-9,-8tr-21403501",Kungsholmsgatan 9,3995000,40.0,1.0,8,4302,99875,"Kungsholmen, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-4rum-fruangen-stockholms-kommun-vantorsvagen-275-21403533,Vantörsvägen 275,4495000,94.5,4.0,2,5145,47566,"Fruängen, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-3rum-sodermalm-stockholms-kommun-tjurbergsgatan-27a-21403782,Tjurbergsgatan 27A,6495000,76.5,3.0,3,4502,84902,"Södermalm, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-ostermalm-stockholms-kommun-skeppargatan-21a-21403765,Skeppargatan 21A,4950000,32.0,2.0,0,0,154688,"Östermalm, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-3rum-kungsholmen-stockholms-kommun-igeldammsgatan-22a-21403791,Igeldammsgatan 22A,7750000,77.0,3.0,1,4566,100649,"Kungsholmen, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-2rum-bromma-annedal-stockholms-kommun-dartanjangs-gata-46-21403750,Dartanjangs Gata 46,2795000,54.0,2.0,1,4006,51759,"Bromma - Annedal, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-3rum-bromma-beckomberga-stockholms-kommun-styresman-sanders-vag-9-21403753,Styresman Sanders väg 9,4250000,80.0,3.0,1,4204,53125,"Bromma Beckomberga, Stockholms kommun",True,False,,
"https://www.hemnet.se/bostad/lagenhet-3rum-vasastan-stockholms-kommun-vasterasgatan-5,-2-tr-21403819",Västeråsgatan 5,8995000,82.0,3.0,2,4502,109695,"Vasastan, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-2rum-vastertorp-stockholms-kommun-skidskyttevagen-6-21403472,Skidskyttevägen 6,2850000,56.5,2.0,1,3342,50442,"Västertorp, Stockholms kommun",True,False,,
"https://www.hemnet.se/bostad/lagenhet-1,5rum-stockholms-kommun-vanadisvagen-5-21403818",Vanadisvägen 5,4450000,49.0,1.5,1,3758,90816,"Stockholm, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-3rum-hammarby-sjostad-stockholms-kommun-henriksdalsallen-26b-21403654,Henriksdalsallén 26B,5750000,81.0,3.0,0,4163,70988,"Hammarby Sjöstad, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-1rum-hagerstensasen-stockholms-kommun-inteckningsvagen-11-21403829,Inteckningsvägen 11,1995000,31.0,1.0,1,2050,64355,"Hägerstensåsen, Stockholms kommun",False,False,,
"https://www.hemnet.se/bostad/lagenhet-1,5rum-kungsholmen-stockholms-kommun-kungsholms-strand-165-21403755",Kungsholms strand 165,3995000,44.0,1.5,5,2746,90795,"Kungsholmen, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-3rum-bagarmossen-stockholms-kommun-ljusnevagen-2-21403757,Ljusnevägen 2,4795000,77.0,3.0,3,4322,62273,"Bagarmossen, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-vasastan-hagastaden-stockholms-kommun-torsplan-8-21346731,Torsplan 8,6850000,60.0,2.0,10,6385,114167,"Vasastan/Hagastaden, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-sodermalm-katarina-sofia-stockholms-kommun-ostgotagatan-40-21403895,Östgötagatan 40,5850000,56.0,2.0,1,2237,104464,"Södermalm - Katarina Sofia, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-sodermalm-mariatorget-stockholms-kommun-maria-prastgardsgata-69-21403843,Maria Prästgårdsgata 69,4750000,53.0,2.0,1,3822,89623,"Södermalm - Mariatorget, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-6rum-ostermalm-stockholms-kommun-fryxellsgatan-4-21403956,Fryxellsgatan 4,28500000,196.0,6.0,1,8782,145408,"Östermalm, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-vasastan-odenplan-stockholms-kommun-hagagatan-22-21403846,Hagagatan 22,3795000,38.0,2.0,0,2741,99868,"Vasastan - Odenplan, Stockholms kommun",True,False,,
