link,exact_address,price,size,rooms,floor,monthly_fee,price_per_sqm,location,has_elevator,has_balcony,latitude,longitude
https://www.hemnet.se/bostad/lagenhet-2rum-mariehall-stockholms-kommun-mariehallsvagen-16-21366699,Mariehällsvägen 16,3650000,57.2,2.0,1,4390,63811,"Mariehäll, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-2rum-stockholms-kommun-ostgotagatan-89-21371296,Östgötagatan 89,3695000,37.0,2.0,4,1832,99865,"Stockholm, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-3rum-sodermalm-stockholms-kommun-fatburstrappan-14,-1tr-21371919",Fatburstrappan 14,6750000,82.5,3.0,1,6501,81818,"Södermalm, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-3rum-bromma-traneberg-stockholms-kommun-tranebergsvagen-57,-3-3-tr,-21376422",Tranebergsvägen 57,4295000,72.0,3.0,3,7579,59653,"Bromma / Traneberg, Stockholms kommun",False,True,,
https://www.hemnet.se/bostad/lagenhet-1rum-vasastan-stockholms-kommun-gavlegatan-4-21376793,Gävlegatan 4,3750000,30.0,1.0,5,2185,125000,"Vasastan, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-4rum-hammarby-sjostad-stockholms-kommun-sickla-kanalgata-87-21376733,Sickla kanalgata 87,7395000,95.0,4.0,1,6112,77842,"Hammarby Sjöstad, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-1rum-johanneshov-stockholms-kommun-bildhuggarvagen-33-21376843,Bildhuggarvägen 33,2350000,34.0,1.0,1,2818,69118,"Johanneshov, Stockholms kommun",False,True,,
"https://www.hemnet.se/bostad/lagenhet-1rum-vallingby-centrum-stockholms-kommun-vittangigatan-20,-2tr-21378669",Vittangigatan 20,1450000,23.0,1.0,2,1937,63043,"Vällingby Centrum, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-4rum-hasselby-gard-stockholms-kommun-astrakangatan-2-21380884,Astrakangatan 2,1795000,88.0,4.0,8,6620,20398,"Hässelby Gård, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-2rum-hammarby-sjostad-stockholms-kommun-hammarby-alle-111,-4tr-21381474",Hammarby allé 111,4495000,56.0,2.0,4,3692,80268,"Hammarby sjöstad, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-2rum-ostermalm-gardet-stockholms-kommun-rindogatan-30,-1tr-21382704",Rindögatan 30,3695000,38.0,2.0,1,2965,97237,"Östermalm - Gärdet, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-aspudden-stockholms-kommun-husabyvagen-17-21383139,Husabyvägen 17,3495000,45.0,2.0,3,3234,77667,"Aspudden, Stockholms kommun",False,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-vasastan-sibirien-stockholms-kommun-birger-jarlsgatan-115a-21383242,Birger Jarlsgatan 115A,6700000,68.0,2.0,1,2903,98529,"Vasastan - Sibirien, Stockholms kommun",True,False,,
"https://www.hemnet.se/bostad/lagenhet-3rum-akalla-stockholms-kommun-kotkagatan-3,-1-tr-21385197",Kotkagatan 3,2195000,73.0,3.0,1,4234,30068,"Akalla, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-vasastan-sibirien-stockholms-kommun-birger-jarlsgatan-99c-21385357,Birger Jarlsgatan 99C,4250000,41.0,2.0,1,1095,103659,"Vasastan - Sibirien, Stockholms kommun",False,False,,
https://www.hemnet.se/bostad/lagenhet-2rum-hammarbyhojden-stockholms-kommun-lidkopingsvagen-49-21389814,Lidköpingsvägen 49,3400000,49.0,2.0,1,4334,69388,"Hammarbyhöjden, Stockholms kommun",False,True,,
https://www.hemnet.se/bostad/lagenhet-3rum-spanga-tensta-stockholms-kommun-tenstavagen-34-21391666,Tenstavägen 34,1695000,96.0,3.0,2,8178,17656,"Spånga Tensta, Stockholms kommun",False,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-sodermalm-stockholms-kommun-hokens-gata-8a-21393228,Hökens gata 8A,3995000,35.0,2.0,1,2773,114143,"Södermalm, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-vallingby-parkstad-racksta-stockholms-kommun-racksta-gardsvag-21-21392916,Råcksta gårdsväg 21,2195000,47.0,2.0,10,3405,46702,"Vällingby Parkstad / Råcksta, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-4rum-ostermalm-stockholms-kommun-valhallavagen-50,-2tr-21392960",Valhallavägen 50,15495000,138.0,4.0,2,4558,112283,"Östermalm, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-3rum-annedal-stockholms-kommun-dartanjangs-gata-4-21395622,Dartanjangs Gata 4,3795000,71.0,3.0,2,4849,53451,"Annedal, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-1rum-vastertorp-stockholms-kommun-isgrand-7-21396028,Isgränd 7,1950000,22.0,1.0,2,1442,88636,"Västertorp, Stockholms kommun",False,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-akeslund-stockholms-kommun-stopvagen-91-21396176,Stopvägen 91,2595000,47.0,2.0,3,3833,55213,"Åkeslund, Stockholms kommun",False,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-stockholms-kommun-almbygatan-6-21396595,Almbygatan 6,1425000,48.0,2.0,2,5111,29688,"Spånga, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-2,5rum-stockholms-kommun-almbygatan-6-21396594",Almbygatan 6,1495000,50.0,2.5,4,5537,29900,"Spånga, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-4rum-hammarbyhojden-stockholms-kommun-skarabacken-3-21400462,Skarabacken 3,5795000,82.0,4.0,2,4834,70671,"Hammarbyhöjden, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-alvsjo-stockholms-kommun-lisebergsvagen-117-21400578,Lisebergsvägen 117,1995000,44.0,2.0,2,4140,45341,"ÄLVSJÖ, Stockholms kommun",False,False,,
https://www.hemnet.se/bostad/lagenhet-1rum-sodermalm-stockholms-kommun-timmermansgatan-37-21401062,Timmermansgatan 37,3250000,37.0,1.0,1,2135,87838,"Södermalm, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-4rum-hagsatra-stockholms-kommun-vintrosagatan-11-21401523,Vintrosagatan 11,2395000,82.0,4.0,5,5020,29207,"Hagsätra, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-blasut-stockholms-kommun-garagevagen-32-21401782,Garagevägen 32,3500000,45.5,2.0,5,3365,76923,"Blåsut, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-sodermalm-stockholms-kommun-ostgotagatan-85-21402300,Östgötagatan 85,6950000,70.0,2.0,3,4500,99286,"Södermalm, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-7rum-kista-stockholms-kommun-kopenhamnsgatan-24-21077498,Köpenhamnsgatan 24,2995000,136.5,7.0,2,8546,21941,"Kista, Stockholms kommun",False,True,,
"https://www.hemnet.se/bostad/lagenhet-2,5rum-sodermalm-katarina-sofia-stockholms-kommun-asogatan-192-21402862",Åsögatan 192,6250000,66.5,2.5,4,3969,93985,"Södermalm - Katarina Sofia, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-3rum-skarholmen-stockholms-kommun-ekholmsvagen-367-21403606,Ekholmsvägen 367,1995000,51.0,3.0,7,4370,39118,"Skärholmen, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-gardet-stockholms-kommun-furusundsgatan-3-21403745,Furusundsgatan 3,3695000,38.0,2.0,2,2670,97237,"Gärdet, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-2rum-kungsholmen,-thorildsplan-stockholms-kommun-geijersvagen-4,-3tr-21404630",Geijersvägen 4,3195000,34.5,2.0,1,2346,92609,"Kungsholmen, Thorildsplan, Stockholms kommun",False,False,,
https://www.hemnet.se/bostad/lagenhet-3rum-bromma-appelviken-stockholms-kommun-vasterled-29-3tr-21403344,Västerled 29 3tr,9900000,116.0,3.0,3,9023,85345,"Bromma / Äppelviken, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-3,5rum-sodermalm-sofia-stockholms-kommun-duvnasgatan-1-21404738",Duvnäsgatan 1,6395000,64.0,3.5,1,2382,99922,"Södermalm - Sofia, Stockholms kommun",True,False,,
"https://www.hemnet.se/bostad/lagenhet-3,5rum-hammarby-sjostad-stockholms-kommun-sickla-kanalgata-79-21405003",Sickla Kanalgata 79,5495000,73.0,3.5,1,6266,75274,"Hammarby Sjöstad, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-3rum-hammarbyhojden-stockholms-kommun-svedalavagen-16-21405237,Svedalavägen 16,5950000,82.0,3.0,1,5685,72561,"Hammarbyhöjden, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-2rum-telefonplan-stockholms-kommun-bokbindarvagen-84,-4tr-21405150",Bokbindarvägen 84,3495000,57.0,2.0,4,2331,61316,"Telefonplan, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-2rum-alvsjo-solberga-stockholms-kommun-folkparksvagen-132,-van-8-21405079",Folkparksvägen 132,2995000,58.0,2.0,8,3950,51638,"Älvsjö - Solberga, Stockholms kommun",False,False,,
"https://www.hemnet.se/bostad/lagenhet-1rum-hornstull-stockholms-kommun-heleneborgsgatan-20,-5tr-21405468",Heleneborgsgatan 20,2795000,27.0,1.0,5,2059,103519,"Hornstull, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-bromma-mariehall-stockholms-kommun-masugnsvagen-54-21405070,Masugnsvägen 54,2895000,45.0,2.0,5,3828,64333,"Bromma - Mariehäll, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-hokmossen-telefonplan-stockholms-kommun-hokmossevagen-36a-21405789,Hökmossevägen 36A,2395000,40.0,2.0,3,3390,59875,"Hökmossen/Telefonplan, Stockholms kommun",False,False,,
https://www.hemnet.se/bostad/lagenhet-4rum-hogdalen-stockholms-kommun-stenkvistavagen-8-21404846,Stenkvistavägen 8,4195000,92.0,4.0,1,7876,45598,"Högdalen, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-hammarbyhojden-stockholms-kommun-lidkopingsvagen-11-21406832,Lidköpingsvägen 11,2495000,39.5,2.0,3,3592,63165,"Hammarbyhöjden, Stockholms kommun",False,False,,
https://www.hemnet.se/bostad/lagenhet-2rum-vasastan-stockholms-kommun-vastmannagatan-18-21406880,Västmannagatan 18,5295000,40.0,2.0,2,2770,132375,"Vasastan, Stockholms kommun",True,False,,
"https://www.hemnet.se/bostad/lagenhet-2rum-blasut-stockholms-kommun-finngrundsvagen-5,-4tr-21406817",Finngrundsvägen 5,3975000,60.5,2.0,4,3636,65702,"Blåsut, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-4rum-arsta-stockholms-kommun-svardlangsvagen-23d-21406440,Svärdlångsvägen 23D,4195000,83.9,4.0,2,10633,50000,"Årsta, Stockholms kommun",False,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-alvsjo-stockholms-kommun-gotalandsvagen-213b-21363496,Götalandsvägen 213B,2650000,44.0,2.0,2,3948,60227,"Älvsjö, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-4rum-solberga-alvsjo-stockholms-kommun-sandalmakarbacken-1,-van-3-3-21407083",Sandalmakarbacken 1,3995000,104.0,4.0,3,4684,38413,"Solberga - Älvsjö, Stockholms kommun",False,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-stockholms-kommun-ekholmsvagen-307-21407485,Ekholmsvägen 307,1895000,54.0,2.0,2,3869,35093,"Skärholmen, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-1,5rum-hogalid-stockholms-kommun-drakenbergsgatan-8,-3-tr-hornsgatan-107-21407613",Drakenbergsgatan 8,3595000,47.0,1.5,3,2256,76489,"Högalid, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-2rum-kungsholmen-stockholms-kommun-harry-martinsons-gata-12,-3tr-19181175",Harry Martinsons Gata 12,4795000,55.5,2.0,3,3151,86396,"Kungsholmen, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-bromma-traneberg-stockholms-kommun-tranebergsvagen-27-21407305,Tranebergsvägen 27,3795000,58.0,2.0,2,4069,65431,"Bromma - Traneberg, Stockholms kommun",False,True,,
"https://www.hemnet.se/bostad/lagenhet-1rum-ostermalm-stockholms-kommun-grevgatan-19,-4-tr-21407513",Grevgatan 19,3895000,24.0,1.0,4,1137,162292,"Östermalm, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-3rum-gardet-stockholms-kommun-rindogatan-38-21407793,Rindögatan 38,6800000,62.0,3.0,4,4855,109677,"Gärdet, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-1rum-gardet-stockholms-kommun-furusundsgatan-4-21407842,Furusundsgatan 4,2595000,23.0,1.0,1,1732,112826,"Gärdet, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-3rum-hasselby-strand-stockholms-kommun-aprikosgatan-27-21407901,Aprikosgatan 27,2350000,73.0,3.0,1,5338,32192,"Hässelby Strand, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-1rum-ostermalm-stockholms-kommun-grev-magnigatan-15a,-5tr-21407890",Grev Magnigatan 15A,3950000,29.0,1.0,5,1660,136207,"Östermalm, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-5rum-bromma-stora-mossen-stockholms-kommun-nyangsvagen-133-21407877,Nyängsvägen 133,7995000,116.0,5.0,1,9081,68922,"Bromma / Stora Mossen, Stockholms kommun",True,False,,
"https://www.hemnet.se/bostad/lagenhet-3rum-arsta-stockholms-kommun-gullmarsvagen-29,-van-5-21407959",Gullmarsvägen 29,4675000,68.0,3.0,5,4721,68750,"Årsta, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-3rum-svedmyra-stockholms-kommun-jonakersvagen-6-21406632,Jönåkersvägen 6,3495000,74.0,3.0,1,5329,47230,"Svedmyra, Stockholms kommun",False,False,,
"https://www.hemnet.se/bostad/lagenhet-3rum-bandhagen-stockholms-kommun-skeppstavagen-33,-2,5-tr-21407949",Skeppstavägen 33,2695000,69.0,3.0,3,4338,39058,"Bandhagen, Stockholms kommun",False,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-skarpnack-stockholms-kommun-vinggatan-28-21407918,Vinggatan 28,1995000,59.5,2.0,3,4058,33529,"Skarpnäck, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-3rum-sodermalm-stockholms-kommun-krukmakargatan-26,-4-tr-21407993",Krukmakargatan 26,7995000,85.0,3.0,4,5033,94059,"Södermalm, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-4rum-skondal-stockholms-kommun-skondalsvagen-116-21407954,Sköndalsvägen 116,3750000,92.5,4.0,3,5119,40541,"Sköndal, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-gardet-stockholms-kommun-sandhamnsgatan-75c-21408060,Sandhamnsgatan 75C,4495000,44.0,2.0,2,4258,102159,"Gärdet, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-1rum-sodermalm-stockholms-kommun-bergsundsgatan-14-21408114,Bergsundsgatan 14,2495000,25.0,1.0,1,2312,99800,"Södermalm, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-hasselby-norra-villastad-stockholms-kommun-gladjevagen-2a-21408046,Glädjevägen 2A,1850000,50.0,2.0,0,4170,37000,"Hässelby Norra Villastad, Stockholms kommun",False,False,,
"https://www.hemnet.se/bostad/lagenhet-3rum-kungsholmen-stockholms-kommun-alstromergatan-32r,-1,5-tr-21408149",Alströmergatan 32R,6195000,65.0,3.0,1,3780,95308,"Kungsholmen, Stockholms kommun",False,False,,
"https://www.hemnet.se/bostad/lagenhet-3rum-hammarbyhojden,-johanneshov-stockholms-kommun-paternostervagen-88-21408257",Paternostervägen 88,4450000,72.0,3.0,2,5623,61806,"Hammarbyhöjden, Johanneshov, Stockholms kommun",False,True,,
"https://www.hemnet.se/bostad/lagenhet-2rum-gardet-stockholms-kommun-sandhamnsgatan-30,-8-tr-21408202",Sandhamnsgatan 30,6395000,64.0,2.0,8,3407,99922,"Gärdet, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-aspudden-stockholms-kommun-sigfridsvagen-17-21408271,Sigfridsvägen 17,3950000,54.0,2.0,1,2942,73148,"Aspudden, Stockholms kommun",False,True,,
"https://www.hemnet.se/bostad/lagenhet-2rum-bagarmossen-stockholms-kommun-stangavagen-22,-2tr-21408255",Stångåvägen 22,2650000,54.0,2.0,2,4257,49074,"Bagarmossen, Stockholms kommun",False,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-hammarby-sjostad-stockholms-kommun-rorgangargatan-15a-21408079,Rorgängargatan 15a,5095000,65.0,2.0,5,3997,78385,"Hammarby Sjöstad, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-hogdalen-stockholms-kommun-rangstagatan-18-21408155,Rangstagatan 18,2195000,56.0,2.0,1,3874,39196,"Högdalen, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-1rum-stadshagen-stockholms-kommun-sankt-goransgatan-153,-5-tr-21408083",Sankt Göransgatan 153,2195000,24.5,1.0,5,1596,89592,"Stadshagen, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-2rum-hammarbyhojden-stockholms-kommun-ulricehamnsvagen-28-21408034,Ulricehamnsvägen 28,2895000,54.0,2.0,1,3614,53611,"Hammarbyhöjden, Stockholms kommun",False,False,,
"https://www.hemnet.se/bostad/lagenhet-3rum-vasastan-stockholms-kommun-rorstrandsgatan-15,-6tr-21408411",Rörstrandsgatan 15,11990000,87.0,3.0,6,4924,137816,"Vasastan, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-3rum-hammarby-sjostad-stockholms-kommun-hammarby-alle-40,-7tr-21408403",Hammarby allé 40,5695000,73.5,3.0,7,5298,77483,"Hammarby Sjöstad, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-15,-van-3-21408455",Essinge Brogata 15,2995000,39.0,2.0,3,3380,76795,"Lilla Essingen - Kungsholmen, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-2rum-vasastan-stockholms-kommun-hagagatan-52a,-3-tr-21408506",Hagagatan 52A,4995000,54.0,2.0,3,3296,92500,"Vasastan, Stockholms kommun",False,True,,
"https://www.hemnet.se/bostad/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-primusgatan-53,-van-2-tryck-4-i-hissen-21408453",Primusgatan 53,3595000,46.0,2.0,4,3413,78152,"Lilla Essingen - Kungsholmen, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-2rum-kungsholmen-stockholms-kommun-kungsholms-hamnplan-5,-van-2-21408483",Kungsholms Hamnplan 5,5995000,60.0,2.0,2,2616,99917,"Kungsholmen, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-3,5rum-skondal-stockholms-kommun-bengt-bagares-grand-2a-21408176",Bengt Bagares gränd 2A,2950000,82.5,3.5,0,5483,35758,"Sköndal, Stockholms kommun",True,False,,
"https://www.hemnet.se/bostad/lagenhet-2rum-sodermalm-stockholms-kommun-bergsundsgatan-7,-6tr-21408396",Bergsundsgatan 7,3495000,35.0,2.0,6,3146,99857,"Södermalm, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-bjorkhagen-stockholms-kommun-axvallsvagen-45-21408641,Axvallsvägen 45,3450000,59.0,2.0,2,3489,58475,"Björkhagen, Stockholms kommun",False,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-stockholms-kommun-karlbergsvagen-84a-21408562,Karlbergsvägen 84A,6295000,64.0,2.0,2,4454,98359,"Stockholm, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-1rum-sodermalm-reimersholme-stockholms-kommun-anders-reimers-vag-13-21408475,Anders Reimers väg 13,2150000,22.0,1.0,1,1571,97727,"Södermalm - Reimersholme, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-4rum-bagarmossen-stockholms-kommun-rusthallarvagen-187-21408674,Rusthållarvägen 187,4995000,80.0,4.0,1,6405,62438,"Bagarmossen, Stockholms kommun",False,True,,
"https://www.hemnet.se/bostad/lagenhet-2rum-johanneshov-globen-stockholms-kommun-bildhuggarvagen-29,-2tr-21408675",Bildhuggarvägen 29,2895000,45.0,2.0,2,2854,64333,"Johanneshov - Globen, Stockholms kommun",False,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-langbro-park-alvsjo-stockholms-kommun-gustaf-wickmans-vag-3-21408345,Gustaf Wickmans väg 3,2195000,45.0,2.0,0,4215,48778,"Långbro Park/Älvsjö, Stockholms kommun",True,False,,
"https://www.hemnet.se/bostad/lagenhet-1,5rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-39,-1tr-21408457",Essinge Brogata 39,1995000,23.0,1.5,1,2082,86739,"Lilla Essingen - Kungsholmen, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-3rum-kungsholmen-stockholms-kommun-celsiusgatan-5-21408714,Celsiusgatan 5,8450000,80.0,3.0,4,4366,105625,"Kungsholmen, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-sodermalm-nytorget-stockholms-kommun-bjurholmsplan-23-21408701,Bjurholmsplan 23,4250000,46.0,2.0,2,3753,92391,"Södermalm - Nytorget, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-1rum-vasastan-stockholms-kommun-sveavagen-97-21408696,Sveavägen 97,2995000,27.0,1.0,3,1663,110926,"Vasastan, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-2rum-hogdalen-stockholms-kommun-rangstagatan-18,-vaning-12-av-15-21408726",Rangstagatan 18,2095000,45.0,2.0,12,3306,46556,"Högdalen, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-2,5rum-hammarbyhojden-stockholms-kommun-vanersborgsvagen-17a-21344560",Vänersborgsvägen 17A,3195000,58.0,2.5,1,5818,55086,"Hammarbyhöjden, Stockholms kommun",False,False,,
"https://www.hemnet.se/bostad/lagenhet-3rum-hogalid-stockholms-kommun-ringvagen-29,-2-tr-21408763",Ringvägen 29,5850000,79.0,3.0,2,3769,74051,"Högalid, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-2rum-vasastan-stockholms-kommun-vanadisvagen-28,-3tr-21408822",Vanadisvägen 28,4895000,50.0,2.0,3,2240,97900,"Vasastan, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-2rum-stora-essingen-stockholms-kommun-stenkullavagen-54-21408131,Stenkullavägen 54,4395000,61.0,2.0,3,4909,72049,"Stora Essingen, Stockholms kommun",False,True,,
https://www.hemnet.se/bostad/lagenhet-3rum-spanga-bromsten-stockholms-kommun-erik-tegels-vag-4a-21408132,Erik Tegels väg 4A,2095000,77.0,3.0,2,4546,27208,"Spånga - Bromsten, Stockholms kommun",False,True,,
"https://www.hemnet.se/bostad/lagenhet-3rum-stockholm-stockholms-kommun-furusundsgatan-11,-4-tr-21408811",Furusundsgatan 11,6895000,71.0,3.0,4,4141,97113,"Stockholm, Stockholms kommun",True,True,,
https://www.hemnet.se/bostad/lagenhet-3rum-hagersten-stockholms-kommun-lotta-svards-grand-12-21408805,Lotta svärds gränd 12,3695000,74.0,3.0,5,5180,49932,"Hägersten, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-1rum-sodermalm-stockholms-kommun-skinnarviksringen-2,-3tr-21408925",Skinnarviksringen 2,2995000,24.0,1.0,3,2399,124792,"Södermalm, Stockholms kommun",False,True,,
https://www.hemnet.se/bostad/lagenhet-4rum-sodermalm-stockholms-kommun-hornsgatan-64b-21408832,Hornsgatan 64B,14000000,136.0,4.0,3,2867,102941,"Södermalm, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-3rum-solberga-alvsjo-stockholms-kommun-folkparksvagen-132,-van-6-21408535",Folkparksvägen 132,3995000,80.0,3.0,6,4985,49938,"Solberga - Älvsjö, Stockholms kommun",False,False,,
"https://www.hemnet.se/bostad/lagenhet-3rum-maria-stockholms-kommun-tavastgatan-46,-4-4-tr-21408970",Tavastgatan 46,6795000,68.0,3.0,4,3602,99926,"Maria, Stockholms kommun",True,False,,
"https://www.hemnet.se/bostad/lagenhet-2rum-hammarby-sjostad-stockholms-kommun-sjofartsgatan-14,-4tr-21408613",Sjöfartsgatan 14,4350000,54.0,2.0,4,3283,80556,"Hammarby Sjöstad, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-3rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-5,-6tr-21408677",Essinge Brogata 5,10600000,97.0,3.0,6,7097,109278,"Lilla Essingen/Kungsholmen, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-3,5rum-sodermalm-maria-stockholms-kommun-maria-prastgardsgata-1b-21409004",Maria prästgårdsgata 1B,11450000,110.0,3.5,1,4744,104091,"Södermalm Maria, Stockholms kommun",False,True,,
"https://www.hemnet.se/bostad/lagenhet-2rum-ostermalm-stockholms-kommun-grevgatan-51,-1-tr-21409019",Grevgatan 51,4195000,36.0,2.0,1,2546,116528,"Östermalm, Stockholms kommun",True,False,,
"https://www.hemnet.se/bostad/lagenhet-2rum-vasastan-stockholms-kommun-halsingegatan-37,-5tr-21409032",Hälsingegatan 37,3895000,34.0,2.0,5,1440,114559,"Vasastan, Stockholms kommun",True,False,,
https://www.hemnet.se/bostad/lagenhet-2rum-skarmarbrink-stockholms-kommun-thunbergsgatan-20-21408819,Thunbergsgatan 20,2695000,41.0,2.0,3,4270,65732,"Skärmarbrink, Stockholms kommun",False,True,,
https://www.hemnet.se/bostad/lagenhet-2rum-blasut-stockholms-kommun-pastellvagen-26-21408973,Pastellvägen 26,2500000,47.0,2.0,1,3406,53191,"Blåsut, Stockholms kommun",False,False,,
"https://www.hemnet.se/bostad/lagenhet-1,5rum-kungsholmen-thorildsplan-stockholms-kommun-creutzgatan-8-21409087",Creutzgatan 8,3495000,46.8,1.5,2,3131,74679,"Kungsholmen - Thorildsplan, Stockholms kommun",False,False,,
"https://www.hemnet.se/bostad/lagenhet-2rum-arsta-stockholms-kommun-slatbaksvagen-13,-3tr-21409043",Slätbaksvägen 13,2495000,44.5,2.0,3,2944,56067,"Årsta, Stockholms kommun",False,True,,
https://www.hemnet.se/bostad/lagenhet-5rum-vasastan-ostermalm-stockholms-kommun-odengatan-4-21408604,Odengatan 4,18500000,143.0,5.0,1,4500,129371,"Vasastan Östermalm, Stockholms kommun",True,True,,
"https://www.hemnet.se/bostad/lagenhet-3rum-liljeholmskajen-stockholms-kommun-sturehillsvagen-10,-hogst-upp-21409116",Sturehillsvägen 10,5995000,87.0,3.0,6,6151,68908,"Liljeholmskajen, Stockholms kommun",True,True,,
