exact_address,price,size,rooms,floor,monthly_fee,price_per_sqm,has_elevator,has_balcony,latitude,longitude,date,year,month,season,months_since_sale,location_avg_price_per_sqm,rooms_per_sqm,is_central,main_neighborhood,sub_neighborhood,predicted_ending_price
"Geijersvägen 4, 3TR",3195000.0,34.5,2.0,1.0,2346.0,92609.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,,0.057971014492753624,0,"kungsholmen, thorildsplan",central,3001982.2
Västerled 29 3tr,9900000.0,116.0,3.0,3.0,9023.0,85345.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,87951.80722891567,0.02586206896551724,0,bromma,äppelviken,8810606.0
Duvnäsgatan 1,6395000.0,64.0,3.5,1.0,2382.0,99922.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,111810.08902077151,0.0546875,0,södermalm,sofia,7450585.0
Sickla Kanalgata 79,5495000.0,73.0,3.5,1.0,6266.0,75274.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,81976.21674635283,0.04794520547945205,0,hammarby sjöstad,central,5886032.5
Svedalavägen 16,5950000.0,82.0,3.0,1.0,5685.0,72561.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,66972.82608695653,0.036585365853658534,0,hammarbyhöjden,central,5473105.5
"Bokbindarvägen 84, 4tr",3495000.0,57.0,2.0,4.0,2331.0,61316.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,74953.05164319249,0.03508771929824561,0,telefonplan,central,4008365.8
"Folkparksvägen 132, vån 8",2995000.0,58.0,2.0,8.0,3950.0,51638.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,55128.205128205125,0.034482758620689655,0,älvsjö,solberga,2785446.8
"Heleneborgsgatan 20, 5tr",2795000.0,27.0,1.0,5.0,2059.0,103519.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,100506.11279085053,0.037037037037037035,0,hornstull,central,3138060.8
Masugnsvägen 54,2895000.0,45.0,2.0,5.0,3828.0,64333.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,61813.373118133735,0.044444444444444446,0,bromma,mariehäll,2941179.5
Hökmossevägen 36A,2395000.0,40.0,2.0,3.0,3390.0,59875.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,61411.76470588235,0.05,0,hökmossen,telefonplan,2715450.0
Stenkvistavägen 8,4195000.0,92.0,4.0,1.0,7876.0,45598.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,47227.54217966256,0.043478260869565216,0,högdalen,central,4052182.2
Lidköpingsvägen 11,2495000.0,39.5,2.0,3.0,3592.0,63165.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,66972.82608695653,0.05063291139240506,0,hammarbyhöjden,central,2765109.2
Västmannagatan 18,5295000.0,40.0,2.0,2.0,2770.0,132375.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,117447.03452345825,0.05,0,vasastan,central,4411738.0
"Finngrundsvägen 5, 4tr",3975000.0,60.5,2.0,4.0,3636.0,65702.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,64508.730393607584,0.03305785123966942,0,blåsut,central,3484006.0
Svärdlångsvägen 23D,4195000.0,83.9,4.0,2.0,10633.0,50000.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,61380.60846614972,0.04767580452920143,0,årsta,central,4881494.5
Götalandsvägen 213B,2650000.0,44.0,2.0,2.0,3948.0,60227.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,59948.78361075544,0.045454545454545456,0,älvsjö,central,2807792.8
"Sandalmakarbacken 1, vån 3/3",3995000.0,104.0,4.0,3.0,4684.0,38413.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,47552.44755244755,0.038461538461538464,0,solberga,älvsjö,4932059.0
Ekholmsvägen 307,1895000.0,54.0,2.0,2.0,3869.0,35093.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,28194.541637508748,0.037037037037037035,0,skärholmen,central,1859201.5
"Drakenbergsgatan 8, 3 tr / Hornsgatan 107",3595000.0,47.0,1.5,3.0,2256.0,76489.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,112604.56273764258,0.031914893617021274,0,högalid,central,4993505.5
"Harry Martinsons Gata 12, 3tr",4795000.0,55.5,2.0,3.0,3151.0,86396.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,106695.5643549364,0.036036036036036036,0,kungsholmen,central,6082162.5
Tranebergsvägen 27,3795000.0,58.0,2.0,2.0,4069.0,65431.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,69444.8634786544,0.034482758620689655,0,bromma,traneberg,3450266.2
"Grevgatan 19, 4 tr",3895000.0,24.0,1.0,4.0,1137.0,162292.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,139209.15807716866,0.041666666666666664,0,östermalm,central,3792460.5
Rindögatan 38,6800000.0,62.0,3.0,4.0,4855.0,109677.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,110136.75845499909,0.04838709677419355,0,gärdet,central,7164404.5
Furusundsgatan 4,2595000.0,23.0,1.0,1.0,1732.0,112826.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,110136.75845499909,0.043478260869565216,0,gärdet,central,2696937.8
Aprikosgatan 27,2350000.0,73.0,3.0,1.0,5338.0,32192.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,38054.982817869415,0.0410958904109589,0,hässelby strand,central,2557479.0
"Grev Magnigatan 15A, 5tr",3950000.0,29.0,1.0,5.0,1660.0,136207.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,139209.15807716866,0.034482758620689655,0,östermalm,central,3808335.5
Nyängsvägen 133,7995000.0,116.0,5.0,1.0,9081.0,68922.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,,0.04310344827586207,0,bromma,stora mossen,8650723.0
"Gullmarsvägen 29, vån 5",4675000.0,68.0,3.0,5.0,4721.0,68750.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,61380.60846614972,0.04411764705882353,0,årsta,central,4152768.8
Jönåkersvägen 6,3495000.0,74.0,3.0,1.0,5329.0,47230.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,76245.21072796934,0.04054054054054054,0,svedmyra,central,5457638.5
"Skeppstavägen 33, 2,5 tr",2695000.0,69.0,3.0,3.0,4338.0,39058.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,40641.263940520446,0.043478260869565216,0,bandhagen,central,2741507.8
Vinggatan 28,1995000.0,59.5,2.0,3.0,4058.0,33529.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,37376.792876079126,0.03361344537815126,0,skarpnäck,central,2239140.2
"Krukmakargatan 26, 4 tr",7995000.0,85.0,3.0,4.0,5033.0,94059.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,100883.04295325169,0.03529411764705882,0,södermalm,central,8059414.0
Sköndalsvägen 116,3750000.0,92.5,4.0,3.0,5119.0,40541.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,44658.53658536585,0.043243243243243246,0,sköndal,central,4305936.5
Sandhamnsgatan 75C,4495000.0,44.0,2.0,2.0,4258.0,102159.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,110136.75845499909,0.045454545454545456,0,gärdet,central,4663293.0
Bergsundsgatan 14,2495000.0,25.0,1.0,1.0,2312.0,99800.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,100883.04295325169,0.04,0,södermalm,central,2929329.5
Glädjevägen 2A,1850000.0,50.0,2.0,0.0,4170.0,37000.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,36419.63487807992,0.04,0,hässelby norra villastad,central,1994201.9
"Alströmergatan 32R, 1,5 tr",6195000.0,65.0,3.0,1.0,3780.0,95308.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,106695.5643549364,0.046153846153846156,0,kungsholmen,central,6981604.0
Paternostervägen 88,4450000.0,72.0,3.0,2.0,5623.0,61806.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,69987.17948717948,0.041666666666666664,0,"hammarbyhöjden, johanneshov",central,4693035.5
"Sandhamnsgatan 30, 8 tr",6395000.0,64.0,2.0,8.0,3407.0,99922.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,110136.75845499909,0.03125,0,gärdet,central,6990572.0
Sigfridsvägen 17,3950000.0,54.0,2.0,1.0,2942.0,73148.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,84728.12365293429,0.037037037037037035,0,aspudden,central,4372609.5
"Stångåvägen 22, 2tr",2650000.0,54.0,2.0,2.0,4257.0,49074.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,58966.89497716895,0.037037037037037035,0,bagarmossen,central,2951872.0
Rorgängargatan 15a,5095000.0,65.0,2.0,5.0,3997.0,78385.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,81976.21674635283,0.03076923076923077,0,hammarby sjöstad,central,5322900.0
Rangstagatan 18,2195000.0,56.0,2.0,1.0,3874.0,39196.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,47227.54217966256,0.03571428571428571,0,högdalen,central,2597839.0
"Sankt Göransgatan 153, 5 tr",2195000.0,24.5,1.0,5.0,1596.0,89592.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,,0.04081632653061224,0,stadshagen,central,2387285.2
Ulricehamnsvägen 28,2895000.0,54.0,2.0,1.0,3614.0,53611.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,66972.82608695653,0.037037037037037035,0,hammarbyhöjden,central,3229164.5
"Rörstrandsgatan 15, 6tr",11990000.0,87.0,3.0,6.0,4924.0,137816.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,117447.03452345825,0.034482758620689655,0,vasastan,central,10231247.0
"Hammarby allé 40, 7tr",5695000.0,73.5,3.0,7.0,5298.0,77483.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,81976.21674635283,0.04081632653061224,0,hammarby sjöstad,central,5989488.5
"Essinge Brogata 15, vån 3",2995000.0,39.0,2.0,3.0,3380.0,76795.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,87747.74774774775,0.05128205128205128,0,lilla essingen,kungsholmen,3482498.8
"Hagagatan 52A, 3 tr",4995000.0,54.0,2.0,3.0,3296.0,92500.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,117447.03452345825,0.037037037037037035,0,vasastan,central,6566215.0
"Primusgatan 53, vån 2 (tryck 4 i hissen)",3595000.0,46.0,2.0,4.0,3413.0,78152.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,87747.74774774775,0.043478260869565216,0,lilla essingen,kungsholmen,3764804.2
"Kungsholms Hamnplan 5, Vån 2",5995000.0,60.0,2.0,2.0,2616.0,99917.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,106695.5643549364,0.03333333333333333,0,kungsholmen,central,6253989.5
Bengt Bagares gränd 2A,2950000.0,82.5,3.5,0.0,5483.0,35758.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,44658.53658536585,0.04242424242424243,0,sköndal,central,3449668.0
"Bergsundsgatan 7, 6tr",3495000.0,35.0,2.0,6.0,3146.0,99857.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,100883.04295325169,0.05714285714285714,0,södermalm,central,3814843.2
Axvallsvägen 45,3450000.0,59.0,2.0,2.0,3489.0,58475.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,63517.893315327485,0.03389830508474576,0,björkhagen,central,3390139.2
Karlbergsvägen 84A,6295000.0,64.0,2.0,2.0,4454.0,98359.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,108961.01136725805,0.03125,0,stockholm,central,6901065.0
Anders Reimers väg 13,2150000.0,22.0,1.0,1.0,1571.0,97727.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,96722.84644194756,0.045454545454545456,0,södermalm,reimersholme,2623121.2
Rusthållarvägen 187,4995000.0,80.0,4.0,1.0,6405.0,62438.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,58966.89497716895,0.05,0,bagarmossen,central,4057481.5
"Bildhuggarvägen 29, 2tr",2895000.0,45.0,2.0,2.0,2854.0,64333.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,80357.14285714286,0.044444444444444446,0,johanneshov,globen,3501013.8
Gustaf Wickmans väg 3,2195000.0,45.0,2.0,0.0,4215.0,48778.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,,0.044444444444444446,0,långbro park,älvsjö,3466057.5
"Essinge Brogata 39, 1tr",1995000.0,23.0,1.5,1.0,2082.0,86739.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,87747.74774774775,0.06521739130434782,0,lilla essingen,kungsholmen,2597666.0
Celsiusgatan 5,8450000.0,80.0,3.0,4.0,4366.0,105625.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,106695.5643549364,0.0375,0,kungsholmen,central,7945160.5
Bjurholmsplan 23,4250000.0,46.0,2.0,2.0,3753.0,92391.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,115069.44444444444,0.043478260869565216,0,södermalm,nytorget,4686548.5
Sveavägen 97,2995000.0,27.0,1.0,3.0,1663.0,110926.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,117447.03452345825,0.037037037037037035,0,vasastan,central,3726602.5
"Rangstagatan 18, våning 12 av 15!",2095000.0,45.0,2.0,12.0,3306.0,46556.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,47227.54217966256,0.044444444444444446,0,högdalen,central,2302786.8
Vänersborgsvägen 17A,3195000.0,58.0,2.5,1.0,5818.0,55086.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,66972.82608695653,0.04310344827586207,0,hammarbyhöjden,central,3284243.8
"Ringvägen 29, 2 tr",5850000.0,79.0,3.0,2.0,3769.0,74051.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,112604.56273764258,0.0379746835443038,0,högalid,central,8848157.0
"Vanadisvägen 28, 3tr",4895000.0,50.0,2.0,3.0,2240.0,97900.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,117447.03452345825,0.04,0,vasastan,central,5345219.0
Stenkullavägen 54,4395000.0,61.0,2.0,3.0,4909.0,72049.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,91964.28571428571,0.03278688524590164,0,stora essingen,central,5239562.5
Erik Tegels väg 4A,2095000.0,77.0,3.0,2.0,4546.0,27208.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,35106.382978723406,0.03896103896103896,0,spånga,bromsten,2438373.5
"Furusundsgatan 11, 4 tr",6895000.0,71.0,3.0,4.0,4141.0,97113.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,108961.01136725805,0.04225352112676056,0,stockholm,central,7863188.0
Lotta svärds gränd 12,3695000.0,74.0,3.0,5.0,5180.0,49932.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,55400.29417944947,0.04054054054054054,0,hägersten,central,3828593.0
"Skinnarviksringen 2, 3tr",2995000.0,24.0,1.0,3.0,2399.0,124792.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,100883.04295325169,0.041666666666666664,0,södermalm,central,2797824.8
Hornsgatan 64B,14000000.0,136.0,4.0,3.0,2867.0,102941.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,100883.04295325169,0.029411764705882353,0,södermalm,central,12197716.0
"Folkparksvägen 132, vån 6",3995000.0,80.0,3.0,6.0,4985.0,49938.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,47552.44755244755,0.0375,0,solberga,älvsjö,3368744.2
"Tavastgatan 46, 4/4 tr",6795000.0,68.0,3.0,4.0,3602.0,99926.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,118906.25,0.04411764705882353,0,maria,central,7913749.0
"Sjöfartsgatan 14, 4tr",4350000.0,54.0,2.0,4.0,3283.0,80556.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,81976.21674635283,0.037037037037037035,0,hammarby sjöstad,central,4289726.5
"Essinge Brogata 5, 6tr",10600000.0,97.0,3.0,6.0,7097.0,109278.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,,0.030927835051546393,0,lilla essingen,kungsholmen,7885443.5
Maria prästgårdsgata 1B,11450000.0,110.0,3.5,1.0,4744.0,104091.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,101836.73469387754,0.031818181818181815,0,södermalm maria,central,11129596.0
"Grevgatan 51, 1 tr",4195000.0,36.0,2.0,1.0,2546.0,116528.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,139209.15807716866,0.05555555555555555,0,östermalm,central,4543314.0
"Hälsingegatan 37, 5tr",3895000.0,34.0,2.0,5.0,1440.0,114559.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,117447.03452345825,0.058823529411764705,0,vasastan,central,3981477.5
Thunbergsgatan 20,2695000.0,41.0,2.0,3.0,4270.0,65732.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,75146.1038961039,0.04878048780487805,0,skärmarbrink,central,3126809.0
Pastellvägen 26,2500000.0,47.0,2.0,1.0,3406.0,53191.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,64508.730393607584,0.0425531914893617,0,blåsut,central,2970563.0
Creutzgatan 8,3495000.0,46.8,1.5,2.0,3131.0,74679.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,86766.30434782608,0.032051282051282055,0,kungsholmen,thorildsplan,3512111.5
"Slätbaksvägen 13, 3tr",2495000.0,44.5,2.0,3.0,2944.0,56067.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,61380.60846614972,0.0449438202247191,0,årsta,central,2927116.8
Odengatan 4,18500000.0,143.0,5.0,1.0,4500.0,129371.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,117428.57142857143,0.03496503496503497,0,vasastan östermalm,central,13918105.0
"Sturehillsvägen 10, högst upp",5995000.0,87.0,3.0,6.0,6151.0,68908.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,77381.6495851635,0.034482758620689655,0,liljeholmskajen,central,6493559.0
Malgomajvägen 3,4195000.0,80.0,3.0,3.0,5361.0,52438.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,61380.60846614972,0.0375,0,årsta,central,4447388.0
Tegelbruksvägen 14,2750000.0,35.0,2.0,3.0,3966.0,78571.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,78291.57294554585,0.05714285714285714,0,midsommarkransen,central,3008781.0
Härjedalsgatan 78,2795000.0,80.0,4.0,1.0,4933.0,34938.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,37882.90398126464,0.05,1,vällingby centrum,central,2702165.2
"Heleneborgsgatan 8B, 3 tr",8500000.0,73.0,3.0,3.0,5094.0,116438.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,100883.04295325169,0.0410958904109589,0,södermalm,central,7098734.0
"Heleneborgsgatan 6B, 3 tr",4500000.0,38.0,1.5,3.0,2620.0,118421.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,100883.04295325169,0.039473684210526314,0,södermalm,central,3782871.8
Siargatan 9,4795000.0,62.0,2.0,2.0,3241.0,77339.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,100883.04295325169,0.03225806451612903,0,södermalm,central,6186744.5
Hornsgatan 158B,9450000.0,95.0,3.0,1.0,4932.0,99474.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,109150.11914217634,0.031578947368421054,0,södermalm högalid,central,11240587.0
"Tomtebogatan 16, 2tr",6700000.0,59.0,2.0,2.0,2295.0,113559.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,,0.03389830508474576,0,vasastan,birkastan,4563807.5
Kirunagatan 46,2395000.0,58.0,2.0,1.0,3256.0,41293.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,41666.666666666664,0.034482758620689655,0,vällingby,central,2438977.0
"Tengdahlsgatan 43, 7tr",4495000.0,55.5,2.5,7.0,4668.0,80991.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,111810.08902077151,0.04504504504504504,0,södermalm,sofia,6479935.0
Norra Agnegatan 43,7195000.0,72.0,2.0,1.0,3650.0,99931.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,106695.5643549364,0.027777777777777776,0,kungsholmen,central,6813977.0
"Sandfjärdsgatan 120, 6tr",3195000.0,77.0,3.0,6.0,5756.0,41494.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,61380.60846614972,0.03896103896103896,0,årsta,central,4401423.0
"Västmannagatan 99, 2 tr",11500000.0,103.0,3.5,2.0,4071.0,111650.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,117447.03452345825,0.03398058252427184,0,vasastan,central,12840931.0
Sandhamnsgatan 47,3595000.0,39.0,2.0,1.0,2461.0,92179.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,110136.75845499909,0.05128205128205128,0,gärdet,central,4248743.0
"Sportflygargatan 3, bv",2675000.0,73.5,3.0,1.0,5207.0,36395.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,37376.792876079126,0.04081632653061224,0,skarpnäck,central,2549429.8
Åsögatan 165A,3695000.0,39.0,2.0,1.0,2525.0,94744.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,100883.04295325169,0.05128205128205128,0,södermalm,central,3856781.0
Bergsrådsvägen 28,1850000.0,29.0,2.0,1.0,2265.0,63793.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,58966.89497716895,0.06896551724137931,0,bagarmossen,central,2293463.8
Ståltrådsvägen 8,1995000.0,41.0,2.0,1.0,3425.0,48659.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,52173.913043478264,0.04878048780487805,0,bromma,johannesfred,2483588.0
"Årstavägen 133, 1tr",2295000.0,38.0,2.0,1.0,3458.0,60395.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,61380.60846614972,0.05263157894736842,0,årsta,central,2678493.2
Gröndalsvägen 37,6395000.0,59.0,3.0,4.0,3926.0,108390.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,108961.01136725805,0.05084745762711865,0,stockholm,central,6867204.0
Maria Skolgata 87,3495000.0,35.0,2.0,5.0,2817.0,99857.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,,0.05714285714285714,0,södermalm,zinkensdam,3158419.8
"Flintbacken 2, 10tr",6250000.0,75.0,3.0,10.0,4299.0,83333.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,100883.04295325169,0.04,0,södermalm,central,7323396.0
"Timotejgatan 8, 3 tr",2975000.0,35.0,2.0,3.0,2184.0,85000.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,102126.48221343874,0.05714285714285714,0,katarina,central,3698980.2
"Norr Mälarstrand 58/John Ericssonsgatan 1,6tr",12500000.0,116.0,3.0,1.0,4796.0,107759.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,113360.5812897366,0.02586206896551724,0,nedre kungsholmen,central,12481485.0
Hagaesplanaden 74,4150000.0,44.5,2.0,4.0,2840.0,93258.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,111879.29437706726,0.0449438202247191,0,vasastan,hagastaden,4660448.5
"Tunnlandsvägen 91, vån 7",5695000.0,90.5,3.0,7.0,4604.0,62928.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,65078.651685393255,0.03314917127071823,0,bromma,åkeslund,6289251.5
"Hammarby Allé 111, 4tr",4995000.0,64.0,2.0,4.0,4111.0,78047.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,81976.21674635283,0.03125,0,hammarby sjöstad,central,5176681.5
"Sjöfartsgatan 17, 10/10tr",4395000.0,55.5,2.0,10.0,4171.0,79189.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,108961.01136725805,0.036036036036036036,0,stockholm,central,6376630.5
Maltesholmsvägen 156 (Våning 1),1795000.0,43.0,2.0,1.0,3042.0,41744.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,38054.982817869415,0.046511627906976744,0,hässelby strand,central,1964375.4
Björksundsslingan 15,2475000.0,55.0,2.0,3.0,4064.0,45000.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,40641.263940520446,0.03636363636363636,0,bandhagen,central,2439013.5
Runiusgatan 5,3250000.0,47.0,2.0,2.0,2019.0,69149.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,89893.6170212766,0.0425531914893617,0,kungsholmen,fredhäll,3927308.2
Fastlagsvägen 49,3395000.0,53.0,2.0,2.0,4006.0,64057.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,70440.25157232705,0.03773584905660377,0,telefonplan,midsommarkransen,3340448.2
"Sankt Göransgatan 98, vån 4",5995000.0,67.0,3.0,4.0,3370.0,89478.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,92395.6043956044,0.04477611940298507,0,kungsholmen fridhemsplan,central,6815863.5
"Rutger Fuchsgatan 1, 5 tr",2975000.0,33.0,1.0,5.0,1906.0,90152.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,99306.93069306931,0.030303030303030304,0,södermalm sofia,central,3205148.0
"Heleneborgsgatan 26, 3 tr",7750000.0,73.0,2.5,3.0,2921.0,106164.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,109150.11914217634,0.03424657534246575,0,södermalm högalid,central,7852934.0
"Lundagatan 39A, vindsvåning",9950000.0,73.0,3.0,2.0,4942.0,136301.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,109150.11914217634,0.0410958904109589,0,södermalm högalid,central,7844619.5
"Danderydsgatan 25, 2tr",12000000.0,102.0,4.0,2.0,5891.0,117647.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,139209.15807716866,0.0392156862745098,0,östermalm,central,15136022.0
Trollesundsvägen 26B,2395000.0,62.0,3.0,0.0,5765.0,38629.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,40641.263940520446,0.04838709677419355,0,bandhagen,central,2509821.2
"Klubbacken 22, 1tr",2625000.0,44.0,2.0,1.0,2887.0,59659.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,73538.01169590643,0.045454545454545456,0,hägersten,mälarhöjden,3179400.0
Kungstensgatan 58,7395000.0,61.5,2.0,4.0,2727.0,120244.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,117447.03452345825,0.032520325203252036,0,vasastan,central,7465625.5
Vävar Johans Gata 28,6995000.0,97.0,4.0,4.0,6127.0,72113.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,81976.21674635283,0.041237113402061855,0,hammarby sjöstad,central,7916251.5
Skönviksvägen 283,2595000.0,54.0,2.0,0.0,4265.0,48056.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,56898.9280245023,0.037037037037037035,0,enskede,central,2910247.0
Falkholmsgränd 17 lgh 1501,2395000.0,117.5,5.0,5.0,8523.0,20383.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,28194.541637508748,0.0425531914893617,0,skärholmen,central,3652596.5
