Datum;Grupp;Serie;Värde
2020-04-16;Riksbankens styrräntor;Styrränta;0,00
2020-04-17;Riksbankens styrräntor;Styrränta;0,00
2020-04-20;Riksbankens styrräntor;Styrränta;0,00
2020-04-21;Riksbankens styrräntor;Styrränta;0,00
2020-04-22;Riksbankens styrräntor;Styrränta;0,00
2020-04-23;Riksbankens styrräntor;Styrränta;0,00
2020-04-24;Riksbankens styrräntor;Styrränta;0,00
2020-04-27;Riksbankens styrräntor;Styrränta;0,00
2020-04-28;Riksbankens styrräntor;Styrränta;0,00
2020-04-29;Riksbankens styrräntor;Styrränta;0,00
2020-04-30;Riksbankens styrräntor;Styrränta;0,00
2020-05-04;Riksbankens styrräntor;Styrränta;0,00
2020-05-05;Riksbankens styrräntor;Styrränta;0,00
2020-05-06;Riksbankens styrräntor;Styrränta;0,00
2020-05-07;Riksbankens styrräntor;Styrränta;0,00
2020-05-08;Riksbankens styrräntor;Styrränta;0,00
2020-05-11;Riksbankens styrräntor;Styrränta;0,00
2020-05-12;Riksbankens styrräntor;Styrränta;0,00
2020-05-13;Riksbankens styrräntor;Styrränta;0,00
2020-05-14;Riksbankens styrräntor;Styrränta;0,00
2020-05-15;Riksbankens styrräntor;Styrränta;0,00
2020-05-18;Riksbankens styrräntor;Styrränta;0,00
2020-05-19;Riksbankens styrräntor;Styrränta;0,00
2020-05-20;Riksbankens styrräntor;Styrränta;0,00
2020-05-22;Riksbankens styrräntor;Styrränta;0,00
2020-05-25;Riksbankens styrräntor;Styrränta;0,00
2020-05-26;Riksbankens styrräntor;Styrränta;0,00
2020-05-27;Riksbankens styrräntor;Styrränta;0,00
2020-05-28;Riksbankens styrräntor;Styrränta;0,00
2020-05-29;Riksbankens styrräntor;Styrränta;0,00
2020-06-01;Riksbankens styrräntor;Styrränta;0,00
2020-06-02;Riksbankens styrräntor;Styrränta;0,00
2020-06-03;Riksbankens styrräntor;Styrränta;0,00
2020-06-04;Riksbankens styrräntor;Styrränta;0,00
2020-06-05;Riksbankens styrräntor;Styrränta;0,00
2020-06-08;Riksbankens styrräntor;Styrränta;0,00
2020-06-09;Riksbankens styrräntor;Styrränta;0,00
2020-06-10;Riksbankens styrräntor;Styrränta;0,00
2020-06-11;Riksbankens styrräntor;Styrränta;0,00
2020-06-12;Riksbankens styrräntor;Styrränta;0,00
2020-06-15;Riksbankens styrräntor;Styrränta;0,00
2020-06-16;Riksbankens styrräntor;Styrränta;0,00
2020-06-17;Riksbankens styrräntor;Styrränta;0,00
2020-06-18;Riksbankens styrräntor;Styrränta;0,00
2020-06-22;Riksbankens styrräntor;Styrränta;0,00
2020-06-23;Riksbankens styrräntor;Styrränta;0,00
2020-06-24;Riksbankens styrräntor;Styrränta;0,00
2020-06-25;Riksbankens styrräntor;Styrränta;0,00
2020-06-26;Riksbankens styrräntor;Styrränta;0,00
2020-06-29;Riksbankens styrräntor;Styrränta;0,00
2020-06-30;Riksbankens styrräntor;Styrränta;0,00
2020-07-01;Riksbankens styrräntor;Styrränta;0,00
2020-07-02;Riksbankens styrräntor;Styrränta;0,00
2020-07-03;Riksbankens styrräntor;Styrränta;0,00
2020-07-06;Riksbankens styrräntor;Styrränta;0,00
2020-07-07;Riksbankens styrräntor;Styrränta;0,00
2020-07-08;Riksbankens styrräntor;Styrränta;0,00
2020-07-09;Riksbankens styrräntor;Styrränta;0,00
2020-07-10;Riksbankens styrräntor;Styrränta;0,00
2020-07-13;Riksbankens styrräntor;Styrränta;0,00
2020-07-14;Riksbankens styrräntor;Styrränta;0,00
2020-07-15;Riksbankens styrräntor;Styrränta;0,00
2020-07-16;Riksbankens styrräntor;Styrränta;0,00
2020-07-17;Riksbankens styrräntor;Styrränta;0,00
2020-07-20;Riksbankens styrräntor;Styrränta;0,00
2020-07-21;Riksbankens styrräntor;Styrränta;0,00
2020-07-22;Riksbankens styrräntor;Styrränta;0,00
2020-07-23;Riksbankens styrräntor;Styrränta;0,00
2020-07-24;Riksbankens styrräntor;Styrränta;0,00
2020-07-27;Riksbankens styrräntor;Styrränta;0,00
2020-07-28;Riksbankens styrräntor;Styrränta;0,00
2020-07-29;Riksbankens styrräntor;Styrränta;0,00
2020-07-30;Riksbankens styrräntor;Styrränta;0,00
2020-07-31;Riksbankens styrräntor;Styrränta;0,00
2020-08-03;Riksbankens styrräntor;Styrränta;0,00
2020-08-04;Riksbankens styrräntor;Styrränta;0,00
2020-08-05;Riksbankens styrräntor;Styrränta;0,00
2020-08-06;Riksbankens styrräntor;Styrränta;0,00
2020-08-07;Riksbankens styrräntor;Styrränta;0,00
2020-08-10;Riksbankens styrräntor;Styrränta;0,00
2020-08-11;Riksbankens styrräntor;Styrränta;0,00
2020-08-12;Riksbankens styrräntor;Styrränta;0,00
2020-08-13;Riksbankens styrräntor;Styrränta;0,00
2020-08-14;Riksbankens styrräntor;Styrränta;0,00
2020-08-17;Riksbankens styrräntor;Styrränta;0,00
2020-08-18;Riksbankens styrräntor;Styrränta;0,00
2020-08-19;Riksbankens styrräntor;Styrränta;0,00
2020-08-20;Riksbankens styrräntor;Styrränta;0,00
2020-08-21;Riksbankens styrräntor;Styrränta;0,00
2020-08-24;Riksbankens styrräntor;Styrränta;0,00
2020-08-25;Riksbankens styrräntor;Styrränta;0,00
2020-08-26;Riksbankens styrräntor;Styrränta;0,00
2020-08-27;Riksbankens styrräntor;Styrränta;0,00
2020-08-28;Riksbankens styrräntor;Styrränta;0,00
2020-08-31;Riksbankens styrräntor;Styrränta;0,00
2020-09-01;Riksbankens styrräntor;Styrränta;0,00
2020-09-02;Riksbankens styrräntor;Styrränta;0,00
2020-09-03;Riksbankens styrräntor;Styrränta;0,00
2020-09-04;Riksbankens styrräntor;Styrränta;0,00
2020-09-07;Riksbankens styrräntor;Styrränta;0,00
2020-09-08;Riksbankens styrräntor;Styrränta;0,00
2020-09-09;Riksbankens styrräntor;Styrränta;0,00
2020-09-10;Riksbankens styrräntor;Styrränta;0,00
2020-09-11;Riksbankens styrräntor;Styrränta;0,00
2020-09-14;Riksbankens styrräntor;Styrränta;0,00
2020-09-15;Riksbankens styrräntor;Styrränta;0,00
2020-09-16;Riksbankens styrräntor;Styrränta;0,00
2020-09-17;Riksbankens styrräntor;Styrränta;0,00
2020-09-18;Riksbankens styrräntor;Styrränta;0,00
2020-09-21;Riksbankens styrräntor;Styrränta;0,00
2020-09-22;Riksbankens styrräntor;Styrränta;0,00
2020-09-23;Riksbankens styrräntor;Styrränta;0,00
2020-09-24;Riksbankens styrräntor;Styrränta;0,00
2020-09-25;Riksbankens styrräntor;Styrränta;0,00
2020-09-28;Riksbankens styrräntor;Styrränta;0,00
2020-09-29;Riksbankens styrräntor;Styrränta;0,00
2020-09-30;Riksbankens styrräntor;Styrränta;0,00
2020-10-01;Riksbankens styrräntor;Styrränta;0,00
2020-10-02;Riksbankens styrräntor;Styrränta;0,00
2020-10-05;Riksbankens styrräntor;Styrränta;0,00
2020-10-06;Riksbankens styrräntor;Styrränta;0,00
2020-10-07;Riksbankens styrräntor;Styrränta;0,00
2020-10-08;Riksbankens styrräntor;Styrränta;0,00
2020-10-09;Riksbankens styrräntor;Styrränta;0,00
2020-10-12;Riksbankens styrräntor;Styrränta;0,00
2020-10-13;Riksbankens styrräntor;Styrränta;0,00
2020-10-14;Riksbankens styrräntor;Styrränta;0,00
2020-10-15;Riksbankens styrräntor;Styrränta;0,00
2020-10-16;Riksbankens styrräntor;Styrränta;0,00
2020-10-19;Riksbankens styrräntor;Styrränta;0,00
2020-10-20;Riksbankens styrräntor;Styrränta;0,00
2020-10-21;Riksbankens styrräntor;Styrränta;0,00
2020-10-22;Riksbankens styrräntor;Styrränta;0,00
2020-10-23;Riksbankens styrräntor;Styrränta;0,00
2020-10-26;Riksbankens styrräntor;Styrränta;0,00
2020-10-27;Riksbankens styrräntor;Styrränta;0,00
2020-10-28;Riksbankens styrräntor;Styrränta;0,00
2020-10-29;Riksbankens styrräntor;Styrränta;0,00
2020-10-30;Riksbankens styrräntor;Styrränta;0,00
2020-11-02;Riksbankens styrräntor;Styrränta;0,00
2020-11-03;Riksbankens styrräntor;Styrränta;0,00
2020-11-04;Riksbankens styrräntor;Styrränta;0,00
2020-11-05;Riksbankens styrräntor;Styrränta;0,00
2020-11-06;Riksbankens styrräntor;Styrränta;0,00
2020-11-09;Riksbankens styrräntor;Styrränta;0,00
2020-11-10;Riksbankens styrräntor;Styrränta;0,00
2020-11-11;Riksbankens styrräntor;Styrränta;0,00
2020-11-12;Riksbankens styrräntor;Styrränta;0,00
2020-11-13;Riksbankens styrräntor;Styrränta;0,00
2020-11-16;Riksbankens styrräntor;Styrränta;0,00
2020-11-17;Riksbankens styrräntor;Styrränta;0,00
2020-11-18;Riksbankens styrräntor;Styrränta;0,00
2020-11-19;Riksbankens styrräntor;Styrränta;0,00
2020-11-20;Riksbankens styrräntor;Styrränta;0,00
2020-11-23;Riksbankens styrräntor;Styrränta;0,00
2020-11-24;Riksbankens styrräntor;Styrränta;0,00
2020-11-25;Riksbankens styrräntor;Styrränta;0,00
2020-11-26;Riksbankens styrräntor;Styrränta;0,00
2020-11-27;Riksbankens styrräntor;Styrränta;0,00
2020-11-30;Riksbankens styrräntor;Styrränta;0,00
2020-12-01;Riksbankens styrräntor;Styrränta;0,00
2020-12-02;Riksbankens styrräntor;Styrränta;0,00
2020-12-03;Riksbankens styrräntor;Styrränta;0,00
2020-12-04;Riksbankens styrräntor;Styrränta;0,00
2020-12-07;Riksbankens styrräntor;Styrränta;0,00
2020-12-08;Riksbankens styrräntor;Styrränta;0,00
2020-12-09;Riksbankens styrräntor;Styrränta;0,00
2020-12-10;Riksbankens styrräntor;Styrränta;0,00
2020-12-11;Riksbankens styrräntor;Styrränta;0,00
2020-12-14;Riksbankens styrräntor;Styrränta;0,00
2020-12-15;Riksbankens styrräntor;Styrränta;0,00
2020-12-16;Riksbankens styrräntor;Styrränta;0,00
2020-12-17;Riksbankens styrräntor;Styrränta;0,00
2020-12-18;Riksbankens styrräntor;Styrränta;0,00
2020-12-21;Riksbankens styrräntor;Styrränta;0,00
2020-12-22;Riksbankens styrräntor;Styrränta;0,00
2020-12-23;Riksbankens styrräntor;Styrränta;0,00
2020-12-28;Riksbankens styrräntor;Styrränta;0,00
2020-12-29;Riksbankens styrräntor;Styrränta;0,00
2020-12-30;Riksbankens styrräntor;Styrränta;0,00
2021-01-04;Riksbankens styrräntor;Styrränta;0,00
2021-01-05;Riksbankens styrräntor;Styrränta;0,00
2021-01-07;Riksbankens styrräntor;Styrränta;0,00
2021-01-08;Riksbankens styrräntor;Styrränta;0,00
2021-01-11;Riksbankens styrräntor;Styrränta;0,00
2021-01-12;Riksbankens styrräntor;Styrränta;0,00
2021-01-13;Riksbankens styrräntor;Styrränta;0,00
2021-01-14;Riksbankens styrräntor;Styrränta;0,00
2021-01-15;Riksbankens styrräntor;Styrränta;0,00
2021-01-18;Riksbankens styrräntor;Styrränta;0,00
2021-01-19;Riksbankens styrräntor;Styrränta;0,00
2021-01-20;Riksbankens styrräntor;Styrränta;0,00
2021-01-21;Riksbankens styrräntor;Styrränta;0,00
2021-01-22;Riksbankens styrräntor;Styrränta;0,00
2021-01-25;Riksbankens styrräntor;Styrränta;0,00
2021-01-26;Riksbankens styrräntor;Styrränta;0,00
2021-01-27;Riksbankens styrräntor;Styrränta;0,00
2021-01-28;Riksbankens styrräntor;Styrränta;0,00
2021-01-29;Riksbankens styrräntor;Styrränta;0,00
2021-02-01;Riksbankens styrräntor;Styrränta;0,00
2021-02-02;Riksbankens styrräntor;Styrränta;0,00
2021-02-03;Riksbankens styrräntor;Styrränta;0,00
2021-02-04;Riksbankens styrräntor;Styrränta;0,00
2021-02-05;Riksbankens styrräntor;Styrränta;0,00
2021-02-08;Riksbankens styrräntor;Styrränta;0,00
2021-02-09;Riksbankens styrräntor;Styrränta;0,00
2021-02-10;Riksbankens styrräntor;Styrränta;0,00
2021-02-11;Riksbankens styrräntor;Styrränta;0,00
2021-02-12;Riksbankens styrräntor;Styrränta;0,00
2021-02-15;Riksbankens styrräntor;Styrränta;0,00
2021-02-16;Riksbankens styrräntor;Styrränta;0,00
2021-02-17;Riksbankens styrräntor;Styrränta;0,00
2021-02-18;Riksbankens styrräntor;Styrränta;0,00
2021-02-19;Riksbankens styrräntor;Styrränta;0,00
2021-02-22;Riksbankens styrräntor;Styrränta;0,00
2021-02-23;Riksbankens styrräntor;Styrränta;0,00
2021-02-24;Riksbankens styrräntor;Styrränta;0,00
2021-02-25;Riksbankens styrräntor;Styrränta;0,00
2021-02-26;Riksbankens styrräntor;Styrränta;0,00
2021-03-01;Riksbankens styrräntor;Styrränta;0,00
2021-03-02;Riksbankens styrräntor;Styrränta;0,00
2021-03-03;Riksbankens styrräntor;Styrränta;0,00
2021-03-04;Riksbankens styrräntor;Styrränta;0,00
2021-03-05;Riksbankens styrräntor;Styrränta;0,00
2021-03-08;Riksbankens styrräntor;Styrränta;0,00
2021-03-09;Riksbankens styrräntor;Styrränta;0,00
2021-03-10;Riksbankens styrräntor;Styrränta;0,00
2021-03-11;Riksbankens styrräntor;Styrränta;0,00
2021-03-12;Riksbankens styrräntor;Styrränta;0,00
2021-03-15;Riksbankens styrräntor;Styrränta;0,00
2021-03-16;Riksbankens styrräntor;Styrränta;0,00
2021-03-17;Riksbankens styrräntor;Styrränta;0,00
2021-03-18;Riksbankens styrräntor;Styrränta;0,00
2021-03-19;Riksbankens styrräntor;Styrränta;0,00
2021-03-22;Riksbankens styrräntor;Styrränta;0,00
2021-03-23;Riksbankens styrräntor;Styrränta;0,00
2021-03-24;Riksbankens styrräntor;Styrränta;0,00
2021-03-25;Riksbankens styrräntor;Styrränta;0,00
2021-03-26;Riksbankens styrräntor;Styrränta;0,00
2021-03-29;Riksbankens styrräntor;Styrränta;0,00
2021-03-30;Riksbankens styrräntor;Styrränta;0,00
2021-03-31;Riksbankens styrräntor;Styrränta;0,00
2021-04-01;Riksbankens styrräntor;Styrränta;0,00
2021-04-06;Riksbankens styrräntor;Styrränta;0,00
2021-04-07;Riksbankens styrräntor;Styrränta;0,00
2021-04-08;Riksbankens styrräntor;Styrränta;0,00
2021-04-09;Riksbankens styrräntor;Styrränta;0,00
2021-04-12;Riksbankens styrräntor;Styrränta;0,00
2021-04-13;Riksbankens styrräntor;Styrränta;0,00
2021-04-14;Riksbankens styrräntor;Styrränta;0,00
2021-04-15;Riksbankens styrräntor;Styrränta;0,00
2021-04-16;Riksbankens styrräntor;Styrränta;0,00
2021-04-19;Riksbankens styrräntor;Styrränta;0,00
2021-04-20;Riksbankens styrräntor;Styrränta;0,00
2021-04-21;Riksbankens styrräntor;Styrränta;0,00
2021-04-22;Riksbankens styrräntor;Styrränta;0,00
2021-04-23;Riksbankens styrräntor;Styrränta;0,00
2021-04-26;Riksbankens styrräntor;Styrränta;0,00
2021-04-27;Riksbankens styrräntor;Styrränta;0,00
2021-04-28;Riksbankens styrräntor;Styrränta;0,00
2021-04-29;Riksbankens styrräntor;Styrränta;0,00
2021-04-30;Riksbankens styrräntor;Styrränta;0,00
2021-05-03;Riksbankens styrräntor;Styrränta;0,00
2021-05-04;Riksbankens styrräntor;Styrränta;0,00
2021-05-05;Riksbankens styrräntor;Styrränta;0,00
2021-05-06;Riksbankens styrräntor;Styrränta;0,00
2021-05-07;Riksbankens styrräntor;Styrränta;0,00
2021-05-10;Riksbankens styrräntor;Styrränta;0,00
2021-05-11;Riksbankens styrräntor;Styrränta;0,00
2021-05-12;Riksbankens styrräntor;Styrränta;0,00
2021-05-14;Riksbankens styrräntor;Styrränta;0,00
2021-05-17;Riksbankens styrräntor;Styrränta;0,00
2021-05-18;Riksbankens styrräntor;Styrränta;0,00
2021-05-19;Riksbankens styrräntor;Styrränta;0,00
2021-05-20;Riksbankens styrräntor;Styrränta;0,00
2021-05-21;Riksbankens styrräntor;Styrränta;0,00
2021-05-24;Riksbankens styrräntor;Styrränta;0,00
2021-05-25;Riksbankens styrräntor;Styrränta;0,00
2021-05-26;Riksbankens styrräntor;Styrränta;0,00
2021-05-27;Riksbankens styrräntor;Styrränta;0,00
2021-05-28;Riksbankens styrräntor;Styrränta;0,00
2021-05-31;Riksbankens styrräntor;Styrränta;0,00
2021-06-01;Riksbankens styrräntor;Styrränta;0,00
2021-06-02;Riksbankens styrräntor;Styrränta;0,00
2021-06-03;Riksbankens styrräntor;Styrränta;0,00
2021-06-04;Riksbankens styrräntor;Styrränta;0,00
2021-06-07;Riksbankens styrräntor;Styrränta;0,00
2021-06-08;Riksbankens styrräntor;Styrränta;0,00
2021-06-09;Riksbankens styrräntor;Styrränta;0,00
2021-06-10;Riksbankens styrräntor;Styrränta;0,00
2021-06-11;Riksbankens styrräntor;Styrränta;0,00
2021-06-14;Riksbankens styrräntor;Styrränta;0,00
2021-06-15;Riksbankens styrräntor;Styrränta;0,00
2021-06-16;Riksbankens styrräntor;Styrränta;0,00
2021-06-17;Riksbankens styrräntor;Styrränta;0,00
2021-06-18;Riksbankens styrräntor;Styrränta;0,00
2021-06-21;Riksbankens styrräntor;Styrränta;0,00
2021-06-22;Riksbankens styrräntor;Styrränta;0,00
2021-06-23;Riksbankens styrräntor;Styrränta;0,00
2021-06-24;Riksbankens styrräntor;Styrränta;0,00
2021-06-28;Riksbankens styrräntor;Styrränta;0,00
2021-06-29;Riksbankens styrräntor;Styrränta;0,00
2021-06-30;Riksbankens styrräntor;Styrränta;0,00
2021-07-01;Riksbankens styrräntor;Styrränta;0,00
2021-07-02;Riksbankens styrräntor;Styrränta;0,00
2021-07-05;Riksbankens styrräntor;Styrränta;0,00
2021-07-06;Riksbankens styrräntor;Styrränta;0,00
2021-07-07;Riksbankens styrräntor;Styrränta;0,00
2021-07-08;Riksbankens styrräntor;Styrränta;0,00
2021-07-09;Riksbankens styrräntor;Styrränta;0,00
2021-07-12;Riksbankens styrräntor;Styrränta;0,00
2021-07-13;Riksbankens styrräntor;Styrränta;0,00
2021-07-14;Riksbankens styrräntor;Styrränta;0,00
2021-07-15;Riksbankens styrräntor;Styrränta;0,00
2021-07-16;Riksbankens styrräntor;Styrränta;0,00
2021-07-19;Riksbankens styrräntor;Styrränta;0,00
2021-07-20;Riksbankens styrräntor;Styrränta;0,00
2021-07-21;Riksbankens styrräntor;Styrränta;0,00
2021-07-22;Riksbankens styrräntor;Styrränta;0,00
2021-07-23;Riksbankens styrräntor;Styrränta;0,00
2021-07-26;Riksbankens styrräntor;Styrränta;0,00
2021-07-27;Riksbankens styrräntor;Styrränta;0,00
2021-07-28;Riksbankens styrräntor;Styrränta;0,00
2021-07-29;Riksbankens styrräntor;Styrränta;0,00
2021-07-30;Riksbankens styrräntor;Styrränta;0,00
2021-08-02;Riksbankens styrräntor;Styrränta;0,00
2021-08-03;Riksbankens styrräntor;Styrränta;0,00
2021-08-04;Riksbankens styrräntor;Styrränta;0,00
2021-08-05;Riksbankens styrräntor;Styrränta;0,00
2021-08-06;Riksbankens styrräntor;Styrränta;0,00
2021-08-09;Riksbankens styrräntor;Styrränta;0,00
2021-08-10;Riksbankens styrräntor;Styrränta;0,00
2021-08-11;Riksbankens styrräntor;Styrränta;0,00
2021-08-12;Riksbankens styrräntor;Styrränta;0,00
2021-08-13;Riksbankens styrräntor;Styrränta;0,00
2021-08-16;Riksbankens styrräntor;Styrränta;0,00
2021-08-17;Riksbankens styrräntor;Styrränta;0,00
2021-08-18;Riksbankens styrräntor;Styrränta;0,00
2021-08-19;Riksbankens styrräntor;Styrränta;0,00
2021-08-20;Riksbankens styrräntor;Styrränta;0,00
2021-08-23;Riksbankens styrräntor;Styrränta;0,00
2021-08-24;Riksbankens styrräntor;Styrränta;0,00
2021-08-25;Riksbankens styrräntor;Styrränta;0,00
2021-08-26;Riksbankens styrräntor;Styrränta;0,00
2021-08-27;Riksbankens styrräntor;Styrränta;0,00
2021-08-30;Riksbankens styrräntor;Styrränta;0,00
2021-08-31;Riksbankens styrräntor;Styrränta;0,00
2021-09-01;Riksbankens styrräntor;Styrränta;0,00
2021-09-02;Riksbankens styrräntor;Styrränta;0,00
2021-09-03;Riksbankens styrräntor;Styrränta;0,00
2021-09-06;Riksbankens styrräntor;Styrränta;0,00
2021-09-07;Riksbankens styrräntor;Styrränta;0,00
2021-09-08;Riksbankens styrräntor;Styrränta;0,00
2021-09-09;Riksbankens styrräntor;Styrränta;0,00
2021-09-10;Riksbankens styrräntor;Styrränta;0,00
2021-09-13;Riksbankens styrräntor;Styrränta;0,00
2021-09-14;Riksbankens styrräntor;Styrränta;0,00
2021-09-15;Riksbankens styrräntor;Styrränta;0,00
2021-09-16;Riksbankens styrräntor;Styrränta;0,00
2021-09-17;Riksbankens styrräntor;Styrränta;0,00
2021-09-20;Riksbankens styrräntor;Styrränta;0,00
2021-09-21;Riksbankens styrräntor;Styrränta;0,00
2021-09-22;Riksbankens styrräntor;Styrränta;0,00
2021-09-23;Riksbankens styrräntor;Styrränta;0,00
2021-09-24;Riksbankens styrräntor;Styrränta;0,00
2021-09-27;Riksbankens styrräntor;Styrränta;0,00
2021-09-28;Riksbankens styrräntor;Styrränta;0,00
2021-09-29;Riksbankens styrräntor;Styrränta;0,00
2021-09-30;Riksbankens styrräntor;Styrränta;0,00
2021-10-01;Riksbankens styrräntor;Styrränta;0,00
2021-10-04;Riksbankens styrräntor;Styrränta;0,00
2021-10-05;Riksbankens styrräntor;Styrränta;0,00
2021-10-06;Riksbankens styrräntor;Styrränta;0,00
2021-10-07;Riksbankens styrräntor;Styrränta;0,00
2021-10-08;Riksbankens styrräntor;Styrränta;0,00
2021-10-11;Riksbankens styrräntor;Styrränta;0,00
2021-10-12;Riksbankens styrräntor;Styrränta;0,00
2021-10-13;Riksbankens styrräntor;Styrränta;0,00
2021-10-14;Riksbankens styrräntor;Styrränta;0,00
2021-10-15;Riksbankens styrräntor;Styrränta;0,00
2021-10-18;Riksbankens styrräntor;Styrränta;0,00
2021-10-19;Riksbankens styrräntor;Styrränta;0,00
2021-10-20;Riksbankens styrräntor;Styrränta;0,00
2021-10-21;Riksbankens styrräntor;Styrränta;0,00
2021-10-22;Riksbankens styrräntor;Styrränta;0,00
2021-10-25;Riksbankens styrräntor;Styrränta;0,00
2021-10-26;Riksbankens styrräntor;Styrränta;0,00
2021-10-27;Riksbankens styrräntor;Styrränta;0,00
2021-10-28;Riksbankens styrräntor;Styrränta;0,00
2021-10-29;Riksbankens styrräntor;Styrränta;0,00
2021-11-01;Riksbankens styrräntor;Styrränta;0,00
2021-11-02;Riksbankens styrräntor;Styrränta;0,00
2021-11-03;Riksbankens styrräntor;Styrränta;0,00
2021-11-04;Riksbankens styrräntor;Styrränta;0,00
2021-11-05;Riksbankens styrräntor;Styrränta;0,00
2021-11-08;Riksbankens styrräntor;Styrränta;0,00
2021-11-09;Riksbankens styrräntor;Styrränta;0,00
2021-11-10;Riksbankens styrräntor;Styrränta;0,00
2021-11-11;Riksbankens styrräntor;Styrränta;0,00
2021-11-12;Riksbankens styrräntor;Styrränta;0,00
2021-11-15;Riksbankens styrräntor;Styrränta;0,00
2021-11-16;Riksbankens styrräntor;Styrränta;0,00
2021-11-17;Riksbankens styrräntor;Styrränta;0,00
2021-11-18;Riksbankens styrräntor;Styrränta;0,00
2021-11-19;Riksbankens styrräntor;Styrränta;0,00
2021-11-22;Riksbankens styrräntor;Styrränta;0,00
2021-11-23;Riksbankens styrräntor;Styrränta;0,00
2021-11-24;Riksbankens styrräntor;Styrränta;0,00
2021-11-25;Riksbankens styrräntor;Styrränta;0,00
2021-11-26;Riksbankens styrräntor;Styrränta;0,00
2021-11-29;Riksbankens styrräntor;Styrränta;0,00
2021-11-30;Riksbankens styrräntor;Styrränta;0,00
2021-12-01;Riksbankens styrräntor;Styrränta;0,00
2021-12-02;Riksbankens styrräntor;Styrränta;0,00
2021-12-03;Riksbankens styrräntor;Styrränta;0,00
2021-12-06;Riksbankens styrräntor;Styrränta;0,00
2021-12-07;Riksbankens styrräntor;Styrränta;0,00
2021-12-08;Riksbankens styrräntor;Styrränta;0,00
2021-12-09;Riksbankens styrräntor;Styrränta;0,00
2021-12-10;Riksbankens styrräntor;Styrränta;0,00
2021-12-13;Riksbankens styrräntor;Styrränta;0,00
2021-12-14;Riksbankens styrräntor;Styrränta;0,00
2021-12-15;Riksbankens styrräntor;Styrränta;0,00
2021-12-16;Riksbankens styrräntor;Styrränta;0,00
2021-12-17;Riksbankens styrräntor;Styrränta;0,00
2021-12-20;Riksbankens styrräntor;Styrränta;0,00
2021-12-21;Riksbankens styrräntor;Styrränta;0,00
2021-12-22;Riksbankens styrräntor;Styrränta;0,00
2021-12-23;Riksbankens styrräntor;Styrränta;0,00
2021-12-27;Riksbankens styrräntor;Styrränta;0,00
2021-12-28;Riksbankens styrräntor;Styrränta;0,00
2021-12-29;Riksbankens styrräntor;Styrränta;0,00
2021-12-30;Riksbankens styrräntor;Styrränta;0,00
2022-01-03;Riksbankens styrräntor;Styrränta;0,00
2022-01-04;Riksbankens styrräntor;Styrränta;0,00
2022-01-05;Riksbankens styrräntor;Styrränta;0,00
2022-01-07;Riksbankens styrräntor;Styrränta;0,00
2022-01-10;Riksbankens styrräntor;Styrränta;0,00
2022-01-11;Riksbankens styrräntor;Styrränta;0,00
2022-01-12;Riksbankens styrräntor;Styrränta;0,00
2022-01-13;Riksbankens styrräntor;Styrränta;0,00
2022-01-14;Riksbankens styrräntor;Styrränta;0,00
2022-01-17;Riksbankens styrräntor;Styrränta;0,00
2022-01-18;Riksbankens styrräntor;Styrränta;0,00
2022-01-19;Riksbankens styrräntor;Styrränta;0,00
2022-01-20;Riksbankens styrräntor;Styrränta;0,00
2022-01-21;Riksbankens styrräntor;Styrränta;0,00
2022-01-24;Riksbankens styrräntor;Styrränta;0,00
2022-01-25;Riksbankens styrräntor;Styrränta;0,00
2022-01-26;Riksbankens styrräntor;Styrränta;0,00
2022-01-27;Riksbankens styrräntor;Styrränta;0,00
2022-01-28;Riksbankens styrräntor;Styrränta;0,00
2022-01-31;Riksbankens styrräntor;Styrränta;0,00
2022-02-01;Riksbankens styrräntor;Styrränta;0,00
2022-02-02;Riksbankens styrräntor;Styrränta;0,00
2022-02-03;Riksbankens styrräntor;Styrränta;0,00
2022-02-04;Riksbankens styrräntor;Styrränta;0,00
2022-02-07;Riksbankens styrräntor;Styrränta;0,00
2022-02-08;Riksbankens styrräntor;Styrränta;0,00
2022-02-09;Riksbankens styrräntor;Styrränta;0,00
2022-02-10;Riksbankens styrräntor;Styrränta;0,00
2022-02-11;Riksbankens styrräntor;Styrränta;0,00
2022-02-14;Riksbankens styrräntor;Styrränta;0,00
2022-02-15;Riksbankens styrräntor;Styrränta;0,00
2022-02-16;Riksbankens styrräntor;Styrränta;0,00
2022-02-17;Riksbankens styrräntor;Styrränta;0,00
2022-02-18;Riksbankens styrräntor;Styrränta;0,00
2022-02-21;Riksbankens styrräntor;Styrränta;0,00
2022-02-22;Riksbankens styrräntor;Styrränta;0,00
2022-02-23;Riksbankens styrräntor;Styrränta;0,00
2022-02-24;Riksbankens styrräntor;Styrränta;0,00
2022-02-25;Riksbankens styrräntor;Styrränta;0,00
2022-02-28;Riksbankens styrräntor;Styrränta;0,00
2022-03-01;Riksbankens styrräntor;Styrränta;0,00
2022-03-02;Riksbankens styrräntor;Styrränta;0,00
2022-03-03;Riksbankens styrräntor;Styrränta;0,00
2022-03-04;Riksbankens styrräntor;Styrränta;0,00
2022-03-07;Riksbankens styrräntor;Styrränta;0,00
2022-03-08;Riksbankens styrräntor;Styrränta;0,00
2022-03-09;Riksbankens styrräntor;Styrränta;0,00
2022-03-10;Riksbankens styrräntor;Styrränta;0,00
2022-03-11;Riksbankens styrräntor;Styrränta;0,00
