Datum;Grupp;Serie;Värde
2016-07-28;Riksbankens styrräntor;Styrränta;-0,50
2016-07-29;Riksbankens styrräntor;Styrränta;-0,50
2016-08-01;Riksbankens styrräntor;Styrränta;-0,50
2016-08-02;Riksbankens styrräntor;Styrränta;-0,50
2016-08-03;Riksbankens styrräntor;Styrränta;-0,50
2016-08-04;Riksbankens styrräntor;Styrränta;-0,50
2016-08-05;Riksbankens styrräntor;Styrränta;-0,50
2016-08-08;Riksbankens styrräntor;Styrränta;-0,50
2016-08-09;Riksbankens styrräntor;Styrränta;-0,50
2016-08-10;Riksbankens styrräntor;Styrränta;-0,50
2016-08-11;Riksbankens styrräntor;Styrränta;-0,50
2016-08-12;Riksbankens styrräntor;Styrränta;-0,50
2016-08-15;Riksbankens styrräntor;Styrränta;-0,50
2016-08-16;Riksbankens styrräntor;Styrränta;-0,50
2016-08-17;Riksbankens styrräntor;Styrränta;-0,50
2016-08-18;Riksbankens styrräntor;Styrränta;-0,50
2016-08-19;Riksbankens styrräntor;Styrränta;-0,50
2016-08-22;Riksbankens styrräntor;Styrränta;-0,50
2016-08-23;Riksbankens styrräntor;Styrränta;-0,50
2016-08-24;Riksbankens styrräntor;Styrränta;-0,50
2016-08-25;Riksbankens styrräntor;Styrränta;-0,50
2016-08-26;Riksbankens styrräntor;Styrränta;-0,50
2016-08-29;Riksbankens styrräntor;Styrränta;-0,50
2016-08-30;Riksbankens styrräntor;Styrränta;-0,50
2016-08-31;Riksbankens styrräntor;Styrränta;-0,50
2016-09-01;Riksbankens styrräntor;Styrränta;-0,50
2016-09-02;Riksbankens styrräntor;Styrränta;-0,50
2016-09-05;Riksbankens styrräntor;Styrränta;-0,50
2016-09-06;Riksbankens styrräntor;Styrränta;-0,50
2016-09-07;Riksbankens styrräntor;Styrränta;-0,50
2016-09-08;Riksbankens styrräntor;Styrränta;-0,50
2016-09-09;Riksbankens styrräntor;Styrränta;-0,50
2016-09-12;Riksbankens styrräntor;Styrränta;-0,50
2016-09-13;Riksbankens styrräntor;Styrränta;-0,50
2016-09-14;Riksbankens styrräntor;Styrränta;-0,50
2016-09-15;Riksbankens styrräntor;Styrränta;-0,50
2016-09-16;Riksbankens styrräntor;Styrränta;-0,50
2016-09-19;Riksbankens styrräntor;Styrränta;-0,50
2016-09-20;Riksbankens styrräntor;Styrränta;-0,50
2016-09-21;Riksbankens styrräntor;Styrränta;-0,50
2016-09-22;Riksbankens styrräntor;Styrränta;-0,50
2016-09-23;Riksbankens styrräntor;Styrränta;-0,50
2016-09-26;Riksbankens styrräntor;Styrränta;-0,50
2016-09-27;Riksbankens styrräntor;Styrränta;-0,50
2016-09-28;Riksbankens styrräntor;Styrränta;-0,50
2016-09-29;Riksbankens styrräntor;Styrränta;-0,50
2016-09-30;Riksbankens styrräntor;Styrränta;-0,50
2016-10-03;Riksbankens styrräntor;Styrränta;-0,50
2016-10-04;Riksbankens styrräntor;Styrränta;-0,50
2016-10-05;Riksbankens styrräntor;Styrränta;-0,50
2016-10-06;Riksbankens styrräntor;Styrränta;-0,50
2016-10-07;Riksbankens styrräntor;Styrränta;-0,50
2016-10-10;Riksbankens styrräntor;Styrränta;-0,50
2016-10-11;Riksbankens styrräntor;Styrränta;-0,50
2016-10-12;Riksbankens styrräntor;Styrränta;-0,50
2016-10-13;Riksbankens styrräntor;Styrränta;-0,50
2016-10-14;Riksbankens styrräntor;Styrränta;-0,50
2016-10-17;Riksbankens styrräntor;Styrränta;-0,50
2016-10-18;Riksbankens styrräntor;Styrränta;-0,50
2016-10-19;Riksbankens styrräntor;Styrränta;-0,50
2016-10-20;Riksbankens styrräntor;Styrränta;-0,50
2016-10-21;Riksbankens styrräntor;Styrränta;-0,50
2016-10-24;Riksbankens styrräntor;Styrränta;-0,50
2016-10-25;Riksbankens styrräntor;Styrränta;-0,50
2016-10-26;Riksbankens styrräntor;Styrränta;-0,50
2016-10-27;Riksbankens styrräntor;Styrränta;-0,50
2016-10-28;Riksbankens styrräntor;Styrränta;-0,50
2016-10-31;Riksbankens styrräntor;Styrränta;-0,50
2016-11-01;Riksbankens styrräntor;Styrränta;-0,50
2016-11-02;Riksbankens styrräntor;Styrränta;-0,50
2016-11-03;Riksbankens styrräntor;Styrränta;-0,50
2016-11-04;Riksbankens styrräntor;Styrränta;-0,50
2016-11-07;Riksbankens styrräntor;Styrränta;-0,50
2016-11-08;Riksbankens styrräntor;Styrränta;-0,50
2016-11-09;Riksbankens styrräntor;Styrränta;-0,50
2016-11-10;Riksbankens styrräntor;Styrränta;-0,50
2016-11-11;Riksbankens styrräntor;Styrränta;-0,50
2016-11-14;Riksbankens styrräntor;Styrränta;-0,50
2016-11-15;Riksbankens styrräntor;Styrränta;-0,50
2016-11-16;Riksbankens styrräntor;Styrränta;-0,50
2016-11-17;Riksbankens styrräntor;Styrränta;-0,50
2016-11-18;Riksbankens styrräntor;Styrränta;-0,50
2016-11-21;Riksbankens styrräntor;Styrränta;-0,50
2016-11-22;Riksbankens styrräntor;Styrränta;-0,50
2016-11-23;Riksbankens styrräntor;Styrränta;-0,50
2016-11-24;Riksbankens styrräntor;Styrränta;-0,50
2016-11-25;Riksbankens styrräntor;Styrränta;-0,50
2016-11-28;Riksbankens styrräntor;Styrränta;-0,50
2016-11-29;Riksbankens styrräntor;Styrränta;-0,50
2016-11-30;Riksbankens styrräntor;Styrränta;-0,50
2016-12-01;Riksbankens styrräntor;Styrränta;-0,50
2016-12-02;Riksbankens styrräntor;Styrränta;-0,50
2016-12-05;Riksbankens styrräntor;Styrränta;-0,50
2016-12-06;Riksbankens styrräntor;Styrränta;-0,50
2016-12-07;Riksbankens styrräntor;Styrränta;-0,50
2016-12-08;Riksbankens styrräntor;Styrränta;-0,50
2016-12-09;Riksbankens styrräntor;Styrränta;-0,50
2016-12-12;Riksbankens styrräntor;Styrränta;-0,50
2016-12-13;Riksbankens styrräntor;Styrränta;-0,50
2016-12-14;Riksbankens styrräntor;Styrränta;-0,50
2016-12-15;Riksbankens styrräntor;Styrränta;-0,50
2016-12-16;Riksbankens styrräntor;Styrränta;-0,50
2016-12-19;Riksbankens styrräntor;Styrränta;-0,50
2016-12-20;Riksbankens styrräntor;Styrränta;-0,50
2016-12-21;Riksbankens styrräntor;Styrränta;-0,50
2016-12-22;Riksbankens styrräntor;Styrränta;-0,50
2016-12-23;Riksbankens styrräntor;Styrränta;-0,50
2016-12-27;Riksbankens styrräntor;Styrränta;-0,50
2016-12-28;Riksbankens styrräntor;Styrränta;-0,50
2016-12-29;Riksbankens styrräntor;Styrränta;-0,50
2016-12-30;Riksbankens styrräntor;Styrränta;-0,50
2017-01-02;Riksbankens styrräntor;Styrränta;-0,50
2017-01-03;Riksbankens styrräntor;Styrränta;-0,50
2017-01-04;Riksbankens styrräntor;Styrränta;-0,50
2017-01-05;Riksbankens styrräntor;Styrränta;-0,50
2017-01-09;Riksbankens styrräntor;Styrränta;-0,50
2017-01-10;Riksbankens styrräntor;Styrränta;-0,50
2017-01-11;Riksbankens styrräntor;Styrränta;-0,50
2017-01-12;Riksbankens styrräntor;Styrränta;-0,50
2017-01-13;Riksbankens styrräntor;Styrränta;-0,50
2017-01-16;Riksbankens styrräntor;Styrränta;-0,50
2017-01-17;Riksbankens styrräntor;Styrränta;-0,50
2017-01-18;Riksbankens styrräntor;Styrränta;-0,50
2017-01-19;Riksbankens styrräntor;Styrränta;-0,50
2017-01-20;Riksbankens styrräntor;Styrränta;-0,50
2017-01-23;Riksbankens styrräntor;Styrränta;-0,50
2017-01-24;Riksbankens styrräntor;Styrränta;-0,50
2017-01-25;Riksbankens styrräntor;Styrränta;-0,50
2017-01-26;Riksbankens styrräntor;Styrränta;-0,50
2017-01-27;Riksbankens styrräntor;Styrränta;-0,50
2017-01-30;Riksbankens styrräntor;Styrränta;-0,50
2017-01-31;Riksbankens styrräntor;Styrränta;-0,50
2017-02-01;Riksbankens styrräntor;Styrränta;-0,50
2017-02-02;Riksbankens styrräntor;Styrränta;-0,50
2017-02-03;Riksbankens styrräntor;Styrränta;-0,50
2017-02-06;Riksbankens styrräntor;Styrränta;-0,50
2017-02-07;Riksbankens styrräntor;Styrränta;-0,50
2017-02-08;Riksbankens styrräntor;Styrränta;-0,50
2017-02-09;Riksbankens styrräntor;Styrränta;-0,50
2017-02-10;Riksbankens styrräntor;Styrränta;-0,50
2017-02-13;Riksbankens styrräntor;Styrränta;-0,50
2017-02-14;Riksbankens styrräntor;Styrränta;-0,50
2017-02-15;Riksbankens styrräntor;Styrränta;-0,50
2017-02-16;Riksbankens styrräntor;Styrränta;-0,50
2017-02-17;Riksbankens styrräntor;Styrränta;-0,50
2017-02-20;Riksbankens styrräntor;Styrränta;-0,50
2017-02-21;Riksbankens styrräntor;Styrränta;-0,50
2017-02-22;Riksbankens styrräntor;Styrränta;-0,50
2017-02-23;Riksbankens styrräntor;Styrränta;-0,50
2017-02-24;Riksbankens styrräntor;Styrränta;-0,50
2017-02-27;Riksbankens styrräntor;Styrränta;-0,50
2017-02-28;Riksbankens styrräntor;Styrränta;-0,50
2017-03-01;Riksbankens styrräntor;Styrränta;-0,50
2017-03-02;Riksbankens styrräntor;Styrränta;-0,50
2017-03-03;Riksbankens styrräntor;Styrränta;-0,50
2017-03-06;Riksbankens styrräntor;Styrränta;-0,50
2017-03-07;Riksbankens styrräntor;Styrränta;-0,50
2017-03-08;Riksbankens styrräntor;Styrränta;-0,50
2017-03-09;Riksbankens styrräntor;Styrränta;-0,50
2017-03-10;Riksbankens styrräntor;Styrränta;-0,50
2017-03-13;Riksbankens styrräntor;Styrränta;-0,50
2017-03-14;Riksbankens styrräntor;Styrränta;-0,50
2017-03-15;Riksbankens styrräntor;Styrränta;-0,50
2017-03-16;Riksbankens styrräntor;Styrränta;-0,50
2017-03-17;Riksbankens styrräntor;Styrränta;-0,50
2017-03-20;Riksbankens styrräntor;Styrränta;-0,50
2017-03-21;Riksbankens styrräntor;Styrränta;-0,50
2017-03-22;Riksbankens styrräntor;Styrränta;-0,50
2017-03-23;Riksbankens styrräntor;Styrränta;-0,50
2017-03-24;Riksbankens styrräntor;Styrränta;-0,50
2017-03-27;Riksbankens styrräntor;Styrränta;-0,50
2017-03-28;Riksbankens styrräntor;Styrränta;-0,50
2017-03-29;Riksbankens styrräntor;Styrränta;-0,50
2017-03-30;Riksbankens styrräntor;Styrränta;-0,50
2017-03-31;Riksbankens styrräntor;Styrränta;-0,50
2017-04-03;Riksbankens styrräntor;Styrränta;-0,50
2017-04-04;Riksbankens styrräntor;Styrränta;-0,50
2017-04-05;Riksbankens styrräntor;Styrränta;-0,50
2017-04-06;Riksbankens styrräntor;Styrränta;-0,50
2017-04-07;Riksbankens styrräntor;Styrränta;-0,50
2017-04-10;Riksbankens styrräntor;Styrränta;-0,50
2017-04-11;Riksbankens styrräntor;Styrränta;-0,50
2017-04-12;Riksbankens styrräntor;Styrränta;-0,50
2017-04-13;Riksbankens styrräntor;Styrränta;-0,50
2017-04-18;Riksbankens styrräntor;Styrränta;-0,50
2017-04-19;Riksbankens styrräntor;Styrränta;-0,50
2017-04-20;Riksbankens styrräntor;Styrränta;-0,50
2017-04-21;Riksbankens styrräntor;Styrränta;-0,50
2017-04-24;Riksbankens styrräntor;Styrränta;-0,50
2017-04-25;Riksbankens styrräntor;Styrränta;-0,50
2017-04-26;Riksbankens styrräntor;Styrränta;-0,50
2017-04-27;Riksbankens styrräntor;Styrränta;-0,50
2017-04-28;Riksbankens styrräntor;Styrränta;-0,50
2017-05-02;Riksbankens styrräntor;Styrränta;-0,50
2017-05-03;Riksbankens styrräntor;Styrränta;-0,50
2017-05-04;Riksbankens styrräntor;Styrränta;-0,50
2017-05-05;Riksbankens styrräntor;Styrränta;-0,50
2017-05-08;Riksbankens styrräntor;Styrränta;-0,50
2017-05-09;Riksbankens styrräntor;Styrränta;-0,50
2017-05-10;Riksbankens styrräntor;Styrränta;-0,50
2017-05-11;Riksbankens styrräntor;Styrränta;-0,50
2017-05-12;Riksbankens styrräntor;Styrränta;-0,50
2017-05-15;Riksbankens styrräntor;Styrränta;-0,50
2017-05-16;Riksbankens styrräntor;Styrränta;-0,50
2017-05-17;Riksbankens styrräntor;Styrränta;-0,50
2017-05-18;Riksbankens styrräntor;Styrränta;-0,50
2017-05-19;Riksbankens styrräntor;Styrränta;-0,50
2017-05-22;Riksbankens styrräntor;Styrränta;-0,50
2017-05-23;Riksbankens styrräntor;Styrränta;-0,50
2017-05-24;Riksbankens styrräntor;Styrränta;-0,50
2017-05-26;Riksbankens styrräntor;Styrränta;-0,50
2017-05-29;Riksbankens styrräntor;Styrränta;-0,50
2017-05-30;Riksbankens styrräntor;Styrränta;-0,50
2017-05-31;Riksbankens styrräntor;Styrränta;-0,50
2017-06-01;Riksbankens styrräntor;Styrränta;-0,50
2017-06-02;Riksbankens styrräntor;Styrränta;-0,50
2017-06-05;Riksbankens styrräntor;Styrränta;-0,50
2017-06-07;Riksbankens styrräntor;Styrränta;-0,50
2017-06-08;Riksbankens styrräntor;Styrränta;-0,50
2017-06-09;Riksbankens styrräntor;Styrränta;-0,50
2017-06-12;Riksbankens styrräntor;Styrränta;-0,50
2017-06-13;Riksbankens styrräntor;Styrränta;-0,50
2017-06-14;Riksbankens styrräntor;Styrränta;-0,50
2017-06-15;Riksbankens styrräntor;Styrränta;-0,50
2017-06-16;Riksbankens styrräntor;Styrränta;-0,50
2017-06-19;Riksbankens styrräntor;Styrränta;-0,50
2017-06-20;Riksbankens styrräntor;Styrränta;-0,50
2017-06-21;Riksbankens styrräntor;Styrränta;-0,50
2017-06-22;Riksbankens styrräntor;Styrränta;-0,50
2017-06-26;Riksbankens styrräntor;Styrränta;-0,50
2017-06-27;Riksbankens styrräntor;Styrränta;-0,50
2017-06-28;Riksbankens styrräntor;Styrränta;-0,50
2017-06-29;Riksbankens styrräntor;Styrränta;-0,50
2017-06-30;Riksbankens styrräntor;Styrränta;-0,50
2017-07-03;Riksbankens styrräntor;Styrränta;-0,50
2017-07-04;Riksbankens styrräntor;Styrränta;-0,50
2017-07-05;Riksbankens styrräntor;Styrränta;-0,50
2017-07-06;Riksbankens styrräntor;Styrränta;-0,50
2017-07-07;Riksbankens styrräntor;Styrränta;-0,50
2017-07-10;Riksbankens styrräntor;Styrränta;-0,50
2017-07-11;Riksbankens styrräntor;Styrränta;-0,50
2017-07-12;Riksbankens styrräntor;Styrränta;-0,50
2017-07-13;Riksbankens styrräntor;Styrränta;-0,50
2017-07-14;Riksbankens styrräntor;Styrränta;-0,50
2017-07-17;Riksbankens styrräntor;Styrränta;-0,50
2017-07-18;Riksbankens styrräntor;Styrränta;-0,50
2017-07-19;Riksbankens styrräntor;Styrränta;-0,50
2017-07-20;Riksbankens styrräntor;Styrränta;-0,50
2017-07-21;Riksbankens styrräntor;Styrränta;-0,50
2017-07-24;Riksbankens styrräntor;Styrränta;-0,50
2017-07-25;Riksbankens styrräntor;Styrränta;-0,50
2017-07-26;Riksbankens styrräntor;Styrränta;-0,50
2017-07-27;Riksbankens styrräntor;Styrränta;-0,50
2017-07-28;Riksbankens styrräntor;Styrränta;-0,50
2017-07-31;Riksbankens styrräntor;Styrränta;-0,50
2017-08-01;Riksbankens styrräntor;Styrränta;-0,50
2017-08-02;Riksbankens styrräntor;Styrränta;-0,50
2017-08-03;Riksbankens styrräntor;Styrränta;-0,50
2017-08-04;Riksbankens styrräntor;Styrränta;-0,50
2017-08-07;Riksbankens styrräntor;Styrränta;-0,50
2017-08-08;Riksbankens styrräntor;Styrränta;-0,50
2017-08-09;Riksbankens styrräntor;Styrränta;-0,50
2017-08-10;Riksbankens styrräntor;Styrränta;-0,50
2017-08-11;Riksbankens styrräntor;Styrränta;-0,50
2017-08-14;Riksbankens styrräntor;Styrränta;-0,50
2017-08-15;Riksbankens styrräntor;Styrränta;-0,50
2017-08-16;Riksbankens styrräntor;Styrränta;-0,50
2017-08-17;Riksbankens styrräntor;Styrränta;-0,50
2017-08-18;Riksbankens styrräntor;Styrränta;-0,50
2017-08-21;Riksbankens styrräntor;Styrränta;-0,50
2017-08-22;Riksbankens styrräntor;Styrränta;-0,50
2017-08-23;Riksbankens styrräntor;Styrränta;-0,50
2017-08-24;Riksbankens styrräntor;Styrränta;-0,50
2017-08-25;Riksbankens styrräntor;Styrränta;-0,50
2017-08-28;Riksbankens styrräntor;Styrränta;-0,50
2017-08-29;Riksbankens styrräntor;Styrränta;-0,50
2017-08-30;Riksbankens styrräntor;Styrränta;-0,50
2017-08-31;Riksbankens styrräntor;Styrränta;-0,50
2017-09-01;Riksbankens styrräntor;Styrränta;-0,50
2017-09-04;Riksbankens styrräntor;Styrränta;-0,50
2017-09-05;Riksbankens styrräntor;Styrränta;-0,50
2017-09-06;Riksbankens styrräntor;Styrränta;-0,50
2017-09-07;Riksbankens styrräntor;Styrränta;-0,50
2017-09-08;Riksbankens styrräntor;Styrränta;-0,50
2017-09-11;Riksbankens styrräntor;Styrränta;-0,50
2017-09-12;Riksbankens styrräntor;Styrränta;-0,50
2017-09-13;Riksbankens styrräntor;Styrränta;-0,50
2017-09-14;Riksbankens styrräntor;Styrränta;-0,50
2017-09-15;Riksbankens styrräntor;Styrränta;-0,50
2017-09-18;Riksbankens styrräntor;Styrränta;-0,50
2017-09-19;Riksbankens styrräntor;Styrränta;-0,50
2017-09-20;Riksbankens styrräntor;Styrränta;-0,50
2017-09-21;Riksbankens styrräntor;Styrränta;-0,50
2017-09-22;Riksbankens styrräntor;Styrränta;-0,50
2017-09-25;Riksbankens styrräntor;Styrränta;-0,50
2017-09-26;Riksbankens styrräntor;Styrränta;-0,50
2017-09-27;Riksbankens styrräntor;Styrränta;-0,50
2017-09-28;Riksbankens styrräntor;Styrränta;-0,50
2017-09-29;Riksbankens styrräntor;Styrränta;-0,50
2017-10-02;Riksbankens styrräntor;Styrränta;-0,50
2017-10-03;Riksbankens styrräntor;Styrränta;-0,50
2017-10-04;Riksbankens styrräntor;Styrränta;-0,50
2017-10-05;Riksbankens styrräntor;Styrränta;-0,50
2017-10-06;Riksbankens styrräntor;Styrränta;-0,50
2017-10-09;Riksbankens styrräntor;Styrränta;-0,50
2017-10-10;Riksbankens styrräntor;Styrränta;-0,50
2017-10-11;Riksbankens styrräntor;Styrränta;-0,50
2017-10-12;Riksbankens styrräntor;Styrränta;-0,50
2017-10-13;Riksbankens styrräntor;Styrränta;-0,50
2017-10-16;Riksbankens styrräntor;Styrränta;-0,50
2017-10-17;Riksbankens styrräntor;Styrränta;-0,50
2017-10-18;Riksbankens styrräntor;Styrränta;-0,50
2017-10-19;Riksbankens styrräntor;Styrränta;-0,50
2017-10-20;Riksbankens styrräntor;Styrränta;-0,50
2017-10-23;Riksbankens styrräntor;Styrränta;-0,50
2017-10-24;Riksbankens styrräntor;Styrränta;-0,50
2017-10-25;Riksbankens styrräntor;Styrränta;-0,50
2017-10-26;Riksbankens styrräntor;Styrränta;-0,50
2017-10-27;Riksbankens styrräntor;Styrränta;-0,50
2017-10-30;Riksbankens styrräntor;Styrränta;-0,50
2017-10-31;Riksbankens styrräntor;Styrränta;-0,50
2017-11-01;Riksbankens styrräntor;Styrränta;-0,50
2017-11-02;Riksbankens styrräntor;Styrränta;-0,50
2017-11-03;Riksbankens styrräntor;Styrränta;-0,50
2017-11-06;Riksbankens styrräntor;Styrränta;-0,50
2017-11-07;Riksbankens styrräntor;Styrränta;-0,50
2017-11-08;Riksbankens styrräntor;Styrränta;-0,50
2017-11-09;Riksbankens styrräntor;Styrränta;-0,50
2017-11-10;Riksbankens styrräntor;Styrränta;-0,50
2017-11-13;Riksbankens styrräntor;Styrränta;-0,50
2017-11-14;Riksbankens styrräntor;Styrränta;-0,50
2017-11-15;Riksbankens styrräntor;Styrränta;-0,50
2017-11-16;Riksbankens styrräntor;Styrränta;-0,50
2017-11-17;Riksbankens styrräntor;Styrränta;-0,50
2017-11-20;Riksbankens styrräntor;Styrränta;-0,50
2017-11-21;Riksbankens styrräntor;Styrränta;-0,50
2017-11-22;Riksbankens styrräntor;Styrränta;-0,50
2017-11-23;Riksbankens styrräntor;Styrränta;-0,50
2017-11-24;Riksbankens styrräntor;Styrränta;-0,50
2017-11-27;Riksbankens styrräntor;Styrränta;-0,50
2017-11-28;Riksbankens styrräntor;Styrränta;-0,50
2017-11-29;Riksbankens styrräntor;Styrränta;-0,50
2017-11-30;Riksbankens styrräntor;Styrränta;-0,50
2017-12-01;Riksbankens styrräntor;Styrränta;-0,50
2017-12-04;Riksbankens styrräntor;Styrränta;-0,50
2017-12-05;Riksbankens styrräntor;Styrränta;-0,50
2017-12-06;Riksbankens styrräntor;Styrränta;-0,50
2017-12-07;Riksbankens styrräntor;Styrränta;-0,50
2017-12-08;Riksbankens styrräntor;Styrränta;-0,50
2017-12-11;Riksbankens styrräntor;Styrränta;-0,50
2017-12-12;Riksbankens styrräntor;Styrränta;-0,50
2017-12-13;Riksbankens styrräntor;Styrränta;-0,50
2017-12-14;Riksbankens styrräntor;Styrränta;-0,50
2017-12-15;Riksbankens styrräntor;Styrränta;-0,50
2017-12-18;Riksbankens styrräntor;Styrränta;-0,50
2017-12-19;Riksbankens styrräntor;Styrränta;-0,50
2017-12-20;Riksbankens styrräntor;Styrränta;-0,50
2017-12-21;Riksbankens styrräntor;Styrränta;-0,50
2017-12-22;Riksbankens styrräntor;Styrränta;-0,50
2017-12-27;Riksbankens styrräntor;Styrränta;-0,50
2017-12-28;Riksbankens styrräntor;Styrränta;-0,50
2017-12-29;Riksbankens styrräntor;Styrränta;-0,50
2018-01-02;Riksbankens styrräntor;Styrränta;-0,50
2018-01-03;Riksbankens styrräntor;Styrränta;-0,50
2018-01-04;Riksbankens styrräntor;Styrränta;-0,50
2018-01-05;Riksbankens styrräntor;Styrränta;-0,50
2018-01-08;Riksbankens styrräntor;Styrränta;-0,50
2018-01-09;Riksbankens styrräntor;Styrränta;-0,50
2018-01-10;Riksbankens styrräntor;Styrränta;-0,50
2018-01-11;Riksbankens styrräntor;Styrränta;-0,50
2018-01-12;Riksbankens styrräntor;Styrränta;-0,50
2018-01-15;Riksbankens styrräntor;Styrränta;-0,50
2018-01-16;Riksbankens styrräntor;Styrränta;-0,50
2018-01-17;Riksbankens styrräntor;Styrränta;-0,50
2018-01-18;Riksbankens styrräntor;Styrränta;-0,50
2018-01-19;Riksbankens styrräntor;Styrränta;-0,50
2018-01-22;Riksbankens styrräntor;Styrränta;-0,50
2018-01-23;Riksbankens styrräntor;Styrränta;-0,50
2018-01-24;Riksbankens styrräntor;Styrränta;-0,50
2018-01-25;Riksbankens styrräntor;Styrränta;-0,50
2018-01-26;Riksbankens styrräntor;Styrränta;-0,50
2018-01-29;Riksbankens styrräntor;Styrränta;-0,50
2018-01-30;Riksbankens styrräntor;Styrränta;-0,50
2018-01-31;Riksbankens styrräntor;Styrränta;-0,50
2018-02-01;Riksbankens styrräntor;Styrränta;-0,50
2018-02-02;Riksbankens styrräntor;Styrränta;-0,50
2018-02-05;Riksbankens styrräntor;Styrränta;-0,50
2018-02-06;Riksbankens styrräntor;Styrränta;-0,50
2018-02-07;Riksbankens styrräntor;Styrränta;-0,50
2018-02-08;Riksbankens styrräntor;Styrränta;-0,50
2018-02-09;Riksbankens styrräntor;Styrränta;-0,50
2018-02-12;Riksbankens styrräntor;Styrränta;-0,50
2018-02-13;Riksbankens styrräntor;Styrränta;-0,50
2018-02-14;Riksbankens styrräntor;Styrränta;-0,50
2018-02-15;Riksbankens styrräntor;Styrränta;-0,50
2018-02-16;Riksbankens styrräntor;Styrränta;-0,50
2018-02-19;Riksbankens styrräntor;Styrränta;-0,50
2018-02-20;Riksbankens styrräntor;Styrränta;-0,50
2018-02-21;Riksbankens styrräntor;Styrränta;-0,50
2018-02-22;Riksbankens styrräntor;Styrränta;-0,50
2018-02-23;Riksbankens styrräntor;Styrränta;-0,50
2018-02-26;Riksbankens styrräntor;Styrränta;-0,50
2018-02-27;Riksbankens styrräntor;Styrränta;-0,50
2018-02-28;Riksbankens styrräntor;Styrränta;-0,50
2018-03-01;Riksbankens styrräntor;Styrränta;-0,50
2018-03-02;Riksbankens styrräntor;Styrränta;-0,50
2018-03-05;Riksbankens styrräntor;Styrränta;-0,50
2018-03-06;Riksbankens styrräntor;Styrränta;-0,50
2018-03-07;Riksbankens styrräntor;Styrränta;-0,50
2018-03-08;Riksbankens styrräntor;Styrränta;-0,50
2018-03-09;Riksbankens styrräntor;Styrränta;-0,50
2018-03-12;Riksbankens styrräntor;Styrränta;-0,50
2018-03-13;Riksbankens styrräntor;Styrränta;-0,50
2018-03-14;Riksbankens styrräntor;Styrränta;-0,50
2018-03-15;Riksbankens styrräntor;Styrränta;-0,50
2018-03-16;Riksbankens styrräntor;Styrränta;-0,50
2018-03-19;Riksbankens styrräntor;Styrränta;-0,50
2018-03-20;Riksbankens styrräntor;Styrränta;-0,50
2018-03-21;Riksbankens styrräntor;Styrränta;-0,50
2018-03-22;Riksbankens styrräntor;Styrränta;-0,50
2018-03-23;Riksbankens styrräntor;Styrränta;-0,50
2018-03-26;Riksbankens styrräntor;Styrränta;-0,50
2018-03-27;Riksbankens styrräntor;Styrränta;-0,50
2018-03-28;Riksbankens styrräntor;Styrränta;-0,50
2018-03-29;Riksbankens styrräntor;Styrränta;-0,50
2018-04-03;Riksbankens styrräntor;Styrränta;-0,50
2018-04-04;Riksbankens styrräntor;Styrränta;-0,50
2018-04-05;Riksbankens styrräntor;Styrränta;-0,50
2018-04-06;Riksbankens styrräntor;Styrränta;-0,50
2018-04-09;Riksbankens styrräntor;Styrränta;-0,50
2018-04-10;Riksbankens styrräntor;Styrränta;-0,50
2018-04-11;Riksbankens styrräntor;Styrränta;-0,50
2018-04-12;Riksbankens styrräntor;Styrränta;-0,50
2018-04-13;Riksbankens styrräntor;Styrränta;-0,50
2018-04-16;Riksbankens styrräntor;Styrränta;-0,50
2018-04-17;Riksbankens styrräntor;Styrränta;-0,50
2018-04-18;Riksbankens styrräntor;Styrränta;-0,50
2018-04-19;Riksbankens styrräntor;Styrränta;-0,50
2018-04-20;Riksbankens styrräntor;Styrränta;-0,50
2018-04-23;Riksbankens styrräntor;Styrränta;-0,50
2018-04-24;Riksbankens styrräntor;Styrränta;-0,50
2018-04-25;Riksbankens styrräntor;Styrränta;-0,50
2018-04-26;Riksbankens styrräntor;Styrränta;-0,50
2018-04-27;Riksbankens styrräntor;Styrränta;-0,50
2018-04-30;Riksbankens styrräntor;Styrränta;-0,50
2018-05-02;Riksbankens styrräntor;Styrränta;-0,50
2018-05-03;Riksbankens styrräntor;Styrränta;-0,50
2018-05-04;Riksbankens styrräntor;Styrränta;-0,50
2018-05-07;Riksbankens styrräntor;Styrränta;-0,50
2018-05-08;Riksbankens styrräntor;Styrränta;-0,50
2018-05-09;Riksbankens styrräntor;Styrränta;-0,50
2018-05-11;Riksbankens styrräntor;Styrränta;-0,50
2018-05-14;Riksbankens styrräntor;Styrränta;-0,50
2018-05-15;Riksbankens styrräntor;Styrränta;-0,50
2018-05-16;Riksbankens styrräntor;Styrränta;-0,50
2018-05-17;Riksbankens styrräntor;Styrränta;-0,50
2018-05-18;Riksbankens styrräntor;Styrränta;-0,50
2018-05-21;Riksbankens styrräntor;Styrränta;-0,50
2018-05-22;Riksbankens styrräntor;Styrränta;-0,50
2018-05-23;Riksbankens styrräntor;Styrränta;-0,50
2018-05-24;Riksbankens styrräntor;Styrränta;-0,50
2018-05-25;Riksbankens styrräntor;Styrränta;-0,50
2018-05-28;Riksbankens styrräntor;Styrränta;-0,50
2018-05-29;Riksbankens styrräntor;Styrränta;-0,50
2018-05-30;Riksbankens styrräntor;Styrränta;-0,50
2018-05-31;Riksbankens styrräntor;Styrränta;-0,50
