exact_address,price,size,rooms,floor,monthly_fee,price_per_sqm,has_elevator,has_balcony,latitude,longitude,date,year,month,season,months_since_sale,location_avg_price_per_sqm,rooms_per_sqm,is_central,main_neighborhood,sub_neighborhood,seasonal_price_trend,price_change_pct,monthly_price_change
"Sandfjärdsgatan 110, 2 tr",2795000.0,59.5,2.0,2.0,4392.0,46975.0,False,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,61380.60846614972,0.03361344537815126,0,årsta,central,5425907.446153847,,-0.36492890995260663
Grevgatan 35,18495000.0,122.0,4.0,4.0,6643.0,151598.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,139209.15807716866,0.03278688524590164,0,östermalm,central,5425907.446153847,,-0.36492890995260663
Kronobergsgatan 16,3295000.0,31.0,2.0,0.0,1568.0,106290.0,True,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,106695.5643549364,0.06451612903225806,0,kungsholmen,central,5425907.446153847,,-0.36492890995260663
Äspholmsvägen 27,1495000.0,48.0,1.0,1.0,3707.0,31146.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,28194.541637508748,0.020833333333333332,0,skärholmen,central,5425907.446153847,,-0.36492890995260663
Nybrogatan 72,7750000.0,53.0,2.0,5.0,2824.0,146226.0,False,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,139209.15807716866,0.03773584905660377,0,östermalm,central,5425907.446153847,,-0.36492890995260663
"John bergs plan 3, 6tr",3995000.0,41.0,2.0,6.0,3117.0,97439.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,106695.5643549364,0.04878048780487805,0,kungsholmen,central,5425907.446153847,,-0.36492890995260663
"Kronobergsgatan  16, 3tr",3350000.0,31.0,1.0,3.0,1568.0,108065.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,108156.95600475624,0.03225806451612903,0,kungsholmen,fridhemsplan,5425907.446153847,,-0.36492890995260663
"Köpenhamnsgatan 14, 4 tr",2095000.0,79.5,3.0,4.0,5332.0,26352.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,31429.782424413675,0.03773584905660377,0,kista,central,5425907.446153847,,-0.36492890995260663
Tämnarvägen 34,2875000.0,55.0,2.0,2.0,3478.0,52273.0,False,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,61380.60846614972,0.03636363636363636,0,årsta,central,5425907.446153847,,-0.36492890995260663
"Bolmensvägen 16, 2tr",3675000.0,57.0,3.0,2.0,2955.0,64474.0,False,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,61380.60846614972,0.05263157894736842,0,årsta,central,5425907.446153847,,-0.36492890995260663
Kungsklippan 11,1995000.0,24.0,1.0,4.0,2856.0,83125.0,True,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,106695.5643549364,0.041666666666666664,0,kungsholmen,central,5425907.446153847,,-0.36492890995260663
"Roslagsgatan 13, 2 tr",11150000.0,107.0,4.0,2.0,5683.0,104206.0,True,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,117447.03452345825,0.037383177570093455,0,vasastan,central,5425907.446153847,,-0.36492890995260663
Rådmansgatan 73,11995000.0,77.0,2.0,5.0,3519.0,155779.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,117447.03452345825,0.025974025974025976,0,vasastan,central,5425907.446153847,,-0.36492890995260663
"Gröndalsvägen 83, 2tr",4295000.0,57.0,3.0,2.0,3263.0,75351.0,False,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,78715.10673234811,0.05263157894736842,0,gröndal,central,5425907.446153847,,-0.36492890995260663
SORÖGATAN 93,2295000.0,81.5,3.0,1.0,5330.0,28160.0,True,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,31429.782424413675,0.03680981595092025,0,kista,central,5425907.446153847,,-0.36492890995260663
"Dannemoragatan 8B, 1tr, gårdshus",6295000.0,59.0,2.0,1.0,3496.0,106695.0,False,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,117447.03452345825,0.03389830508474576,0,vasastan,central,5425907.446153847,,-0.36492890995260663
"Sotingeplan 64, 2 tr",1595000.0,62.5,2.0,2.0,4044.0,25520.0,False,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,18290.04329004329,0.032,0,spånga,tensta,5425907.446153847,,-0.36492890995260663
Kungssätravägen 48,1400000.0,56.0,1.0,1.0,4431.0,25000.0,False,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,35491.55908639523,0.017857142857142856,0,sätra,central,5425907.446153847,,-0.36492890995260663
Rågsvedsvägen 95,1850000.0,58.0,2.0,1.0,4715.0,31897.0,True,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,35185.18518518518,0.034482758620689655,0,rågsved,central,5425907.446153847,,-0.36492890995260663
Thorsten Levenstams väg 11A,3490000.0,52.0,2.0,1.0,4197.0,67115.0,True,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,44658.53658536585,0.038461538461538464,0,sköndal,central,5425907.446153847,,-0.36492890995260663
Thorsten Levenstams väg 11A,4140000.0,76.0,3.0,2.0,5350.0,54474.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,44658.53658536585,0.039473684210526314,0,sköndal,central,5425907.446153847,,-0.36492890995260663
Thorsten Levenstams väg 11A,3590000.0,62.0,2.0,2.0,4751.0,57903.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,44658.53658536585,0.03225806451612903,0,sköndal,central,5425907.446153847,,-0.36492890995260663
Thorsten Levenstams väg 13A,6150000.0,91.0,4.0,8.0,6273.0,67582.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,44658.53658536585,0.04395604395604396,0,sköndal,central,5425907.446153847,,-0.36492890995260663
Thorsten Levenstams väg 19,7050000.0,111.0,5.0,2.0,7287.0,63514.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,44658.53658536585,0.04504504504504504,0,sköndal,central,5425907.446153847,,-0.36492890995260663
Horisontvägen 85,2195000.0,64.0,2.0,1.0,5339.0,34297.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,37376.792876079126,0.03125,0,skarpnäck,central,5425907.446153847,,-0.36492890995260663
Forshagagatan 17,1595000.0,30.0,1.0,1.0,2365.0,53167.0,False,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,35264.483627204034,0.03333333333333333,1,farsta,centrum,5425907.446153847,,-0.36492890995260663
Verkstadsgatan 10,2995000.0,43.0,1.0,1.0,1858.0,69651.0,True,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,100506.11279085053,0.023255813953488372,0,hornstull,central,5425907.446153847,,-0.36492890995260663
Hövdingagatan 33,3495000.0,56.0,2.0,1.0,5169.0,62411.0,False,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,,0.03571428571428571,0,örnsberg,aspudden,5425907.446153847,,-0.36492890995260663
Tulegatan 47,10995000.0,92.0,4.0,8.0,1295.0,119511.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,102559.55397871262,0.043478260869565216,0,vasastan,sibirien,5425907.446153847,,-0.36492890995260663
"Helsingörsgatan 51, 2tr",2400000.0,81.0,3.0,3.0,6906.0,29630.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,31429.782424413675,0.037037037037037035,0,kista,central,5425907.446153847,,-0.36492890995260663
Astrakangatan 110B,2000000.0,62.0,2.0,1.0,6191.0,32258.0,True,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,30789.473684210527,0.03225806451612903,0,hässelby,lövsta allé,5425907.446153847,,-0.36492890995260663
"Almbygatan 6, 1tr",1310000.0,31.0,2.0,1.0,3000.0,42258.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,30758.620689655174,0.06451612903225806,0,spånga,rinkeby,5425907.446153847,,-0.36492890995260663
Odengatan 49,19000000.0,147.0,5.0,3.0,2671.0,129252.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,117447.03452345825,0.034013605442176874,0,vasastan,central,5425907.446153847,,-0.36492890995260663
"Lill-Jans Plan 3A, 4tr",11500000.0,75.0,3.0,4.0,4938.0,153333.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,139209.15807716866,0.04,0,östermalm,central,5425907.446153847,,-0.36492890995260663
Duvedsvägen 17,1795000.0,59.0,2.0,1.0,5601.0,30424.0,False,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,37882.90398126464,0.03389830508474576,1,vällingby centrum,central,5425907.446153847,,-0.36492890995260663
"Stavangergatan 68, 5tr",2395000.0,91.0,4.0,5.0,7701.0,26319.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,23919.8606271777,0.04395604395604396,0,husby,central,5425907.446153847,,-0.36492890995260663
"Helsingörsgatan 48, 2tr",2395000.0,81.5,3.0,2.0,6752.0,29387.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,31429.782424413675,0.03680981595092025,0,kista,central,5425907.446153847,,-0.36492890995260663
Ågesta broväg 52,3350000.0,80.0,3.0,3.0,5251.0,41875.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,46701.76192522561,0.0375,0,farsta,central,5425907.446153847,,-0.36492890995260663
Malmköpingsvägen 47,1595000.0,34.0,1.0,1.0,2926.0,46912.0,False,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,,0.029411764705882353,0,örby,älvsjö,5425907.446153847,,-0.36492890995260663
Bäckvägen 103,2695000.0,45.0,2.0,2.0,6000.0,59889.0,False,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,78291.57294554585,0.044444444444444446,0,midsommarkransen,central,5425907.446153847,,-0.36492890995260663
Kista Alléväg 33,3350000.0,89.5,4.0,7.0,4829.0,37430.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,43096.446700507615,0.0446927374301676,0,kista gård,central,5425907.446153847,,-0.36492890995260663
Ekholmsvägen 307 Lgh 1101,1995000.0,54.0,2.0,1.0,3869.0,36944.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,28194.541637508748,0.037037037037037035,0,skärholmen,central,5425907.446153847,,-0.36492890995260663
Sandhamnsgatan 75A,7895000.0,82.0,3.0,2.0,6352.0,96280.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,110136.75845499909,0.036585365853658534,0,gärdet,central,5425907.446153847,,-0.36492890995260663
"Ringstedsgatan 11, vån 2 av 2",1395000.0,36.5,1.0,2.0,3017.0,38219.0,True,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,31429.782424413675,0.0273972602739726,0,kista,central,5425907.446153847,,-0.36492890995260663
"Kammakargatan 64, 0,5tr",3495000.0,34.0,1.0,1.0,2124.0,102794.0,True,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,117447.03452345825,0.029411764705882353,0,vasastan,central,5425907.446153847,,-0.36492890995260663
"Åkerbladsgatan 2, vån 3",2495000.0,43.0,2.0,3.0,4112.0,58023.0,False,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,66972.82608695653,0.046511627906976744,0,hammarbyhöjden,central,5425907.446153847,,-0.36492890995260663
Johanneshovsvägen 153,3250000.0,50.0,2.0,3.0,3526.0,65000.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,61380.60846614972,0.04,0,årsta,central,5425907.446153847,,-0.36492890995260663
Pontonjärgatan 43,7000000.0,60.0,2.5,5.0,3699.0,116667.0,True,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,102600.0,0.041666666666666664,0,kungsholmen,nedre kungsholmen,5425907.446153847,,-0.36492890995260663
Blomsterkungsvägen 116C,1995000.0,54.2,2.0,2.0,4315.0,36808.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,36419.63487807992,0.03690036900369004,0,hässelby norra villastad,central,5425907.446153847,,-0.36492890995260663
Falköpingsvägen 19,1495000.0,25.0,1.0,1.0,1851.0,59800.0,False,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,66972.82608695653,0.04,0,hammarbyhöjden,central,5425907.446153847,,-0.36492890995260663
Valhallavägen 104,10900000.0,89.0,3.0,1.0,4296.0,122472.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,134408.60215053763,0.033707865168539325,0,övre östermalm,central,5425907.446153847,,-0.36492890995260663
Hagagatan 30,7750000.0,71.0,3.0,1.0,4394.0,109155.0,True,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,117447.03452345825,0.04225352112676056,0,vasastan,central,5425907.446153847,,-0.36492890995260663
"Luftskeppsgatan 4, 3tr",2095000.0,66.0,2.0,3.0,5086.0,31742.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,37376.792876079126,0.030303030303030304,0,skarpnäck,central,5425907.446153847,,-0.36492890995260663
Cedergrensvägen 40,2995000.0,51.0,2.0,1.0,4232.0,58725.0,False,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,78255.50660792952,0.0392156862745098,0,midsommarkransen,telefonplan,5425907.446153847,,-0.36492890995260663
Sveavägen 137,8400000.0,80.0,3.0,3.0,2911.0,105000.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,117447.03452345825,0.0375,0,vasastan,central,5425907.446153847,,-0.36492890995260663
Hammarbyterrassen 7,8995000.0,99.0,4.0,1.0,6372.0,90859.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,81976.21674635283,0.04040404040404041,0,hammarby sjöstad,central,5425907.446153847,,-0.36492890995260663
Sankt eriksgatan 112,14995000.0,140.0,6.0,5.0,6930.0,107107.0,True,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,117447.03452345825,0.04285714285714286,0,vasastan,central,5425907.446153847,,-0.36492890995260663
"Torsplan 10, vån 13",7195000.0,56.0,2.0,13.0,5280.0,128482.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,117447.03452345825,0.03571428571428571,0,vasastan,central,5425907.446153847,,-0.36492890995260663
Sankt Göransgatan 96,5295000.0,58.0,2.5,2.0,3021.0,91293.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,106695.5643549364,0.04310344827586207,0,kungsholmen,central,5425907.446153847,,-0.36492890995260663
"Kolbäcksgränd 14, 6tr",2800000.0,56.0,2.5,6.0,4301.0,50000.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,58966.89497716895,0.044642857142857144,0,bagarmossen,central,5425907.446153847,,-0.36492890995260663
"Polhemsgatan 38, 1,5tr",7150000.0,71.0,3.0,1.0,5190.0,100704.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,106695.5643549364,0.04225352112676056,0,kungsholmen,central,5425907.446153847,,-0.36492890995260663
"Mariehällsvägen 30J, vån 16/16",8995000.0,92.0,3.0,16.0,5653.0,97772.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,61813.373118133735,0.03260869565217391,0,bromma,mariehäll,5425907.446153847,,-0.36492890995260663
Mariehällsvägen 30J,7995000.0,85.0,3.0,7.0,5374.0,94059.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,61813.373118133735,0.03529411764705882,0,bromma,mariehäll,5425907.446153847,,-0.36492890995260663
Skeppargatan 14,24000000.0,139.0,5.0,3.0,5300.0,172662.0,False,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,139209.15807716866,0.03597122302158273,0,östermalm,central,5425907.446153847,,-0.36492890995260663
Sockenplan 353 A,4895000.0,55.0,4.0,1.0,3581.0,89000.0,False,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,56898.9280245023,0.07272727272727272,0,enskede,central,5425907.446153847,,-0.36492890995260663
"Klockelundsvägen 14, vån 4/4",2395000.0,40.0,2.0,4.0,2622.0,59875.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,46701.76192522561,0.05,0,farsta,central,5425907.446153847,,-0.36492890995260663
Wennerbergsgatan 6B,3695000.0,47.0,2.0,3.0,2995.0,78617.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,87500.0,0.0425531914893617,0,marieberg,central,5425907.446153847,,-0.36492890995260663
Sturegatan 19,28000000.0,203.0,4.0,5.0,11232.0,137931.0,False,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,139209.15807716866,0.019704433497536946,0,östermalm,central,5425907.446153847,,-0.36492890995260663
Sköntorpsvägen 45,2995000.0,54.2,2.5,2.0,4096.0,55258.0,False,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,61380.60846614972,0.046125461254612546,0,årsta,central,5425907.446153847,,-0.36492890995260663
Valborgsmässovägen 20B,3495000.0,49.0,2.0,2.0,3622.0,71327.0,True,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,,0.04081632653061224,0,telefonplan,hägersten,5425907.446153847,,-0.36492890995260663
Östermalmsgatan 42,32000000.0,169.0,5.0,4.0,8031.0,189349.0,False,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,139209.15807716866,0.029585798816568046,0,östermalm,central,5425907.446153847,,-0.36492890995260663
"Hökens gata 8B, 1tr",6395000.0,57.0,2.0,1.0,4516.0,112193.0,False,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,,0.03508771929824561,0,mosebacke,södermalm,5425907.446153847,,-0.36492890995260663
"Valhallavägen 22C, 5tr",3995000.0,37.0,2.0,5.0,2735.0,107973.0,True,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,139209.15807716866,0.05405405405405406,0,östermalm,central,5425907.446153847,,-0.36492890995260663
Masugnsvägen 68,8290000.0,112.0,5.0,3.0,7340.0,74018.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,62070.93821510297,0.044642857142857144,0,bromma,central,5425907.446153847,,-0.36492890995260663
Masugnsvägen 68,8940000.0,112.0,5.0,6.0,7340.0,79821.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,62070.93821510297,0.044642857142857144,0,bromma,central,5425907.446153847,,-0.36492890995260663
Nina Einhorns Gata 8,3750000.0,39.0,1.0,1.0,2870.0,96154.0,True,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,95456.05306799337,0.02564102564102564,0,hagastaden,central,5425907.446153847,,-0.36492890995260663
Pontonjärgatan 5,12995000.0,98.0,3.0,2.0,3526.0,132602.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,106695.5643549364,0.030612244897959183,0,kungsholmen,central,5425907.446153847,,-0.36492890995260663
"Sköndalsvägen 100, 4tr",2795000.0,72.5,3.0,4.0,5610.0,38552.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,44658.53658536585,0.041379310344827586,0,sköndal,central,5425907.446153847,,-0.36492890995260663
Oskarslundsbacken 26,4795000.0,76.0,3.0,1.0,5441.0,63092.0,True,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,77381.6495851635,0.039473684210526314,0,liljeholmskajen,central,5425907.446153847,,-0.36492890995260663
Tegelbruksvägen 42,5995000.0,75.0,4.0,1.0,5669.0,79933.0,True,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,78291.57294554585,0.05333333333333334,0,midsommarkransen,central,5425907.446153847,,-0.36492890995260663
Guldsmedsvägen 3,1995000.0,30.0,1.0,0.0,2192.0,66500.0,False,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,106913.8418079096,0.03333333333333333,0,gamla enskede,central,5425907.446153847,,-0.36492890995260663
"Nykroppagatan 21, vån 2/3",2450000.0,78.0,3.0,2.0,4778.0,31410.0,False,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,46701.76192522561,0.038461538461538464,0,farsta,central,5425907.446153847,,-0.36492890995260663
Nivå,4495000.0,59.0,3.0,1.0,4339.0,76186.0,False,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,69978.61724875268,0.05084745762711865,0,mariehäll,central,5425907.446153847,,-0.36492890995260663
"Essinge Brogata 23, 3 tr",2795000.0,31.0,1.0,3.0,2316.0,90161.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,,0.03225806451612903,0,kungsholmen,lilla essingen,5425907.446153847,,-0.36492890995260663
Kista gårdsväg 16,1850000.0,44.6,2.0,1.0,4371.0,41480.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,31429.782424413675,0.04484304932735426,0,kista,central,5425907.446153847,,-0.36492890995260663
Snödroppsgränd 28,1995000.0,40.0,2.0,1.0,4383.0,49875.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,36419.63487807992,0.05,0,hässelby norra villastad,central,5425907.446153847,,-0.36492890995260663
Arbetargatan 33C,6695000.0,67.0,3.0,1.0,4388.0,99925.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,106695.5643549364,0.04477611940298507,0,kungsholmen,central,5425907.446153847,,-0.36492890995260663
Redskapsvägen 76,4195000.0,105.0,4.0,1.0,6278.0,39952.0,False,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,,0.0380952380952381,0,vällingby johannelund,central,5425907.446153847,,-0.36492890995260663
Drottningholmsvägen 31,2750000.0,32.0,2.0,2.0,1990.0,85938.0,True,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,106695.5643549364,0.0625,0,kungsholmen,central,5425907.446153847,,-0.36492890995260663
Barnängs tvärgränd 5,3900000.0,48.0,2.0,4.0,3412.0,81250.0,True,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,,0.041666666666666664,0,södermalm,vintertullstorget,5425907.446153847,,-0.36492890995260663
Stamgatan 10,2890000.0,95.0,5.0,1.0,6909.0,30421.0,False,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,,0.05263157894736842,0,älvsjö,östberga,5425907.446153847,,-0.36492890995260663
Porkalagatan 5,1695000.0,64.6,3.0,1.0,4249.0,26238.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,27736.7360644728,0.04643962848297214,0,akalla,central,5425907.446153847,,-0.36492890995260663
"Roslagsgatan 29A, 4tr",2950000.0,24.0,1.0,4.0,2122.0,122917.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,117447.03452345825,0.041666666666666664,0,vasastan,central,5425907.446153847,,-0.36492890995260663
Parkgatan 14,3590000.0,30.0,1.0,3.0,2586.0,119667.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,108156.95600475624,0.03333333333333333,0,kungsholmen,fridhemsplan,5425907.446153847,,-0.36492890995260663
Tranebergsplan 8,1995000.0,31.0,1.0,1.0,2963.0,64355.0,False,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,69444.8634786544,0.03225806451612903,0,bromma,traneberg,5425907.446153847,,-0.36492890995260663
Virkesvägen 13,2700000.0,34.0,1.0,1.0,2723.0,79412.0,True,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,81976.21674635283,0.029411764705882353,0,hammarby sjöstad,central,5425907.446153847,,-0.36492890995260663
Oskarslundsbacken 7,3995000.0,53.0,2.0,1.0,3429.0,75377.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,77381.6495851635,0.03773584905660377,0,liljeholmskajen,central,5425907.446153847,,-0.36492890995260663
Kungsbro strand 17,2395000.0,27.0,1.0,1.0,3011.0,88704.0,True,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,106695.5643549364,0.037037037037037035,0,kungsholmen,central,5425907.446153847,,-0.36492890995260663
Jämtlandsgatan 90,1895000.0,59.0,2.0,1.0,4838.0,32119.0,False,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,37882.90398126464,0.03389830508474576,1,vällingby centrum,central,5425907.446153847,,-0.36492890995260663
Spikskogatan 14,2995000.0,52.0,2.0,4.0,3696.0,57596.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,59948.78361075544,0.038461538461538464,0,älvsjö,central,5425907.446153847,,-0.36492890995260663
Cedergrensvägen 4,2395000.0,27.0,1.0,1.0,2418.0,88704.0,True,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,78291.57294554585,0.037037037037037035,0,midsommarkransen,central,5425907.446153847,,-0.36492890995260663
Källvretsslingan 17A,6950000.0,127.0,5.0,5.0,6542.0,54724.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,44658.53658536585,0.03937007874015748,0,sköndal,central,5425907.446153847,,-0.36492890995260663
Valhallavägen 22C,3550000.0,35.0,1.0,4.0,2792.0,101429.0,False,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,90535.71428571429,0.02857142857142857,0,vasastan,östermalm,5425907.446153847,,-0.36492890995260663
"Tellusborgsvägen 13, vån 3 av 3",3995000.0,54.0,2.0,3.0,3074.0,73981.0,False,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,83333.33333333333,0.037037037037037035,0,gamla midsommarkransen,central,5425907.446153847,,-0.36492890995260663
Erik Dahlbergsgatan 41,4750000.0,45.0,2.0,4.0,2489.0,105556.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,110136.75845499909,0.044444444444444446,0,gärdet,central,5425907.446153847,,-0.36492890995260663
"Ninni Kronbergs gata 10, 3tr",4595000.0,46.0,2.0,3.0,4230.0,99891.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,105653.02144249513,0.043478260869565216,0,vasastan,hagastaden,5425907.446153847,,-0.36492890995260663
Linnégatan 39 A,11500000.0,81.0,3.0,4.0,4055.0,141975.0,True,False,,,2024-09-16 21:23:23.530581,2024,9,4,0,139209.15807716866,0.037037037037037035,0,östermalm,central,5425907.446153847,,-0.36492890995260663
Grev Turegatan 64,8250000.0,60.0,2.0,4.0,3829.0,137500.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,139209.15807716866,0.03333333333333333,0,östermalm,central,5425907.446153847,,-0.36492890995260663
Grimstagatan 66,1745000.0,80.0,3.0,3.0,6319.0,21813.0,False,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,31956.521739130436,0.0375,0,vällingby,grimsta,5425907.446153847,,-0.36492890995260663
"Hagaesplanaden 61, 9tr",6995000.0,70.5,3.0,9.0,5672.0,99220.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,105653.02144249513,0.0425531914893617,0,vasastan,hagastaden,5425907.446153847,,-0.36492890995260663
"Lidnersplan 10, 4tr",3300000.0,32.0,2.0,4.0,1880.0,103125.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,106695.5643549364,0.0625,0,kungsholmen,central,5425907.446153847,,-0.36492890995260663
Surbrunnsgatan 58,6750000.0,54.0,2.0,2.0,2865.0,125000.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,117447.03452345825,0.037037037037037035,0,vasastan,central,5425907.446153847,,-0.36492890995260663
Valhallavägen 69,6950000.0,77.0,3.0,5.0,4673.0,90260.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,139209.15807716866,0.03896103896103896,0,östermalm,central,5425907.446153847,,-0.36492890995260663
"Byggmästarvägen 1, vån 1",4995000.0,76.0,3.0,1.0,5174.0,65724.0,False,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,57723.13296903461,0.039473684210526314,0,abrahamsberg,central,5425907.446153847,,-0.36492890995260663
Närkesgatan 4,7950000.0,69.0,3.0,5.0,2376.0,115217.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,114879.15407854985,0.043478260869565216,0,södermalm,sofo,5425907.446153847,,-0.36492890995260663
Igeldammsgatan 22D,11000000.0,89.0,3.0,1.0,7187.0,123596.0,True,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,106695.5643549364,0.033707865168539325,0,kungsholmen,central,5425907.446153847,,-0.36492890995260663
Sankt Eriksgatan 72,7150000.0,64.0,2.0,3.0,2106.0,111719.0,False,True,,,2024-09-16 21:23:23.530581,2024,9,4,0,,0.03125,0,vasastan,s:t eriksplan,5425907.446153847,,-0.36492890995260663
