link,exact_address,price,size,rooms,floor,monthly_fee,price_per_sqm,has_elevator,has_balcony,latitude,longitude,date,main_neighborhood,sub_neighborhood,year,month,season,rooms_per_sqm,is_central,seasonal_price_trend,price_change_pct,monthly_price_change,location_avg_price_per_sqm,location_avg_price_per_sqm_sub,months_since_sale,predicted_price
https://www.hemnet.se/bostad/lagenhet-3rum-johanneshov-stockholms-kommun-skulptorvagen-14-21359112,Skulptörvägen 14,4495000,79.0,3.0,1,5336.0,56898.73417721519,True,True,,,2024-09-19 15:35:01.568814,johanneshov,central,2024,9,4,0.0379746835443038,0,77524.84182798317,,0.9067489730567821,63522.9665529336,76758.71351259395,0.1314060446780552,4392398.546166667
https://www.hemnet.se/bostad/lagenhet-1rum-spanga-bromsten-stockholms-kommun-bygardesvagen-4-21359152,Bygärdesvägen 4,1295000,28.0,1.0,2,2003.0,46250.0,False,False,,,2024-09-19 15:35:01.568814,spånga,bromsten,2024,9,4,0.03571428571428571,0,77524.84182798317,,0.9067489730567821,36070.44463898207,37581.98429463012,0.1314060446780552,1571086.745833334
https://www.hemnet.se/bostad/lagenhet-2rum-abrahamsberg-stockholms-kommun-arkitektvagen-85-21377444,Arkitektvägen 85,2850000,48.0,2.0,1,3571.0,59375.0,False,True,,,2024-08-27 15:35:01.568814,abrahamsberg,central,2024,8,3,0.041666666666666664,0,77036.65097520345,,-0.46946677415226534,55663.65050771222,76758.71351259395,0.8869908015768725,2700340.177761904
https://www.hemnet.se/bostad/lagenhet-3rum-fruangen-stockholms-kommun-eva-bonniers-gata-9-21378300,Eva bonniers gata 9,3495000,72.0,3.0,3,4160.0,48541.666666666664,False,True,,,2024-09-15 15:35:01.568814,fruängen,central,2024,9,4,0.041666666666666664,0,77524.84182798317,,0.9067489730567821,47997.573193740456,76758.71351259395,0.2628120893561104,3525351.812166667
"https://www.hemnet.se/bostad/lagenhet-3rum-vallingby-centrum-stockholms-kommun-vittangigatan-51,-2,5-tr-21381744",Vittangigatan 51,2495000,70.0,3.0,3,5678.0,35642.857142857145,False,False,,,2024-09-14 15:35:01.568814,vällingby  centrum,central,2024,9,4,0.04285714285714286,1,77524.84182798317,,0.9067489730567821,,76758.71351259395,0.2956636005256242,2826442.3161904756
https://www.hemnet.se/bostad/lagenhet-3rum-hagsatra-stockholms-kommun-lillhagsvagen-18-21372436,Lillhagsvägen 18,2100000,69.0,3.0,3,6314.0,30434.782608695652,True,True,,,2024-09-16 15:35:01.568814,hagsätra,central,2024,9,4,0.043478260869565216,0,77524.84182798317,,0.9067489730567821,30239.409599468196,76758.71351259395,0.22996057818659657,2088827.2311428562
https://www.hemnet.se/bostad/lagenhet-3rum-vasastan-norrmalm-stockholms-kommun-dalagatan-6-21386242,Dalagatan 6,6895000,69.0,3.0,1,2606.0,99927.53623188406,True,False,,,2024-08-28 15:35:01.568814,vasastan,norrmalm,2024,8,3,0.043478260869565216,0,77036.65097520345,,-0.46946677415226534,110199.03490104647,111098.08485370789,0.8541392904073587,6760811.329011905
https://www.hemnet.se/bostad/lagenhet-2rum-ostermalm-stockholms-kommun-brahegatan-27-21387265,Brahegatan 27,5500000,48.0,2.0,1,1768.0,114583.33333333333,True,False,,,2024-08-28 15:35:01.568814,östermalm,central,2024,8,3,0.041666666666666664,0,77036.65097520345,,-0.46946677415226534,124571.30769854224,76758.71351259395,0.8541392904073587,5307851.884738095
https://www.hemnet.se/bostad/lagenhet-2rum-skondal-stockholms-kommun-perstorpsvagen-108-21388088,Perstorpsvägen 108,2195000,35.0,2.0,5,2328.0,62714.28571428572,True,True,,,2024-08-25 15:35:01.568814,sköndal,central,2024,8,3,0.05714285714285714,0,77036.65097520345,,-0.46946677415226534,42292.13454601073,76758.71351259395,0.9526938239159001,1910732.9602857144
https://www.hemnet.se/bostad/lagenhet-4rum-hogdalen-stockholms-kommun-skebokvarnsvagen-366-21388383,Skebokvarnsvägen 366,3300000,92.5,4.0,3,8185.0,35675.67567567567,True,True,,,2024-09-09 15:35:01.568814,högdalen,central,2024,9,4,0.043243243243243246,0,77524.84182798317,,0.9067489730567821,43083.06755250286,76758.71351259395,0.45992115637319314,3299481.962277777
https://www.hemnet.se/bostad/lagenhet-2rum-sodermalm-sofo-stockholms-kommun-bjurholmsplan-23a-21388553,Bjurholmsplan 23A,4795000,61.0,2.0,1,4817.0,78606.55737704918,True,False,,,2024-09-08 15:35:01.568814,södermalm,sofo,2024,9,4,0.03278688524590164,0,77524.84182798317,,0.9067489730567821,94305.73479728837,98579.35544416348,0.49277266754270693,4803881.914261905
https://www.hemnet.se/bostad/lagenhet-3rum-arsta-stockholms-kommun-branningevagen-30b-21388872,Bränningevägen 30B,5775000,78.0,3.0,3,4698.0,74038.46153846153,True,True,,,2024-09-23 15:35:01.568814,årsta,central,2024,9,4,0.038461538461538464,0,77524.84182798317,,0.9067489730567821,56171.60279000774,76758.71351259395,0.0,5837289.857488093
"https://www.hemnet.se/bostad/lagenhet-2rum-midsommarkransen-telefonplan-stockholms-kommun-tellusborgsvagen-94,-uteplats-21402739",Tellusborgsvägen 94,2695000,39.0,2.0,1,2798.0,69102.56410256411,True,False,,,2024-08-28 15:35:01.568814,midsommarkransen,telefonplan,2024,8,3,0.05128205128205128,0,77036.65097520345,,-0.46946677415226534,71274.70464202076,68127.93594352162,0.8541392904073587,2674264.4139880957
https://www.hemnet.se/bostad/lagenhet-2rum-sodermalm-hornstull-stockholms-kommun-heleneborgsgatan-25b-21408963,Heleneborgsgatan 25B,5575000,56.0,2.0,4,3325.0,99553.57142857143,False,True,,,2024-09-02 15:35:01.568814,södermalm,hornstull,2024,9,4,0.03571428571428571,0,77524.84182798317,,0.9067489730567821,94305.73479728837,96875.2843146493,0.6898817345597897,5636961.143476188
"https://www.hemnet.se/bostad/lagenhet-2rum-kista-stockholms-kommun-sorogatan-13,-1-tr-20310836",Sorögatan 13,1700000,45.0,2.0,2,2864.0,37777.77777777778,True,False,,,2024-09-14 15:35:01.568814,kista,central,2024,9,4,0.044444444444444446,0,77524.84182798317,,0.9067489730567821,30927.4714275923,76758.71351259395,0.2956636005256242,1574433.5739047623
https://www.hemnet.se/bostad/lagenhet-1rum-kungsholmen-stora-essingen-stockholms-kommun-flottbrovagen-25-21409952,Flottbrovägen 25,2495000,33.0,1.0,1,1869.0,75606.06060606061,False,False,,,2024-09-19 15:35:01.568814,kungsholmen,stora essingen,2024,9,4,0.030303030303030304,0,77524.84182798317,,0.9067489730567821,95400.3342479712,79108.64992380606,0.1314060446780552,2528654.7224999997
https://www.hemnet.se/bostad/lagenhet-3rum-gardet-stockholms-kommun-smedsbacksgatan-7-21409946,Smedsbacksgatan 7,8495000,77.0,3.0,8,4833.0,110324.67532467532,True,True,,,2024-08-31 15:35:01.568814,gärdet,central,2024,8,3,0.03896103896103896,0,77036.65097520345,,-0.46946677415226534,101969.7935693269,76758.71351259395,0.7555847568988173,8506453.769690473
"https://www.hemnet.se/bostad/lagenhet-1rum-vasastan-sibirien-stockholms-kommun-roslagsgatan-41,-3tr-21410063",Roslagsgatan 41,3650000,34.0,1.0,3,2521.0,107352.94117647059,False,False,,,2024-09-21 15:35:01.568814,vasastan,sibirien,2024,9,4,0.029411764705882353,0,77524.84182798317,,0.9067489730567821,110199.03490104647,100546.00321454472,0.0657030223390276,3591504.266738095
https://www.hemnet.se/bostad/lagenhet-2rum-ostermalm-stockholms-kommun-nybrogatan-85-21410070,Nybrogatan 85,5950000,44.0,2.0,2,2144.0,135227.27272727274,False,False,,,2024-08-31 15:35:01.568814,östermalm,central,2024,8,3,0.045454545454545456,0,77036.65097520345,,-0.46946677415226534,124571.30769854224,76758.71351259395,0.7555847568988173,5105541.0893809525
https://www.hemnet.se/bostad/lagenhet-3rum-kungsholmen-stockholms-kommun-svarvargatan-7-21410050,Svarvargatan 7,8950000,93.0,3.0,1,5191.0,96236.55913978495,True,False,,,2024-08-29 15:35:01.568814,kungsholmen,central,2024,8,3,0.03225806451612903,0,77036.65097520345,,-0.46946677415226534,95400.3342479712,76758.71351259395,0.8212877792378449,8815096.350912696
"https://www.hemnet.se/bostad/lagenhet-2rum-kungsholmen-kungsholms-strand-stockholms-kommun-kronobergsgatan-28,-2tr-21410080",Kronobergsgatan 28,6500000,65.0,2.0,2,4370.0,100000.0,True,True,,,2024-09-19 15:35:01.568814,kungsholmen,kungsholms strand,2024,9,4,0.03076923076923077,0,77524.84182798317,,0.9067489730567821,95400.3342479712,,0.1314060446780552,6556456.842333334
"https://www.hemnet.se/bostad/lagenhet-1,5rum-vasastan-stockholms-kommun-radmansgatan-75-21410087",Rådmansgatan 75,3795000,35.0,1.5,6,3171.0,108428.57142857143,True,False,,,2024-08-24 15:35:01.568814,vasastan,central,2024,8,3,0.04285714285714286,0,77036.65097520345,,-0.46946677415226534,110199.03490104647,76758.71351259395,0.9855453350854139,3793625.0940357163
"https://www.hemnet.se/bostad/lagenhet-2rum-vasastan-roda-bergen-stockholms-kommun-torsgatan-74,-3tr-21410075",Torsgatan 74,4650000,52.0,2.0,3,4437.0,89423.07692307692,True,False,,,2024-08-24 15:35:01.568814,vasastan,röda bergen,2024,8,3,0.038461538461538464,0,77036.65097520345,,-0.46946677415226534,110199.03490104647,101734.57806611418,0.9855453350854139,4757265.296519843
