exact_address,price,size,rooms,monthly_fee,price_per_sqm,location,has_elevator,has_balcony,ending_price,price_change_percentage,ending_price_per_sqm
Siljansvägen 20,,44.5,2.0,3980,,"Årsta, Stockholms kommun",False,True,3050000,+22 %,68539
Sibyllegatan 83,,54.0,2.0,2214,,"Östermalm, Stockholms kommun",False,True,7800000,+4 %,144444
Ingemarsgatan 5,,40.0,2.0,2170,,"Vasastan / Sibirien, Stockholms kommun",True,False,3775000,+1 %,94375
"Karlsviksgatan 6, 3 tr",,38.5,2.0,2623,,"Kungsholmen Norr Mälarstrand, Stockholms kommun",True,False,3825000,+9 %,99351
Glädjevägen 2B,,95.0,4.0,6947,,"Hässelby Norra Villastad, Stockholms kommun",True,True,2420000,+1 %,25474
Västerled 24a,,48.0,2.0,2796,,"Äppelviken, Stockholms kommun",False,False,3705000,±0 %,77188
Gamla Huddingevägen 457,,48.5,2.0,3343,,"Älvsjö - Örby, Stockholms kommun",False,True,2550000,+11 %,52577
"Sibeliusgången 46, 6 tr",,45.6,2.0,3187,,"Akalla, Stockholms kommun",True,True,1360000,+5 %,29825
"Rangstagatan 18, vån 14 av 15",,85.0,4.5,5701,,"Högdalen, Stockholms kommun",True,True,4000000,+1 %,47059
Wergelandsgatan 46G,,32.0,1.0,2857,,"Blackeberg, Stockholms kommun",True,False,1800000,-5 %,56250
Storsjövägen 57,,45.0,2.0,3446,,"Årsta, Stockholms kommun",False,True,2800000,+17 %,62222
"Fridhemsgatan 29A, vån 4 & 5 etage",,,3.5,7156,,"Kungsholmen - Fridhemsplan, Stockholms kommun",True,True,12000000,+4 %,116505
Borgargatan 18,,82.0,3.0,5390,,"Södermalm, Stockholms kommun",True,True,9550000,±0 %,116463
Knypplerskevägen 12,,42.0,2.0,3937,,"Bromma / Åkeshov, Stockholms kommun",False,False,2270000,+8 %,54048
Renstiernas gata 20,,112.0,4.0,6769,,"Södermalm, Stockholms kommun",True,True,13000000,+8 %,116071
Polhemsgatan 27,,78.5,3.0,3682,,"Kungsholmen, Stockholms kommun",True,False,7200000,+7 %,91720
"Polhemsgatan 33, 3tr",,34.0,1.0,2152,,"Kungsholmen, Stockholms kommun",True,False,3320000,+4 %,97647
Bråviksvägen 18,,39.5,2.0,3367,,"Årsta, Stockholms kommun",False,True,2650000,+11 %,67089
Hildebergsvägen 2,,76.5,3.0,5519,,"Liljeholmskajen - Årstaberg, Stockholms kommun",True,True,5100000,+2 %,66667
"Hanna Paulis gata 4, 1 tr",,87.0,4.0,5117,,"Fruängen, Stockholms kommun",False,True,4100000,+3 %,47126
Finn Malmgrens väg 4B,,74.0,3.0,5906,,"Hammarbyhöjden, Stockholms kommun",True,True,5500000,+10 %,74324
Kinnekullevägen 33,,50.0,2.5,5127,,"Traneberg, Stockholms kommun",False,False,3270000,,65400
"Bergsgatan 31, 4 tr",,120.0,4.0,5777,,"Kungsholmen Rådhuset, Stockholms kommun",True,False,13300000,+2 %,110833
Värtavägen 16,,19.0,1.0,798,,"Östermalm, Stockholms kommun",True,False,2600000,-5 %,136842
Gjutargatan 12,,46.0,2.0,2346,,"Kungsholmen, Stockholms kommun",True,False,4140000,+5 %,90000
Högalidsgatan 38 B,,55.0,2.0,2015,,"Högalid, Stockholms kommun",True,False,5310000,+8 %,96545
"Grönbrinksgatan 8, 2 tr",,114.0,4.0,6546,,"Liljeholmskajen, Stockholms kommun",True,True,7650000,-1 %,67105
Eldsbergagränd 4,,64.0,2.0,5427,,"Östberga, Stockholms kommun",True,False,2500000,±0 %,39063
"Lina Sandells plan 15, 3 tr",,66.0,3.0,4443,,"Fruängen, Stockholms kommun",False,False,3175000,+6 %,48106
Borensvägen 41,,68.0,4.0,5092,,"Årsta, Stockholms kommun",False,True,4315000,+24 %,63456
Heleneborgsgatan 10B,,68.4,3.0,4662,,"Södermalm - Högalid, Stockholms kommun",True,True,8080000,+18 %,118129
"Drottningholmsvägen 64, 5 tr",,107.5,4.0,5187,,"Kungsholmen, Stockholms kommun",True,True,8950000,+1 %,83256
"Stavangergatan 20, våning 4",,80.0,3.0,6655,,"Husby, Stockholms kommun",True,True,2200000,±0 %,27500
Rangstagatan 18,,66.0,3.0,4499,,"Bandhagen / Högdalen, Stockholms kommun",True,True,3175000,+10 %,48106
"Gästrikegatan 16A, 2 tr",,52.0,2.0,1939,,"Vasastan Odenplan, Stockholms kommun",False,True,7120000,+14 %,136923
BJÖRNSONSGATAN 118,,59.0,3.0,3539,,"Bromma - Blackeberg, Stockholms kommun",False,True,2800000,+12 %,47458
Vapengatan 14,,44.0,2.0,3351,,"Aspudden, Stockholms kommun",False,True,3420000,+14 %,77727
"Norrtullsgatan 41, 5tr",,109.0,4.0,5061,,"Vasastan, Stockholms kommun",True,True,13000000,±0 %,119266
,,,,,,,False,False,,,
,,,,,,,False,False,,,
"Konstgjutarvägen 36, 3 tr",,39.2,2.0,2453,,"Johanneshov - Globen, Stockholms kommun",False,True,3150000,+17 %,80357
"Upplandsgatan 67, 3 tr",,77.0,3.0,4473,,"Vasastan, Stockholms kommun",True,True,11100000,+17 %,144156
Krukmakargatan 64,,61.0,3.0,3595,,"Södermalm, Stockholms kommun",False,True,6800000,+13 %,111475
Slalomvägen 12,,58.0,2.0,4097,,"Västertorp, Stockholms kommun",False,True,2995000,±0 %,51638
"Bergsundsgatan 21, 5tr",,88.0,4.0,4379,,"Södermalm Högalid, Stockholms kommun",True,True,12325000,+30 %,140057
"Fridhemsplan 29, 1,5 tr",,28.0,2.0,2241,,"Kungsholmen, Stockholms kommun",False,False,2995000,-6 %,106964
Spångavägen 30,,53.0,3.0,4978,,"Bromma Riksby, Stockholms kommun",False,False,2775000,+16 %,52358
"Brattforsgatan 3, 3tr",,54.5,2.0,4080,,"Farsta Strand, Stockholms kommun",True,True,2550000,+14 %,46789
Prästgårdsgränd 14A,,77.0,3.0,4563,,"Älvsjö centrum, Stockholms kommun",False,False,3420000,-2 %,44416
"Kratsbodavägen 44A, 6 tr",,55.0,2.0,3350,,"Bromma - Mariehäll, Stockholms kommun",True,True,3900000,+4 %,70909
Torsgatan 70,,76.0,2.0,4199,,"Vasastan, Stockholms kommun",True,False,7995000,+7 %,105197
Follingbogatan 18,,24.0,1.0,2875,,"Beckomberga, Stockholms kommun",True,False,1400000,-6 %,58333
Duvnäsgatan 5B,,51.0,2.0,2481,,"Södermalm - Sofia, Stockholms kommun",True,False,5330000,+19 %,104510
"Gyllenstiernsgatan 19, 1 tr.",,19.0,1.0,1001,,"Östermalm, Stockholms kommun",True,False,2540000,+2 %,133684
Västmannagatan 54,,52.0,2.0,1054,,"VASASTAN, Stockholms kommun",True,True,6750000,+4 %,129808
Fågelstavägen 40,,67.0,3.0,4443,,"Bandhagen, Stockholms kommun",False,True,3270000,+17 %,48806
Älvsåkersgränd 43,,83.0,3.0,5389,,"Östberga - Älvsjö, Stockholms kommun",True,True,2380000,-8 %,28675
"Blanchegatan 4, 1 tr",,48.0,2.0,3069,,"Östermalm Gärdet, Stockholms kommun",True,True,5100000,+16 %,106250
Nynäsvägen 335,,114.0,3.0,6251,,"Gamla Enskede, Stockholms kommun",False,False,6850000,+5 %,60088
"Skönviksvägen 307, 2 tr",,69.0,3.5,5490,,"Stureby - Enskede, Stockholms kommun",False,True,4000000,+3 %,57971
Follingbogatan 16,,93.0,3.0,5158,,"Bromma Beckomberga, Stockholms kommun",True,True,5050000,+1 %,54301
Hundlokegränd 28,,54.0,2.0,4674,,"Hässelby - Lövsta Allé, Stockholms kommun",True,False,1795000,±0 %,33241
"Skridskovägen 16, 2tr",,54.0,2.0,3348,,"Västertorp - Hägerstensåsen, Stockholms kommun",False,True,3260000,+14 %,60370
"Skrinvägen 5, 2,5tr",,68.0,3.0,4916,,"Gubbängen, Stockholms kommun",False,True,3510000,+21 %,51618
Knypplerskevägen 23,,42.5,2.0,4286,,"Bromma Åkeshov, Stockholms kommun",False,False,2540000,+16 %,59765
Vitalisvägen 3,,34.5,2.0,2198,,"Kungsholmen - Fredhäll, Stockholms kommun",False,False,3150000,+32 %,91304
"Erik Dahlbergsgatan 29 A, 5 av 5 tr",,56.0,2.0,4014,,"Nedre Gärdet, Stockholms kommun",True,True,7450000,+18 %,133036
"Katarina Västra Kyrkogata 4B, 2tr",,61.0,2.0,4787,,"Södermalm - Mosebacke, Stockholms kommun",False,False,5690000,±0 %,93279
"Hagagatan 37, 1tr",,34.0,1.0,2523,,"Vasastan, Stockholms kommun",True,False,3300000,+6 %,97059
Grubbens Gata 3,,95.0,3.0,3602,,"Kungsholmen, Stockholms kommun",True,True,10850000,+9 %,114211
Hägervägen 9,,26.0,1.0,1868,,"Tallkrogen, Stockholms kommun",False,True,1990000,+11 %,76538
"Åsögatan 157, 2tr",,31.0,1.0,1826,,"Södermalm, Stockholms kommun",False,True,3400000,+14 %,109677
"Love Almqvists väg 4B, 5tr",,38.0,2.0,3405,,"Kristineberg Kungsholmen, Stockholms kommun",True,True,3400000,+7 %,89474
Tvätterskevägen 6,,53.0,2.5,3025,,"Kungsholmen - Stora Essingen, Stockholms kommun",False,True,3495000,±0 %,65943
Tomtebobarnens gata 9,,101.0,4.0,4921,,"Annedal, Stockholms kommun",True,True,6200000,±0 %,61386
"Karlaplan 15 A, 4 tr",,38.0,1.5,2026,,"Östermalm, Stockholms kommun",True,True,5500000,+25 %,144737
Sköndalsvägen 126,,73.0,3.0,3903,,"Sköndal, Stockholms kommun",True,False,3000000,+20 %,41096
Sankt Eriksgatan 85B,,35.5,2.0,1039,,"Stockholm, Stockholms kommun",True,False,4270000,+13 %,120282
Rämensvägen 28,,44.5,2.0,3634,,"Årsta, Stockholms kommun",False,True,2760000,+11 %,62022
Stövelvägen 5,,82.9,3.0,6550,,"Hägersten, Stockholms kommun",True,True,2900000,+2 %,34982
Lofotengatan 35,,76.0,3.0,6180,,"Kista, Stockholms kommun",True,False,1400000,-12 %,18421
"Kaskögatan 4, 1 tr",,75.5,3.0,4951,,"Akalla, Stockholms kommun",True,True,2100000,+5 %,27815
Drivbänksvägen 11A,,94.0,4.0,5967,,"Hässelby Norra Villastad, Stockholms kommun",True,True,3500000,±0 %,37234
Adventsvägen 1,,114.0,4.0,5767,,"Midsommarkransen, Stockholms kommun",True,False,6800000,-3 %,59649
Responsgatan 18,,37.0,1.5,2622,,"Telefonplan, Stockholms kommun",True,True,2605000,+4 %,70405
"Tomtebogatan 39, 4tr",,74.0,3.0,3958,,"Birkastan - Vasastan, Stockholms kommun",True,True,10500000,+11 %,141892
"Birger Jarlsgatan 131A, 1,5tr",,84.0,4.0,2039,,"Vasastan, Stockholms kommun",True,True,10250000,+8 %,122024
Kungsholms strand 165,,85.0,2.0,5175,,"Kungsholmen, Stockholms kommun",True,False,7700000,+13 %,90588
"Tussmötevägen 120E, vån 4",,28.5,1.0,2894,,"Enskede - Stureby, Stockholms kommun",True,True,2300000,+7 %,80702
"Hornsgatan 70, 2 tr",,70.0,2.0,3979,,"Södermalm, Stockholms kommun",True,True,7500000,+8 %,107143
,,,,,,,False,False,,,
,,,,,,,False,False,,,
Artillerigatan 85,,60.0,2.0,2934,,"Gärdet, Stockholms kommun",True,True,6700000,+7 %,111667
Svarvargatan 20 - 3tr,,38.0,2.0,1583,,"Kungsholmen, Stockholms kommun",True,True,4200000,+8 %,110526
"Döbelnsgatan 95, 2 tr",,44.0,2.5,1554,,"Vasastan, Stockholms kommun",True,False,5500000,+5 %,125000
Dalgränd 56,,79.0,3.0,5006,,"Enskededalen, Stockholms kommun",True,True,3625000,+4 %,45886
Sköndalsvägen 126,,85.0,4.0,4845,,"Sköndal, Stockholms kommun",False,False,3650000,+2 %,42941
Blackebergsbacken 5,,94.5,4.0,6230,,"Bromma - Blackeberg, Stockholms kommun",True,True,5450000,±0 %,57672
Bråviksvägen 5,,78.0,3.0,6145,,"Årsta, Stockholms kommun",False,True,4430000,+1 %,56795
Wallingatan 31,,160.0,5.0,6904,,"Vasastan, Stockholms kommun",True,True,17000000,+6 %,106250
Snörmakarvägen 5,,42.0,2.0,4300,,"Bromma - Åkeshov, Stockholms kommun",False,False,2100000,+5 %,50000
"Swedenborgsgatan 4B, 5tr",,33.0,2.0,1912,,"Södermalm - Mariatorget, Stockholms kommun",False,False,4450000,+29 %,134848
"Styrbjörnsvägen 38, vån 2",,50.0,2.0,3165,,"Aspudden, Stockholms kommun",False,True,3960000,+13 %,79200
"Tellusborgsvägen 70, vån 2/2",,40.0,2.0,2531,,"Midsommarkransen, Stockholms kommun",False,False,3275000,+3 %,81875
"Karlbergsvägen 53 A, 2 tr",,31.0,1.0,1821,,"Vasastan - Birkastan, Stockholms kommun",True,True,4175000,+5 %,134677
"Inedalsgatan 17, 4 tr",,70.0,3.0,4200,,"Kungsholmen, Stockholms kommun",True,True,8150000,+10 %,116429
"Teknologgatan 8B, 2tr",,,3.5,6101,,"Vasastan, Stockholms kommun",True,False,10250000,+11 %,144366
"Flintbacken 10, 4 tr",,29.5,1.0,1785,,"Södermalm - Tanto, Stockholms kommun",True,False,2700000,±0 %,91525
Gyllenborgsgatan 12,,40.0,1.5,2632,,"Kungsholmen - Thorildsplan, Stockholms kommun",False,False,3500000,+13 %,87500
"Furusundsgatan 4 (-1tr, sutterräng 1tr från gård)",,23.0,1.0,1785,,"Gärdet - Östermalm, Stockholms kommun",True,True,2615000,+14 %,113696
"Torsgatan 38, 4tr",,104.0,4.0,4990,,"Vasastan, Stockholms kommun",True,True,12850000,+2 %,123558
Byggmästarvägen 5,,41.0,2.0,3957,,"Abrahamsberg, Stockholms kommun",False,True,2195000,±0 %,53537
Kocksgatan 25,,32.0,1.5,964,,"Södermalm, Stockholms kommun",True,False,3910000,+22 %,122188
"Fågelhundsgatan 14, 6 tr av 6 tr ,Penthouse med  29 kvm Terrass!",,98.0,4.0,5744,,"Norra Djurgårdsstaden, Stockholms kommun",True,True,13500000,-2 %,137755
Ynglingagatan 17,,68.0,2.0,4904,,"Vasastan, Stockholms kommun",True,False,5930000,+1 %,87206
Lugnets Allé 31,,51.5,2.5,3003,,"Hammarby Sjöstad, Stockholms kommun",True,True,4460000,+4 %,86602
Skrakgränd 3,,75.0,3.0,4169,,"Fagersjö, Stockholms kommun",True,True,1900000,+12 %,25333
Älvkarleövägen 7,,44.2,2.0,3735,,"Hjorthagen, Stockholms kommun",False,False,3237500,+3 %,73247
Fleminggatan 34,,94.0,3.0,2707,,"Kungsholmen - Fridhemsplan, Stockholms kommun",True,True,11000000,+11 %,117021
"Trollesundsvägen 155, 2tr",,78.5,4.0,4889,,"Högdalen, Stockholms kommun",False,True,3720000,+25 %,47389
Tranebergsvägen 43,,78.0,3.0,5183,,"Bromma - Traneberg, Stockholms kommun",False,True,5180000,+4 %,66410
"Lustgårdsgatan 4, vån 7/7",,82.0,3.0,4679,,"Kungsholmen, Stockholms kommun",True,True,7400000,+6 %,90244
Johannesgatan 2 / David Bagares Gata 22,,92.0,4.0,3398,,"Vasastan - City/Norrmalm, Stockholms kommun",True,False,10000000,±0 %,108696
Tunnlandsvägen 67,,62.0,3.0,3511,,"Bromma - Åkeslund, Stockholms kommun",False,True,4260000,+12 %,68710
"Sturehillsvägen 15, 1tr",,55.0,2.0,3469,,"Liljeholmskajen - Årstaberg, Stockholms kommun",True,True,3800000,+9 %,69091
Tegelviksgatan 69,,75.5,3.0,5814,,"Södermalm Sofia, Stockholms kommun",True,True,7250000,+22 %,96026
Midsommarvägen 17,,53.0,3.0,4330,,"Midsommarkransen, Stockholms kommun",False,True,3800000,+9 %,71698
Finn malmgrens väg 18,,64.0,3.0,6481,,"Hammarbyhöjden, Stockholms kommun",False,True,4200000,+5 %,65625
Ölandsgatan 47,,86.0,3.0,5627,,"Södermalm, Stockholms kommun",True,False,7800000,+2 %,90698
Nybrogatan 72,,31.0,1.0,1651,,"Östermalm, Stockholms kommun",True,False,3770000,-3 %,121613
Tellusborgsvägen 92,,33.0,1.5,2370,,"Midsommarkransen/Telefonplan, Stockholms kommun",True,True,2675000,+3 %,81061
Sofielundsvägen 5,,79.0,3.0,5069,,"Blåsut, Stockholms kommun",True,True,5170000,+4 %,65443
"Västmannagatan 25, BV",,63.0,3.0,2794,,"Vasastan, Stockholms kommun",True,False,7025000,+5 %,111508
Stopvägen 100,,35.0,2.0,2996,,"Bromma - Abrahamsberg, Stockholms kommun",False,False,2400000,+9 %,68571
"Karlbergsvägen 35C, 1tr",,28.0,1.0,1381,,"Vasastan - Odenplan, Stockholms kommun",True,False,3650000,+22 %,130357
Skridskovägen 9D,,98.0,4.0,6727,,"Västertorp - Hägerstensåsen, Stockholms kommun",True,True,6250000,+12 %,63776
Rindögatan 27,,55.0,2.0,3717,,"Gärdet, Stockholms kommun",True,True,6700000,+15 %,121818
Bennebolsgatan 22,,53.0,2.0,4200,,"Spånga - Solhem, Stockholms kommun",True,True,2000000,+1 %,37736
"Hammarby allé 3A, våning 9",,134.5,5.0,7608,,"Hammarby Sjöstad, Stockholms kommun",True,True,12000000,+2 %,89219
Storsjövägen 36,,55.0,3.0,3913,,"Årsta, Stockholms kommun",False,True,3300000,+10 %,60000
Rödabergsgatan 6,,27.0,1.0,1665,,"Vasastan Rödabergen, Stockholms kommun",False,False,2850000,+16 %,105556
"Brahegatan 48, 5/5 tr",,23.0,1.0,949,,"Stockholm, Stockholms kommun",True,True,3650000,+4 %,158696
,,,,,,,False,False,,,
,,,,,,,False,False,,,
Tyskbagargatan 5,,64.0,2.0,3315,,"Östermalm, Stockholms kommun",True,True,8900000,±0 %,139063
"Helsingörsgatan 37, 3 tr",,47.5,2.0,4500,,"Kista, Stockholms kommun",True,True,1500000,±0 %,31579
"Ringvägen 79, Vindsvåning!",,82.5,3.0,3748,,"Södermalm, Stockholms kommun",True,True,7550000,+2 %,91515
"Luntmakargatan 85, 4tr",,22.0,1.0,1344,,"Vasastan - City/Norrmalm, Stockholms kommun",True,False,2725000,+9 %,123864
Sveavägen 99,,38.0,2.0,2140,,"Vasastan, Stockholms kommun",True,True,4410000,+14 %,116053
Herman Ygbergs väg 12,,70.0,2.5,5532,,"Bromma Smedslätten, Stockholms kommun",True,True,5500000,-5 %,78571
Ynglingagatan 26,,58.0,2.5,1874,,"Vasastan, Stockholms kommun",True,False,6000000,-5 %,103448
Långholmsgatan 3,,54.0,2.0,3143,,"Södermalm Högalid, Stockholms kommun",True,False,5195000,-5 %,96204
Skagersvägen 12,,45.0,2.0,3359,,"Årsta, Stockholms kommun",False,True,2850000,+11 %,63333
Strålgatan 35,,42.0,2.0,2925,,"Lilla Essingen, Stockholms kommun",True,False,3000000,+1 %,71429
Båtbyggargatan 26,,51.0,2.0,3689,,"Hammarby Sjöstad, Stockholms kommun",False,False,3670000,+10 %,71961
"Fatbursgatan 2, 3/3 tr",,144.0,5.0,6560,,"Södermalm Maria, Stockholms kommun",False,True,16200000,-2 %,112500
Fleminggatan 40B,,70.0,3.0,3415,,"Kungsholmen - Fridhemsplan, Stockholms kommun",True,False,6055000,-5 %,86500
Odengatan 23,,194.0,6.0,9934,,"Östermalm, Stockholms kommun",True,True,23000000,+2 %,118557
Furusundsgatan 12,,40.0,1.5,2166,,"Gärdet, Stockholms kommun",True,True,3650000,+2 %,91250
Ekholmsvägen 307,,70.0,3.0,5015,,"Skärholmen, Stockholms kommun",True,True,2750000,±0 %,39286
"Karlsbodavägen 44, vån 3",,89.0,3.0,6489,,"Bromma - Mariehäll, Stockholms kommun",True,True,5495000,±0 %,61742
Sandfjärdsgatan 98,,75.5,3.5,5594,,"Årsta, Stockholms kommun",True,True,3500000,+17 %,46358
"Karlsbodavägen 42, 6tr",,82.0,3.0,6180,,"Bromma - Mariehäll, Stockholms kommun",True,True,5725000,+4 %,69817
Hökens gata 9,,116.0,5.0,10562,,"Katarina, Stockholms kommun",True,False,12925000,-4 %,111422
Maltesholmsvägen 178,,96.0,4.0,5978,,"Hässelby Strand, Stockholms kommun",False,False,4550000,-1 %,47396
Idungatan 8A,,73.0,3.0,3770,,"Vasastan, Stockholms kommun",True,True,8700000,+3 %,119178
Kubbegatan 28,,57.5,2.0,3967,,"Sköndal, Stockholms kommun",False,True,2650000,+18 %,46087
Tomtebogatan 34C,,57.0,2.0,2643,,"Vasastan, Stockholms kommun",False,False,6325000,+27 %,110965
Petrejusvägen 49,,44.0,2.0,4171,,"Johanneshov, Stockholms kommun",False,True,2695000,±0 %,61250
Mamsell Ullas väg 7,,118.0,4.0,9442,,"Mälarhöjden, Stockholms kommun",True,True,9040000,+1 %,76610
"Strålgatan 45, 1tr",,46.0,2.0,3343,,"Lilla Essingen, Stockholms kommun",True,False,2775000,-7 %,60326
Kabelverksgatan 66,,90.0,4.0,6255,,"Älvsjöstaden, Stockholms kommun",True,True,5595000,±0 %,62167
Idungatan 3,,79.0,4.0,4448,,"Vasastan, Stockholms kommun",True,False,5950000,-5 %,75316
Puckgränd 6,,58.0,2.0,3484,,"Västertorp, Stockholms kommun",False,True,2850000,+10 %,49138
Lingvägen 105,,75.0,3.0,3957,,"Gubbängen, Stockholms kommun",False,True,4150000,+15 %,55333
Svarvargatan 14,,49.0,2.0,1940,,"Kungsholmen, Stockholms kommun",True,True,5200000,+4 %,106122
Vikingagatan 3,,49.0,2.0,3392,,"Vasastan Birkastan, Stockholms kommun",False,True,5550000,+3 %,113265
Sköntorpsvägen 1,,59.0,2.0,2604,,"Årsta, Stockholms kommun",True,True,3640000,+4 %,61695
Klockhammarsgränd 2,,70.0,3.0,7058,,"Bandhagen, Stockholms kommun",True,True,1600000,-16 %,22857
Nybrogatan 71,,38.0,1.0,1267,,"Östermalm, Stockholms kommun",False,False,5000000,-5 %,131579
Smedsbacksgatan 6,,48.0,2.0,3938,,"Gärdet, Stockholms kommun",True,True,4700000,+5 %,97917
Karlavägen 23,,,1.5,813,,"Östermalm, Stockholms kommun",False,False,5000000,+2 %,238095
Lidköpingsvägen 62,,60.0,2.0,3375,,"Hammarbyhöjden, Johanneshov, Stockholms kommun",False,True,3900000,+12 %,65000
"Polhemsgatan 18B, 3 tr",,53.0,2.0,3379,,"Kungsholmen, Stockholms kommun",True,True,6525000,+15 %,123113
Stopvägen 113,,72.0,3.0,4733,,"Abrahamsberg, Stockholms kommun",False,False,4300000,+5 %,59722
Tussmötevägen 190,,80.0,3.0,5259,,"Stureby, Stockholms kommun",False,False,6225000,+8 %,77813
Holländargatan 38,,97.0,4.0,5410,,"Vasastan, Stockholms kommun",True,True,10500000,±0 %,108247
"Götgatan 26C, 1 tr ö.g",,26.0,1.0,0,,"Södermalm - Mosebacke, Stockholms kommun",False,False,3630000,+21 %,139615
Lillhagsvägen 8,,69.0,3.0,5633,,"Hagsätra, Stockholms kommun",True,True,2025000,+7 %,29348
Sulvägen 67,,78.0,3.5,4908,,"Älvsjö - Solberga, Stockholms kommun",True,False,4300000,+8 %,55128
"Folkskolegatan 20, 2tr",,68.0,3.0,4435,,"Södermalm Högalid, Stockholms kommun",True,False,6650000,+3 %,97794
"Barnängsgatan 15, 4 tr",,77.5,3.0,5444,,"Södermalm, Stockholms kommun",True,True,6750000,+4 %,87097
Margretelundsvägen 78,,81.0,2.0,4091,,"Traneberg, Stockholms kommun",True,True,4300000,+13 %,53086
Sköntorpsvägen 9,,70.0,3.0,3599,,"Årsta, Stockholms kommun",True,True,5700000,+14 %,81429
,,,,,,,False,False,,,
,,,,,,,False,False,,,
"Rindögatan 25, 5 tr",,37.3,2.0,1746,,"Gärdet Östemalm, Stockholms kommun",True,True,3800000,±0 %,101877
Kungsklippan 20,,28.0,1.0,3215,,"Kungsholmen, Stockholms kommun",True,True,2675000,-4 %,95536
Strömkarlsvägen 74,,66.0,3.0,3717,,"Bromma Smedslätten, Stockholms kommun",False,False,6500000,+10 %,98485
Bergsunds strand 36,,44.0,2.0,1998,,"Södermalm - Hornstull, Stockholms kommun",True,True,4200000,+11 %,95455
"Babordsgatan 20, pl4",,37.7,1.5,2762,,"Hammarby sjöstad, Stockholms kommun",True,True,3850000,+10 %,102122
Sjöviksvägen 29,,54.0,2.0,3378,,"Liljeholmskajen, Stockholms kommun",True,True,5100000,+6 %,94444
Torkel Knutssonsgatan 29,,47.0,2.0,2511,,"Södermalm, Stockholms kommun",True,True,5500000,+17 %,117021
Annedalsvägen 49,,61.0,2.5,4126,,"Annedal, Stockholms kommun",True,False,3350000,+5 %,54918
Bastugatan 21,,25.0,1.0,1583,,"Södermalm, Stockholms kommun",True,True,3700000,+24 %,148000
Konstgjutarvägen 18,,78.0,3.0,3979,,"Globen/Johanneshov, Stockholms kommun",False,True,5120000,+9 %,65641
Halmstadsvägen 50,,62.0,2.0,3257,,"Björkhagen, Stockholms kommun",False,True,4000000,+7 %,64516
Smedsbacksgatan 32 - 1 tr,,28.0,1.0,1761,,"Gärdet, Stockholms kommun",True,True,2950000,+18 %,105357
Storgatan 30,,,2.0,1580,,"Östermalm, Stockholms kommun",True,True,6500000,±0 %,175676
